	Terms
NCEH1	R-HSA-174824,R-HSA-382551,R-HSA-8964038,R-HSA-8964043
NCF1	R-HSA-1222556,R-HSA-1236973,R-HSA-1236975,R-HSA-1280218,R-HSA-162582,R-HSA-168249,R-HSA-168256,R-HSA-194138,R-HSA-194315,R-HSA-195258,R-HSA-2262752,R-HSA-3299685,R-HSA-4420097,R-HSA-5668599,R-HSA-8953897,R-HSA-9006934,R-HSA-9012999,R-HSA-9013149,R-HSA-9013404,R-HSA-9013423,R-HSA-9711123,R-HSA-9716542,R-HSA-983169
NCF2	R-HSA-1222556,R-HSA-1236973,R-HSA-1236975,R-HSA-1280218,R-HSA-162582,R-HSA-168249,R-HSA-168256,R-HSA-194138,R-HSA-194315,R-HSA-195258,R-HSA-2262752,R-HSA-3299685,R-HSA-4420097,R-HSA-5668599,R-HSA-8953897,R-HSA-9006934,R-HSA-9012999,R-HSA-9013149,R-HSA-9013404,R-HSA-9013423,R-HSA-9711123,R-HSA-9716542,R-HSA-983169
NCF4	R-HSA-1222556,R-HSA-1236973,R-HSA-1236975,R-HSA-1280218,R-HSA-162582,R-HSA-168249,R-HSA-168256,R-HSA-194138,R-HSA-194315,R-HSA-195258,R-HSA-2262752,R-HSA-3299685,R-HSA-4420097,R-HSA-5668599,R-HSA-8953897,R-HSA-9006934,R-HSA-9012999,R-HSA-9013149,R-HSA-9013404,R-HSA-9013423,R-HSA-9711123,R-HSA-9716542,R-HSA-983169
NCK1	R-HSA-1266738,R-HSA-1266738,R-HSA-1280218,R-HSA-1280218,R-HSA-1500931,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-186763,R-HSA-186797,R-HSA-194138,R-HSA-194315,R-HSA-194315,R-HSA-195258,R-HSA-195258,R-HSA-202403,R-HSA-202433,R-HSA-2029480,R-HSA-2029480,R-HSA-2029482,R-HSA-2029482,R-HSA-373752,R-HSA-373752,R-HSA-373753,R-HSA-376176,R-HSA-418885,R-HSA-418885,R-HSA-422475,R-HSA-422475,R-HSA-428540,R-HSA-4420097,R-HSA-5663205,R-HSA-5663205,R-HSA-5663213,R-HSA-5663213,R-HSA-9006934,R-HSA-9012999,R-HSA-9013420,R-HSA-9013424,R-HSA-9658195,R-HSA-9658195,R-HSA-9664407,R-HSA-9664407,R-HSA-9664417,R-HSA-9664417,R-HSA-9664422,R-HSA-9664422,R-HSA-9675108,R-HSA-9675108,R-HSA-9716542,R-HSA-9716542,R-HSA-983695,R-HSA-983695,R-HSA-983705,R-HSA-983705
NCK2	R-HSA-1266738,R-HSA-1266738,R-HSA-1500931,R-HSA-162582,R-HSA-186763,R-HSA-186797,R-HSA-194138,R-HSA-194315,R-HSA-2682334,R-HSA-373753,R-HSA-376176,R-HSA-3928664,R-HSA-422475,R-HSA-422475,R-HSA-428540,R-HSA-4420097,R-HSA-8985801,R-HSA-9006934,R-HSA-9012999,R-HSA-9013420,R-HSA-9013424,R-HSA-9675108,R-HSA-9675108,R-HSA-9716542
NCKAP1	R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-194138,R-HSA-194315,R-HSA-194315,R-HSA-195258,R-HSA-195258,R-HSA-2029480,R-HSA-2029480,R-HSA-2029482,R-HSA-2029482,R-HSA-4420097,R-HSA-5663205,R-HSA-5663205,R-HSA-5663213,R-HSA-5663213,R-HSA-9006934,R-HSA-9012999,R-HSA-9013149,R-HSA-9013404,R-HSA-9013423,R-HSA-9658195,R-HSA-9658195,R-HSA-9664407,R-HSA-9664407,R-HSA-9664417,R-HSA-9664417,R-HSA-9664422,R-HSA-9664422,R-HSA-9716542,R-HSA-9716542
NCKAP1L	R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-194138,R-HSA-194315,R-HSA-194315,R-HSA-195258,R-HSA-195258,R-HSA-2029480,R-HSA-2029480,R-HSA-2029482,R-HSA-2029482,R-HSA-4420097,R-HSA-5663205,R-HSA-5663205,R-HSA-5663213,R-HSA-5663213,R-HSA-6798695,R-HSA-9006934,R-HSA-9012999,R-HSA-9013149,R-HSA-9013404,R-HSA-9013423,R-HSA-9658195,R-HSA-9658195,R-HSA-9664407,R-HSA-9664407,R-HSA-9664417,R-HSA-9664417,R-HSA-9664422,R-HSA-9664422,R-HSA-9716542,R-HSA-9716542
NCKIPSD	R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-194315,R-HSA-194315,R-HSA-195258,R-HSA-195258,R-HSA-2029480,R-HSA-2029480,R-HSA-2029482,R-HSA-2029482,R-HSA-5663205,R-HSA-5663205,R-HSA-5663213,R-HSA-5663213,R-HSA-9658195,R-HSA-9658195,R-HSA-9664407,R-HSA-9664407,R-HSA-9664417,R-HSA-9664417,R-HSA-9664422,R-HSA-9664422,R-HSA-9716542,R-HSA-9716542
NCL	R-HSA-6791226,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
NCOA1	R-HSA-1266738,R-HSA-1266738,R-HSA-1368082,R-HSA-1368108,R-HSA-1430728,R-HSA-1430728,R-HSA-1592230,R-HSA-159418,R-HSA-162582,R-HSA-1655829,R-HSA-1852241,R-HSA-192105,R-HSA-193368,R-HSA-193807,R-HSA-194068,R-HSA-1989781,R-HSA-1989781,R-HSA-211859,R-HSA-211897,R-HSA-211945,R-HSA-211976,R-HSA-2151201,R-HSA-2262752,R-HSA-2262752,R-HSA-2426168,R-HSA-2990846,R-HSA-3108232,R-HSA-3214847,R-HSA-3247509,R-HSA-381340,R-HSA-381340,R-HSA-3899300,R-HSA-392499,R-HSA-400206,R-HSA-400206,R-HSA-400253,R-HSA-4839726,R-HSA-556833,R-HSA-556833,R-HSA-597592,R-HSA-8939211,R-HSA-8953897,R-HSA-8953897,R-HSA-8957322,R-HSA-9006931,R-HSA-9018519,R-HSA-9024446,R-HSA-9029569,R-HSA-9623433,R-HSA-9707564,R-HSA-9707616,R-HSA-9711123
NCOA2	R-HSA-1266738,R-HSA-1266738,R-HSA-1368082,R-HSA-1368108,R-HSA-1430728,R-HSA-1430728,R-HSA-1592230,R-HSA-159418,R-HSA-162582,R-HSA-1655829,R-HSA-1852241,R-HSA-192105,R-HSA-193368,R-HSA-193807,R-HSA-194068,R-HSA-194315,R-HSA-195258,R-HSA-1989781,R-HSA-1989781,R-HSA-211859,R-HSA-211897,R-HSA-211945,R-HSA-211976,R-HSA-2151201,R-HSA-2262752,R-HSA-2262752,R-HSA-2426168,R-HSA-2990846,R-HSA-3108232,R-HSA-3214847,R-HSA-3247509,R-HSA-381340,R-HSA-381340,R-HSA-3899300,R-HSA-392499,R-HSA-400206,R-HSA-400206,R-HSA-400253,R-HSA-4839726,R-HSA-556833,R-HSA-556833,R-HSA-5625740,R-HSA-5625886,R-HSA-597592,R-HSA-8939211,R-HSA-8953897,R-HSA-8953897,R-HSA-8957322,R-HSA-9006931,R-HSA-9018519,R-HSA-9707564,R-HSA-9707616,R-HSA-9711123,R-HSA-9716542
NCOA3	R-HSA-1266738,R-HSA-1266738,R-HSA-1430728,R-HSA-162582,R-HSA-1989781,R-HSA-381340,R-HSA-381340,R-HSA-400206,R-HSA-556833,R-HSA-5617472,R-HSA-5619507,R-HSA-5683057,R-HSA-5687128,R-HSA-8939211,R-HSA-9006931,R-HSA-9018519
NCOA6	R-HSA-1266738,R-HSA-1266738,R-HSA-1368082,R-HSA-1368108,R-HSA-1430728,R-HSA-1430728,R-HSA-1592230,R-HSA-1655829,R-HSA-1852241,R-HSA-1989781,R-HSA-1989781,R-HSA-2151201,R-HSA-2262752,R-HSA-2262752,R-HSA-2426168,R-HSA-381340,R-HSA-400206,R-HSA-400206,R-HSA-400253,R-HSA-556833,R-HSA-556833,R-HSA-5617472,R-HSA-5619507,R-HSA-8953897,R-HSA-8953897,R-HSA-8957322,R-HSA-9707564,R-HSA-9707616,R-HSA-9711123
NCOR1	R-HSA-1236394,R-HSA-1236394,R-HSA-1251985,R-HSA-1251985,R-HSA-1266738,R-HSA-1266738,R-HSA-1368071,R-HSA-1430728,R-HSA-1430728,R-HSA-157118,R-HSA-1592230,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-170834,R-HSA-170834,R-HSA-1852241,R-HSA-1980143,R-HSA-1989781,R-HSA-1989781,R-HSA-2122947,R-HSA-212436,R-HSA-212436,R-HSA-2151201,R-HSA-2173793,R-HSA-2173793,R-HSA-2173795,R-HSA-2173795,R-HSA-2262752,R-HSA-2262752,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2894858,R-HSA-2894862,R-HSA-3214815,R-HSA-3247509,R-HSA-350054,R-HSA-381340,R-HSA-381340,R-HSA-383280,R-HSA-400206,R-HSA-400206,R-HSA-400253,R-HSA-400253,R-HSA-4839726,R-HSA-556833,R-HSA-556833,R-HSA-5617472,R-HSA-5619507,R-HSA-5663202,R-HSA-5663205,R-HSA-73857,R-HSA-73857,R-HSA-74160,R-HSA-74160,R-HSA-8953897,R-HSA-8953897,R-HSA-8986944,R-HSA-9005891,R-HSA-9005895,R-HSA-9006931,R-HSA-9006934,R-HSA-9006934,R-HSA-9006936,R-HSA-9006936,R-HSA-9022537,R-HSA-9022692,R-HSA-9024446,R-HSA-9029569,R-HSA-9609646,R-HSA-9609690,R-HSA-9623433,R-HSA-9675151,R-HSA-9697154,R-HSA-9707564,R-HSA-9707616,R-HSA-9707616,R-HSA-9711123
NCOR2	R-HSA-1266738,R-HSA-1266738,R-HSA-1430728,R-HSA-157118,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-170834,R-HSA-170834,R-HSA-1980143,R-HSA-1989781,R-HSA-2122947,R-HSA-212436,R-HSA-212436,R-HSA-2173793,R-HSA-2173793,R-HSA-2173795,R-HSA-2173795,R-HSA-2262752,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2894858,R-HSA-2894862,R-HSA-2990846,R-HSA-3108232,R-HSA-3214815,R-HSA-3247509,R-HSA-350054,R-HSA-381340,R-HSA-381340,R-HSA-383280,R-HSA-3899300,R-HSA-392499,R-HSA-400206,R-HSA-4839726,R-HSA-556833,R-HSA-5663202,R-HSA-5663205,R-HSA-597592,R-HSA-73857,R-HSA-73857,R-HSA-74160,R-HSA-74160,R-HSA-8953897,R-HSA-8986944,R-HSA-9005891,R-HSA-9005895,R-HSA-9006931,R-HSA-9006936,R-HSA-9006936,R-HSA-9022537,R-HSA-9022692,R-HSA-9024446,R-HSA-9029569,R-HSA-9609646,R-HSA-9609690,R-HSA-9623433,R-HSA-9675151,R-HSA-9697154,R-HSA-9707564,R-HSA-9711123
NCR1	R-HSA-1280218,R-HSA-168256,R-HSA-198933
NCR2	R-HSA-1280218,R-HSA-168249,R-HSA-168256,R-HSA-198933,R-HSA-2172127
NCR3	R-HSA-1280218,R-HSA-168256,R-HSA-198933
NCR3LG1	R-HSA-1280218,R-HSA-168256,R-HSA-198933
NCSTN	R-HSA-1236394,R-HSA-1251985,R-HSA-1266738,R-HSA-1474228,R-HSA-1474244,R-HSA-157118,R-HSA-157118,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-168249,R-HSA-168256,R-HSA-193692,R-HSA-193704,R-HSA-1980143,R-HSA-1980145,R-HSA-204998,R-HSA-205043,R-HSA-2122948,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2682334,R-HSA-2894858,R-HSA-2894862,R-HSA-2979096,R-HSA-392499,R-HSA-3928665,R-HSA-422475,R-HSA-5663202,R-HSA-6798695,R-HSA-73887,R-HSA-9006934,R-HSA-9012852,R-HSA-9013507,R-HSA-9013694,R-HSA-9013700,R-HSA-9017802,R-HSA-9675108,R-HSA-977225
ND1	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
ND2	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
ND3	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
ND4	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
ND5	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
ND6	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDC1	R-HSA-1169408,R-HSA-1169410,R-HSA-1280215,R-HSA-1430728,R-HSA-159227,R-HSA-159230,R-HSA-159231,R-HSA-159234,R-HSA-159236,R-HSA-162587,R-HSA-162599,R-HSA-162906,R-HSA-162906,R-HSA-162909,R-HSA-162909,R-HSA-1640170,R-HSA-1640170,R-HSA-1643685,R-HSA-1643685,R-HSA-165054,R-HSA-168255,R-HSA-168256,R-HSA-168271,R-HSA-168273,R-HSA-168274,R-HSA-168276,R-HSA-168325,R-HSA-168333,R-HSA-170822,R-HSA-176033,R-HSA-177243,R-HSA-177243,R-HSA-180746,R-HSA-180910,R-HSA-191859,R-HSA-194441,R-HSA-211000,R-HSA-2262752,R-HSA-2555396,R-HSA-2555396,R-HSA-2980766,R-HSA-2990846,R-HSA-2990846,R-HSA-2995410,R-HSA-2995410,R-HSA-3108214,R-HSA-3108232,R-HSA-3108232,R-HSA-3232142,R-HSA-3301854,R-HSA-3371453,R-HSA-3371556,R-HSA-392499,R-HSA-392499,R-HSA-4085377,R-HSA-4551638,R-HSA-4570464,R-HSA-4615885,R-HSA-4615885,R-HSA-5578749,R-HSA-5619102,R-HSA-5619107,R-HSA-5619115,R-HSA-5663205,R-HSA-5663205,R-HSA-597592,R-HSA-597592,R-HSA-6784531,R-HSA-68875,R-HSA-68882,R-HSA-68882,R-HSA-68886,R-HSA-68886,R-HSA-69278,R-HSA-69278,R-HSA-70171,R-HSA-70326,R-HSA-71387,R-HSA-72202,R-HSA-72203,R-HSA-72306,R-HSA-74160,R-HSA-8953854,R-HSA-8953897,R-HSA-913531,R-HSA-9609646,R-HSA-9609690,R-HSA-9610379,R-HSA-9615933,R-HSA-9615933
NDC80	R-HSA-141424,R-HSA-141444,R-HSA-162582,R-HSA-1640170,R-HSA-194315,R-HSA-195258,R-HSA-2467813,R-HSA-2500257,R-HSA-2555396,R-HSA-5663220,R-HSA-68877,R-HSA-68882,R-HSA-68886,R-HSA-69278,R-HSA-69618,R-HSA-69620,R-HSA-9648025,R-HSA-9716542
NDE1	R-HSA-141424,R-HSA-141444,R-HSA-162582,R-HSA-1640170,R-HSA-1852241,R-HSA-194315,R-HSA-195258,R-HSA-2467813,R-HSA-2500257,R-HSA-2555396,R-HSA-2565942,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380287,R-HSA-380320,R-HSA-453274,R-HSA-5617833,R-HSA-5620912,R-HSA-5663220,R-HSA-68877,R-HSA-68882,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-69618,R-HSA-69620,R-HSA-8854518,R-HSA-9648025,R-HSA-9716542
NDEL1	R-HSA-141424,R-HSA-141444,R-HSA-162582,R-HSA-1640170,R-HSA-194315,R-HSA-195258,R-HSA-2467813,R-HSA-2500257,R-HSA-2555396,R-HSA-5663220,R-HSA-68877,R-HSA-68882,R-HSA-68886,R-HSA-69278,R-HSA-69618,R-HSA-69620,R-HSA-9648025,R-HSA-9716542
NDN	R-HSA-1280215,R-HSA-168256,R-HSA-449147,R-HSA-6785807
NDOR1	R-HSA-1430728,R-HSA-2564830
NDRG1	R-HSA-212436,R-HSA-3700989,R-HSA-5633008,R-HSA-6803205,R-HSA-73857,R-HSA-74160
NDST1	R-HSA-1430728,R-HSA-1630316,R-HSA-1638091,R-HSA-2022928,R-HSA-71387
NDST2	R-HSA-1430728,R-HSA-1630316,R-HSA-1638091,R-HSA-2022928,R-HSA-71387
NDST3	R-HSA-1430728,R-HSA-1630316,R-HSA-1638091,R-HSA-2022928,R-HSA-71387
NDST4	R-HSA-1430728,R-HSA-1630316,R-HSA-1638091,R-HSA-2022928,R-HSA-71387
NDUFA1	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA10	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA11	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA12	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA13	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA2	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA3	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA4	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-212436,R-HSA-2262752,R-HSA-3700989,R-HSA-5628897,R-HSA-611105,R-HSA-73857,R-HSA-74160,R-HSA-8953897,R-HSA-9707564,R-HSA-9711123
NDUFA5	R-HSA-1428517,R-HSA-1430728,R-HSA-162582,R-HSA-163200,R-HSA-194315,R-HSA-611105,R-HSA-6799198,R-HSA-9012999,R-HSA-9013408,R-HSA-9716542
NDUFA6	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA7	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA8	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFA9	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFAB1	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-389661,R-HSA-556833,R-HSA-611105,R-HSA-6799198,R-HSA-71291,R-HSA-77289,R-HSA-8978868
NDUFAF1	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFAF2	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFAF3	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFAF4	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFAF5	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFAF6	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFAF7	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB1	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB10	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB11	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB2	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB3	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB4	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB5	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB6	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB7	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFB8	R-HSA-1268020,R-HSA-1268020,R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198,R-HSA-9609507,R-HSA-9609507
NDUFB9	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFC1	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFC2	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-168249,R-HSA-168256,R-HSA-611105,R-HSA-6798695,R-HSA-6799198
NDUFS1	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFS2	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFS3	R-HSA-1428517,R-HSA-1430728,R-HSA-162582,R-HSA-163200,R-HSA-194315,R-HSA-611105,R-HSA-6799198,R-HSA-9012999,R-HSA-9013408,R-HSA-9716542
NDUFS4	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFS5	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFS6	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFS7	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFS8	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFV1	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFV2	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NDUFV3	R-HSA-1428517,R-HSA-1430728,R-HSA-163200,R-HSA-611105,R-HSA-6799198
NEB	R-HSA-390522,R-HSA-397014
NECAP1	R-HSA-199991,R-HSA-199992,R-HSA-432722,R-HSA-5653656,R-HSA-8856825,R-HSA-8856828
NECAP2	R-HSA-199991,R-HSA-5653656,R-HSA-8856825,R-HSA-8856828
NECTIN1	R-HSA-1500931,R-HSA-418990,R-HSA-420597,R-HSA-421270,R-HSA-446728
NECTIN2	R-HSA-1280218,R-HSA-1500931,R-HSA-168256,R-HSA-198933,R-HSA-418990,R-HSA-420597,R-HSA-421270,R-HSA-446728
NECTIN3	R-HSA-1500931,R-HSA-418990,R-HSA-420597,R-HSA-421270,R-HSA-446728
NECTIN4	R-HSA-1500931,R-HSA-418990,R-HSA-420597,R-HSA-421270,R-HSA-446728
NEDD1	R-HSA-1640170,R-HSA-1852241,R-HSA-2565942,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380287,R-HSA-380320,R-HSA-453274,R-HSA-5617833,R-HSA-5620912,R-HSA-68877,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-8854518
NEDD4	R-HSA-1169408,R-HSA-1169410,R-HSA-1236394,R-HSA-1253288,R-HSA-1257604,R-HSA-1280215,R-HSA-1280218,R-HSA-162582,R-HSA-168256,R-HSA-6807070,R-HSA-8948747,R-HSA-8948751,R-HSA-9006925,R-HSA-9006934,R-HSA-913531,R-HSA-983168,R-HSA-983169
NEDD4L	R-HSA-1280218,R-HSA-162582,R-HSA-162582,R-HSA-162587,R-HSA-162588,R-HSA-162599,R-HSA-162906,R-HSA-1643685,R-HSA-168256,R-HSA-170834,R-HSA-170834,R-HSA-212436,R-HSA-2173788,R-HSA-2173789,R-HSA-2173793,R-HSA-2173795,R-HSA-2672351,R-HSA-382551,R-HSA-5663205,R-HSA-73857,R-HSA-74160,R-HSA-9006936,R-HSA-9006936,R-HSA-983168,R-HSA-983169,R-HSA-983712
NEDD8	R-HSA-162582,R-HSA-170834,R-HSA-199991,R-HSA-2173789,R-HSA-382551,R-HSA-392499,R-HSA-5653656,R-HSA-5688426,R-HSA-5689603,R-HSA-597592,R-HSA-8856825,R-HSA-8856828,R-HSA-8951664,R-HSA-9006936,R-HSA-917937
NEFL	R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-162582,R-HSA-438064,R-HSA-438066,R-HSA-438066,R-HSA-442742,R-HSA-442755,R-HSA-442755,R-HSA-442982,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-9609736,R-HSA-9617324,R-HSA-9620244
NEGR1	R-HSA-163125,R-HSA-392499,R-HSA-597592
NEIL1	R-HSA-110328,R-HSA-110329,R-HSA-1643685,R-HSA-5649702,R-HSA-73884,R-HSA-73894,R-HSA-73928,R-HSA-73929,R-HSA-73933,R-HSA-9605308,R-HSA-9616334,R-HSA-9675135
NEIL2	R-HSA-110328,R-HSA-110329,R-HSA-5649702,R-HSA-73884,R-HSA-73894,R-HSA-73928,R-HSA-73929,R-HSA-73933
NEIL3	R-HSA-110328,R-HSA-110329,R-HSA-110330,R-HSA-110330,R-HSA-110331,R-HSA-110331,R-HSA-1643685,R-HSA-73884,R-HSA-73884,R-HSA-73894,R-HSA-73894,R-HSA-73927,R-HSA-73927,R-HSA-73928,R-HSA-73929,R-HSA-73929,R-HSA-9605308,R-HSA-9629232,R-HSA-9636003,R-HSA-9636003,R-HSA-9675135
NEK2	R-HSA-1640170,R-HSA-174143,R-HSA-176409,R-HSA-176814,R-HSA-179409,R-HSA-179419,R-HSA-1852241,R-HSA-2565942,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380287,R-HSA-380320,R-HSA-453274,R-HSA-453276,R-HSA-5617833,R-HSA-5620912,R-HSA-68877,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-8854518
NEK6	R-HSA-1640170,R-HSA-2980766,R-HSA-2980767,R-HSA-3301854,R-HSA-68875,R-HSA-68877,R-HSA-68886,R-HSA-69278,R-HSA-9648025
NEK7	R-HSA-1640170,R-HSA-2980766,R-HSA-2980767,R-HSA-3301854,R-HSA-68875,R-HSA-68877,R-HSA-68886,R-HSA-69278,R-HSA-9648025
NEK9	R-HSA-1640170,R-HSA-2980766,R-HSA-2980767,R-HSA-3301854,R-HSA-68875,R-HSA-68877,R-HSA-68886,R-HSA-69278,R-HSA-9648025
NELFA	R-HSA-112382,R-HSA-113418,R-HSA-162587,R-HSA-162587,R-HSA-162599,R-HSA-162599,R-HSA-162906,R-HSA-162906,R-HSA-1643685,R-HSA-1643685,R-HSA-167152,R-HSA-167158,R-HSA-167169,R-HSA-167169,R-HSA-167172,R-HSA-167172,R-HSA-167200,R-HSA-167200,R-HSA-167238,R-HSA-167242,R-HSA-167243,R-HSA-167246,R-HSA-167246,R-HSA-167287,R-HSA-167290,R-HSA-212436,R-HSA-3700989,R-HSA-5663205,R-HSA-5663205,R-HSA-674695,R-HSA-6796648,R-HSA-73857,R-HSA-74160,R-HSA-75955
NELFB	R-HSA-112382,R-HSA-113418,R-HSA-162582,R-HSA-162587,R-HSA-162587,R-HSA-162599,R-HSA-162599,R-HSA-162906,R-HSA-162906,R-HSA-1643685,R-HSA-1643685,R-HSA-166520,R-HSA-167152,R-HSA-167158,R-HSA-167169,R-HSA-167169,R-HSA-167172,R-HSA-167172,R-HSA-167200,R-HSA-167200,R-HSA-167238,R-HSA-167242,R-HSA-167243,R-HSA-167246,R-HSA-167246,R-HSA-167287,R-HSA-167290,R-HSA-212436,R-HSA-3700989,R-HSA-5663205,R-HSA-5663205,R-HSA-674695,R-HSA-6796648,R-HSA-73857,R-HSA-74160,R-HSA-75955,R-HSA-9006934,R-HSA-9034015,R-HSA-9603505
