	Terms
NELFCD	R-HSA-112382,R-HSA-113418,R-HSA-162587,R-HSA-162587,R-HSA-162599,R-HSA-162599,R-HSA-162906,R-HSA-162906,R-HSA-1643685,R-HSA-1643685,R-HSA-167152,R-HSA-167158,R-HSA-167169,R-HSA-167169,R-HSA-167172,R-HSA-167172,R-HSA-167200,R-HSA-167200,R-HSA-167238,R-HSA-167242,R-HSA-167243,R-HSA-167246,R-HSA-167246,R-HSA-167287,R-HSA-167290,R-HSA-212436,R-HSA-3700989,R-HSA-5663205,R-HSA-5663205,R-HSA-674695,R-HSA-6796648,R-HSA-73857,R-HSA-74160,R-HSA-75955
NELFE	R-HSA-112382,R-HSA-113418,R-HSA-162587,R-HSA-162587,R-HSA-162599,R-HSA-162599,R-HSA-162906,R-HSA-162906,R-HSA-1643685,R-HSA-1643685,R-HSA-167152,R-HSA-167158,R-HSA-167169,R-HSA-167169,R-HSA-167172,R-HSA-167172,R-HSA-167200,R-HSA-167200,R-HSA-167238,R-HSA-167242,R-HSA-167243,R-HSA-167246,R-HSA-167246,R-HSA-167287,R-HSA-167290,R-HSA-212436,R-HSA-3700989,R-HSA-5663205,R-HSA-5663205,R-HSA-674695,R-HSA-6796648,R-HSA-73857,R-HSA-74160,R-HSA-75955
NELL2	R-HSA-1266738,R-HSA-376176,R-HSA-422475,R-HSA-428542,R-HSA-9675108
NEO1	R-HSA-1266738,R-HSA-373752,R-HSA-422475,R-HSA-525793,R-HSA-9675108
NET1	R-HSA-162582,R-HSA-193648,R-HSA-193704,R-HSA-194315,R-HSA-204998,R-HSA-372790,R-HSA-388396,R-HSA-416482,R-HSA-73887,R-HSA-8980692,R-HSA-9012999,R-HSA-9013026,R-HSA-9716542
NEU1	R-HSA-1430728,R-HSA-1643685,R-HSA-1660662,R-HSA-168249,R-HSA-168256,R-HSA-3781865,R-HSA-392499,R-HSA-4085001,R-HSA-428157,R-HSA-4341670,R-HSA-446193,R-HSA-446203,R-HSA-446219,R-HSA-556833,R-HSA-5609975,R-HSA-5668914,R-HSA-597592,R-HSA-6798695
NEU2	R-HSA-1430728,R-HSA-1660662,R-HSA-392499,R-HSA-4085001,R-HSA-428157,R-HSA-446193,R-HSA-446203,R-HSA-446219,R-HSA-556833,R-HSA-597592
NEU3	R-HSA-1430728,R-HSA-1660662,R-HSA-392499,R-HSA-4085001,R-HSA-428157,R-HSA-446193,R-HSA-446203,R-HSA-446219,R-HSA-556833,R-HSA-597592
NEU4	R-HSA-1430728,R-HSA-1660662,R-HSA-392499,R-HSA-4085001,R-HSA-428157,R-HSA-446193,R-HSA-446203,R-HSA-446219,R-HSA-556833,R-HSA-597592
NEURL1	R-HSA-157118,R-HSA-162582,R-HSA-1643685,R-HSA-1980143,R-HSA-1980145,R-HSA-2122948,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2691230,R-HSA-2691232,R-HSA-2894858,R-HSA-2894862,R-HSA-2979096,R-HSA-5663202,R-HSA-9012852,R-HSA-9013507
NEURL1B	R-HSA-157118,R-HSA-162582,R-HSA-1643685,R-HSA-1980143,R-HSA-1980145,R-HSA-2122948,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2691230,R-HSA-2691232,R-HSA-2894858,R-HSA-2894862,R-HSA-2979096,R-HSA-5663202,R-HSA-9012852,R-HSA-9013507
NEURL2	R-HSA-392499,R-HSA-597592,R-HSA-8951664
NEUROD1	R-HSA-1266738,R-HSA-1266738,R-HSA-186712,R-HSA-186712,R-HSA-210745,R-HSA-210746
NEUROG3	R-HSA-1266738,R-HSA-1266738,R-HSA-186712,R-HSA-186712,R-HSA-210744,R-HSA-210746
NF1	R-HSA-162582,R-HSA-1643685,R-HSA-5658442,R-HSA-5663202,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-6802953,R-HSA-6802957
NF2	R-HSA-162582,R-HSA-168249,R-HSA-168256,R-HSA-194315,R-HSA-195258,R-HSA-2029480,R-HSA-2029482,R-HSA-5627123,R-HSA-9716542
NFAM1	R-HSA-168249,R-HSA-168256,R-HSA-6798695
NFASC	R-HSA-1266738,R-HSA-1266738,R-HSA-168249,R-HSA-168256,R-HSA-373760,R-HSA-373760,R-HSA-422475,R-HSA-422475,R-HSA-445095,R-HSA-447043,R-HSA-447043,R-HSA-6798695,R-HSA-9675108,R-HSA-9675108
NFATC1	R-HSA-1168372,R-HSA-1168372,R-HSA-1280218,R-HSA-1280218,R-HSA-162582,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-195721,R-HSA-2025928,R-HSA-2025928,R-HSA-2454202,R-HSA-2871809,R-HSA-3858494,R-HSA-4086398,R-HSA-5607763,R-HSA-5607764,R-HSA-5621481,R-HSA-983705,R-HSA-983705
NFATC2	R-HSA-1168372,R-HSA-1168372,R-HSA-1280218,R-HSA-1280218,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-2025928,R-HSA-2025928,R-HSA-212436,R-HSA-2454202,R-HSA-2871809,R-HSA-5607763,R-HSA-5607764,R-HSA-5621481,R-HSA-73857,R-HSA-74160,R-HSA-8877330,R-HSA-8878171,R-HSA-983705,R-HSA-983705
NFATC3	R-HSA-1168372,R-HSA-1168372,R-HSA-1280218,R-HSA-1280218,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-2025928,R-HSA-2025928,R-HSA-2454202,R-HSA-2871809,R-HSA-5607763,R-HSA-5607764,R-HSA-5621481,R-HSA-983705,R-HSA-983705
NFE2	R-HSA-109582,R-HSA-109582,R-HSA-212436,R-HSA-73857,R-HSA-74160,R-HSA-8878171,R-HSA-8936459,R-HSA-983231,R-HSA-983231
NFE2L2	R-HSA-1643685,R-HSA-2262752,R-HSA-2262752,R-HSA-5663205,R-HSA-8932339,R-HSA-8932339,R-HSA-8953897,R-HSA-8953897,R-HSA-9679191,R-HSA-9679506,R-HSA-9707564,R-HSA-9707564,R-HSA-9707587,R-HSA-9707587,R-HSA-9707616,R-HSA-9711123,R-HSA-9711123
NFIA	R-HSA-73980,R-HSA-74158,R-HSA-74160,R-HSA-749476
NFIB	R-HSA-73980,R-HSA-74158,R-HSA-74160,R-HSA-749476
NFIC	R-HSA-73980,R-HSA-74158,R-HSA-74160,R-HSA-749476
NFIL3	R-HSA-400253
NFIX	R-HSA-73980,R-HSA-74158,R-HSA-74160,R-HSA-749476
NFKB1	R-HSA-1168372,R-HSA-1169091,R-HSA-1266738,R-HSA-1280215,R-HSA-1280218,R-HSA-1606322,R-HSA-162582,R-HSA-1643685,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168256,R-HSA-168643,R-HSA-168898,R-HSA-168928,R-HSA-1810476,R-HSA-181438,R-HSA-1834949,R-HSA-193639,R-HSA-193692,R-HSA-193704,R-HSA-202403,R-HSA-202424,R-HSA-209560,R-HSA-212436,R-HSA-2262752,R-HSA-2454202,R-HSA-2559582,R-HSA-2559583,R-HSA-2871837,R-HSA-3134963,R-HSA-3214841,R-HSA-3247509,R-HSA-381340,R-HSA-445989,R-HSA-446652,R-HSA-448424,R-HSA-448706,R-HSA-449147,R-HSA-450294,R-HSA-4839726,R-HSA-5260271,R-HSA-5602358,R-HSA-5603029,R-HSA-5607764,R-HSA-5621481,R-HSA-5621575,R-HSA-5660668,R-HSA-5663205,R-HSA-5684264,R-HSA-622312,R-HSA-6798695,R-HSA-73857,R-HSA-73887,R-HSA-74160,R-HSA-844456,R-HSA-8853884,R-HSA-8953897,R-HSA-9020702,R-HSA-933542,R-HSA-937061,R-HSA-9609646,R-HSA-9609690,R-HSA-9658195,R-HSA-9660826,R-HSA-9664424,R-HSA-975138,R-HSA-975155,R-HSA-975871,R-HSA-983705
NFKB2	R-HSA-1280215,R-HSA-1606322,R-HSA-1643685,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168256,R-HSA-168643,R-HSA-168898,R-HSA-168928,R-HSA-1810476,R-HSA-181438,R-HSA-1834949,R-HSA-2990846,R-HSA-3108232,R-HSA-3134963,R-HSA-3214841,R-HSA-3247509,R-HSA-392499,R-HSA-445989,R-HSA-446652,R-HSA-448706,R-HSA-449147,R-HSA-4755510,R-HSA-4839726,R-HSA-5260271,R-HSA-5602358,R-HSA-5603029,R-HSA-5607761,R-HSA-5607764,R-HSA-5621481,R-HSA-5663205,R-HSA-5668541,R-HSA-5676590,R-HSA-597592,R-HSA-622312,R-HSA-844456,R-HSA-9020702,R-HSA-933542,R-HSA-937061,R-HSA-9658195,R-HSA-9660826,R-HSA-9664424,R-HSA-975138,R-HSA-975155,R-HSA-975871
NFKBIA	R-HSA-1168372,R-HSA-1169091,R-HSA-1280215,R-HSA-1280218,R-HSA-1606322,R-HSA-162582,R-HSA-1643685,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168256,R-HSA-168898,R-HSA-168928,R-HSA-1810476,R-HSA-181438,R-HSA-1834949,R-HSA-193639,R-HSA-193704,R-HSA-202403,R-HSA-202424,R-HSA-209560,R-HSA-2454202,R-HSA-2871837,R-HSA-2990846,R-HSA-3108232,R-HSA-392499,R-HSA-445989,R-HSA-446652,R-HSA-449147,R-HSA-4755510,R-HSA-5260271,R-HSA-5602358,R-HSA-5603029,R-HSA-5607764,R-HSA-5621481,R-HSA-5688426,R-HSA-5689880,R-HSA-597592,R-HSA-73887,R-HSA-9020702,R-HSA-933542,R-HSA-937061,R-HSA-975138,R-HSA-975155,R-HSA-975871,R-HSA-983705
NFKBIB	R-HSA-1168372,R-HSA-1169091,R-HSA-1280215,R-HSA-1280218,R-HSA-1606322,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168256,R-HSA-168898,R-HSA-168928,R-HSA-1810476,R-HSA-181438,R-HSA-1834949,R-HSA-445989,R-HSA-446652,R-HSA-449147,R-HSA-9020702,R-HSA-933542,R-HSA-937061,R-HSA-975138,R-HSA-975155,R-HSA-975871,R-HSA-983705
NFKBIE	R-HSA-1168372,R-HSA-1169091,R-HSA-1280218,R-HSA-168256,R-HSA-983705
NFRKB	R-HSA-392499,R-HSA-5688426,R-HSA-5689603,R-HSA-5696394,R-HSA-5696398,R-HSA-5696399,R-HSA-597592,R-HSA-73894
NFS1	R-HSA-1362409,R-HSA-1430728,R-HSA-196849,R-HSA-196854,R-HSA-947581
NFYA	R-HSA-1430728,R-HSA-1430728,R-HSA-1655829,R-HSA-1655829,R-HSA-1989781,R-HSA-212436,R-HSA-2262752,R-HSA-2262752,R-HSA-2426168,R-HSA-2426168,R-HSA-380994,R-HSA-381033,R-HSA-381033,R-HSA-381042,R-HSA-381119,R-HSA-381119,R-HSA-381183,R-HSA-381183,R-HSA-400206,R-HSA-556833,R-HSA-556833,R-HSA-73857,R-HSA-74160,R-HSA-8953897,R-HSA-8953897,R-HSA-8957322,R-HSA-8957322,R-HSA-9614085,R-HSA-9614657
NFYB	R-HSA-1430728,R-HSA-1430728,R-HSA-1655829,R-HSA-1655829,R-HSA-1989781,R-HSA-212436,R-HSA-2262752,R-HSA-2262752,R-HSA-2426168,R-HSA-2426168,R-HSA-380994,R-HSA-381033,R-HSA-381033,R-HSA-381042,R-HSA-381119,R-HSA-381119,R-HSA-381183,R-HSA-381183,R-HSA-400206,R-HSA-556833,R-HSA-556833,R-HSA-73857,R-HSA-74160,R-HSA-8953897,R-HSA-8953897,R-HSA-8957322,R-HSA-8957322,R-HSA-9614085,R-HSA-9614657
NFYC	R-HSA-1430728,R-HSA-1430728,R-HSA-1655829,R-HSA-1655829,R-HSA-1989781,R-HSA-212436,R-HSA-2262752,R-HSA-2262752,R-HSA-2426168,R-HSA-2426168,R-HSA-380994,R-HSA-381033,R-HSA-381033,R-HSA-381042,R-HSA-381119,R-HSA-381119,R-HSA-381183,R-HSA-381183,R-HSA-400206,R-HSA-556833,R-HSA-556833,R-HSA-73857,R-HSA-74160,R-HSA-8953897,R-HSA-8953897,R-HSA-8957322,R-HSA-8957322,R-HSA-9614085,R-HSA-9614657
NGB	R-HSA-382551,R-HSA-8981607
NGEF	R-HSA-1266738,R-HSA-1266738,R-HSA-162582,R-HSA-193648,R-HSA-193704,R-HSA-194315,R-HSA-204998,R-HSA-2682334,R-HSA-2682334,R-HSA-372790,R-HSA-388396,R-HSA-3928663,R-HSA-3928663,R-HSA-416482,R-HSA-422475,R-HSA-422475,R-HSA-73887,R-HSA-8980692,R-HSA-9012999,R-HSA-9013148,R-HSA-9013149,R-HSA-9675108,R-HSA-9675108,R-HSA-9716542
NGF	R-HSA-162582,R-HSA-162582,R-HSA-166520,R-HSA-166520,R-HSA-167021,R-HSA-167044,R-HSA-167060,R-HSA-167060,R-HSA-169893,R-HSA-169893,R-HSA-170968,R-HSA-170968,R-HSA-170984,R-HSA-170984,R-HSA-177504,R-HSA-177504,R-HSA-187015,R-HSA-187015,R-HSA-187037,R-HSA-187037,R-HSA-187042,R-HSA-187042,R-HSA-187687,R-HSA-187687,R-HSA-187706,R-HSA-193639,R-HSA-193639,R-HSA-193648,R-HSA-193670,R-HSA-193681,R-HSA-193697,R-HSA-193704,R-HSA-193704,R-HSA-198203,R-HSA-198203,R-HSA-198745,R-HSA-204998,R-HSA-204998,R-HSA-205017,R-HSA-205025,R-HSA-205043,R-HSA-205043,R-HSA-209543,R-HSA-209543,R-HSA-209560,R-HSA-209563,R-HSA-73887,R-HSA-73887,R-HSA-9006934,R-HSA-9006934,R-HSA-9036866,R-HSA-9036866
NGFR	R-HSA-162582,R-HSA-162582,R-HSA-193634,R-HSA-193639,R-HSA-193639,R-HSA-193648,R-HSA-193670,R-HSA-193681,R-HSA-193692,R-HSA-193697,R-HSA-193704,R-HSA-193704,R-HSA-204998,R-HSA-204998,R-HSA-205017,R-HSA-205025,R-HSA-205043,R-HSA-205043,R-HSA-209543,R-HSA-209543,R-HSA-209560,R-HSA-209563,R-HSA-73887,R-HSA-73887
NGLY1	R-HSA-392499,R-HSA-446203,R-HSA-532668,R-HSA-597592
NHEJ1	R-HSA-5693532,R-HSA-5693571,R-HSA-73894
NHLRC1	R-HSA-1430728,R-HSA-1643685,R-HSA-3229121,R-HSA-3322077,R-HSA-3785653,R-HSA-5663084,R-HSA-5668914,R-HSA-71387,R-HSA-8982491
NHLRC2	R-HSA-109582,R-HSA-114608,R-HSA-76002,R-HSA-76005
NHLRC3	R-HSA-168249,R-HSA-168256,R-HSA-6798695
NHP2	R-HSA-157579,R-HSA-1640170,R-HSA-171319,R-HSA-180786,R-HSA-6790901,R-HSA-72312,R-HSA-73886,R-HSA-8868773,R-HSA-8953854
NHS	R-HSA-162582,R-HSA-194315,R-HSA-9012999,R-HSA-9013149,R-HSA-9013404,R-HSA-9013423,R-HSA-9716542
NICN1	R-HSA-392499,R-HSA-597592,R-HSA-8955332
NID1	R-HSA-1474228,R-HSA-1474228,R-HSA-1474244,R-HSA-1474244,R-HSA-3000157,R-HSA-3000157
NID2	R-HSA-1474244,R-HSA-1474244,R-HSA-3000157,R-HSA-3000157
NINL	R-HSA-1640170,R-HSA-1852241,R-HSA-2565942,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380287,R-HSA-380320,R-HSA-453274,R-HSA-5617833,R-HSA-5620912,R-HSA-68877,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-8854518
NIP7	R-HSA-6791226,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
NIPA1	R-HSA-382551,R-HSA-5223345
NIPA2	R-HSA-382551,R-HSA-5223345
NIPAL1	R-HSA-382551,R-HSA-5223345
NIPAL2	R-HSA-382551,R-HSA-5223345
NIPAL3	R-HSA-382551,R-HSA-5223345
NIPAL4	R-HSA-382551,R-HSA-5223345
NIPBL	R-HSA-1640170,R-HSA-2470946,R-HSA-68884,R-HSA-68886,R-HSA-69278
NIPSNAP2	R-HSA-162582,R-HSA-194315,R-HSA-9012999,R-HSA-9013407,R-HSA-9013409,R-HSA-9716542
NISCH	R-HSA-162582,R-HSA-194315,R-HSA-9012999,R-HSA-9013149,R-HSA-9696264,R-HSA-9696270,R-HSA-9716542
NIT2	R-HSA-168249,R-HSA-168256,R-HSA-6798695
NKIRAS1	R-HSA-1280215,R-HSA-1606322,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168256,R-HSA-168898,R-HSA-168928,R-HSA-1810476,R-HSA-181438,R-HSA-1834949,R-HSA-445989,R-HSA-446652,R-HSA-449147,R-HSA-9020702,R-HSA-933542,R-HSA-937061,R-HSA-975138,R-HSA-975155,R-HSA-975871
NKIRAS2	R-HSA-1280215,R-HSA-1606322,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168256,R-HSA-168898,R-HSA-168928,R-HSA-1810476,R-HSA-181438,R-HSA-1834949,R-HSA-445989,R-HSA-446652,R-HSA-449147,R-HSA-9020702,R-HSA-933542,R-HSA-937061,R-HSA-975138,R-HSA-975155,R-HSA-975871
NKX2-2	R-HSA-1266738,R-HSA-1266738,R-HSA-186712,R-HSA-186712,R-HSA-210745,R-HSA-210746
NKX2-5	R-HSA-2032785,R-HSA-212436,R-HSA-397014,R-HSA-5576891,R-HSA-5578768,R-HSA-73857,R-HSA-74160
NKX3-2	R-HSA-212436,R-HSA-73857,R-HSA-74160,R-HSA-8878166,R-HSA-8939902
NKX6-1	R-HSA-1266738,R-HSA-186712,R-HSA-210745,R-HSA-210747
NLGN1	R-HSA-112316,R-HSA-112316,R-HSA-6794361,R-HSA-6794361,R-HSA-6794362,R-HSA-6794362
NLGN2	R-HSA-112316,R-HSA-112316,R-HSA-6794361,R-HSA-6794361,R-HSA-6794362,R-HSA-6794362
NLGN3	R-HSA-112316,R-HSA-112316,R-HSA-6794361,R-HSA-6794361,R-HSA-6794362,R-HSA-6794362
NLGN4X	R-HSA-112316,R-HSA-112316,R-HSA-6794361,R-HSA-6794361,R-HSA-6794362,R-HSA-6794362
NLGN4Y	R-HSA-112316,R-HSA-112316,R-HSA-6794361,R-HSA-6794361,R-HSA-6794362,R-HSA-6794362
NLK	R-HSA-162582,R-HSA-195721,R-HSA-3858494,R-HSA-4086398
NLN	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-500792
NLRC3	R-HSA-168249,R-HSA-168256,R-HSA-1834941,R-HSA-1834949,R-HSA-3270619
NLRC4	R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-168643,R-HSA-168643,R-HSA-212436,R-HSA-3700989,R-HSA-5633008,R-HSA-622312,R-HSA-622312,R-HSA-6803207,R-HSA-73857,R-HSA-74160,R-HSA-844623,R-HSA-844623
NLRC5	R-HSA-168249,R-HSA-168256,R-HSA-168928,R-HSA-936440
NLRP1	R-HSA-168249,R-HSA-168256,R-HSA-168643,R-HSA-622312,R-HSA-844455
NLRP3	R-HSA-1643685,R-HSA-1643685,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-168643,R-HSA-168643,R-HSA-2262752,R-HSA-392499,R-HSA-5663205,R-HSA-5663205,R-HSA-5688426,R-HSA-5689901,R-HSA-597592,R-HSA-622312,R-HSA-622312,R-HSA-844456,R-HSA-844456,R-HSA-8953897,R-HSA-9658195,R-HSA-9658195,R-HSA-9660826,R-HSA-9660826,R-HSA-9664424,R-HSA-9664424,R-HSA-9707564,R-HSA-9711123
NLRP4	R-HSA-1606322,R-HSA-1606341,R-HSA-168249,R-HSA-168256,R-HSA-1834941,R-HSA-1834949,R-HSA-3134975,R-HSA-3270619
NLRX1	R-HSA-168249,R-HSA-168256,R-HSA-168928,R-HSA-936440
NMB	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-500792
NMBR	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-500792
NME1	R-HSA-1430728,R-HSA-15869,R-HSA-499943
NME1-NME2	R-HSA-1430728,R-HSA-15869,R-HSA-168249,R-HSA-168256,R-HSA-499943,R-HSA-6798695
NME2	R-HSA-1430728,R-HSA-15869,R-HSA-168249,R-HSA-168256,R-HSA-499943,R-HSA-6798695
NME3	R-HSA-1430728,R-HSA-15869,R-HSA-499943
NME4	R-HSA-1430728,R-HSA-15869,R-HSA-499943
NME7	R-HSA-1640170,R-HSA-380270,R-HSA-380287,R-HSA-380320,R-HSA-453274,R-HSA-68877,R-HSA-68886,R-HSA-69275,R-HSA-69278
NMNAT1	R-HSA-1430728,R-HSA-196807,R-HSA-196849,R-HSA-196854
NMNAT2	R-HSA-1430728,R-HSA-196807,R-HSA-196849,R-HSA-196854
NMNAT3	R-HSA-1430728,R-HSA-196807,R-HSA-196849,R-HSA-196854
NMRAL1	R-HSA-1430728,R-HSA-70635,R-HSA-71291
NMRK1	R-HSA-1430728,R-HSA-196807,R-HSA-196849,R-HSA-196854
NMRK2	R-HSA-1430728,R-HSA-196807,R-HSA-196849,R-HSA-196854
NMS	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-418594,R-HSA-500792
NMT1	R-HSA-109581,R-HSA-109606,R-HSA-162587,R-HSA-162599,R-HSA-162906,R-HSA-1643685,R-HSA-2187338,R-HSA-2514856,R-HSA-2514859,R-HSA-5357801,R-HSA-5663205,R-HSA-75108,R-HSA-9709957
NMT2	R-HSA-162587,R-HSA-162599,R-HSA-162906,R-HSA-1643685,R-HSA-174490,R-HSA-174495,R-HSA-175474,R-HSA-2187338,R-HSA-2514856,R-HSA-2514859,R-HSA-5663205,R-HSA-9709957
NMU	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-418594,R-HSA-500792
NMUR1	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-418594,R-HSA-500792
NMUR2	R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-418594,R-HSA-500792
NNMT	R-HSA-1430728,R-HSA-1430728,R-HSA-156580,R-HSA-156581,R-HSA-196807,R-HSA-196849,R-HSA-196854,R-HSA-197264,R-HSA-211859,R-HSA-2408508,R-HSA-2408522,R-HSA-71291
NNT	R-HSA-1428517,R-HSA-1430728,R-HSA-71403,R-HSA-71406
NOB1	R-HSA-6791226,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
NOC2L	R-HSA-212436,R-HSA-3700989,R-HSA-5633007,R-HSA-6804756,R-HSA-73857,R-HSA-74160
NOC4L	R-HSA-6790901,R-HSA-6791226,R-HSA-72312,R-HSA-72312,R-HSA-8868773,R-HSA-8868773,R-HSA-8953854,R-HSA-8953854
NOCT	R-HSA-1368108,R-HSA-400253
NOD1	R-HSA-1280215,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-168638,R-HSA-168638,R-HSA-168643,R-HSA-168643,R-HSA-168898,R-HSA-181438,R-HSA-392499,R-HSA-445989,R-HSA-446652,R-HSA-448424,R-HSA-449147,R-HSA-450294,R-HSA-450302,R-HSA-450321,R-HSA-5688426,R-HSA-5689896,R-HSA-597592,R-HSA-9020702,R-HSA-937061,R-HSA-975138,R-HSA-975155,R-HSA-975871
NOD2	R-HSA-1280215,R-HSA-166016,R-HSA-166058,R-HSA-166166,R-HSA-168138,R-HSA-168142,R-HSA-168164,R-HSA-168176,R-HSA-168179,R-HSA-168181,R-HSA-168188,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-168638,R-HSA-168638,R-HSA-168643,R-HSA-168643,R-HSA-168898,R-HSA-181438,R-HSA-392499,R-HSA-445989,R-HSA-446652,R-HSA-448424,R-HSA-449147,R-HSA-450294,R-HSA-450302,R-HSA-450321,R-HSA-5688426,R-HSA-5689896,R-HSA-597592,R-HSA-9020702,R-HSA-937061,R-HSA-975138,R-HSA-975155,R-HSA-975871
NODAL	R-HSA-1181150,R-HSA-1266738,R-HSA-1433617
NOG	R-HSA-162582,R-HSA-201451,R-HSA-9006936
NOL11	R-HSA-6790901,R-HSA-6791226,R-HSA-72312,R-HSA-72312,R-HSA-8868773,R-HSA-8868773,R-HSA-8953854,R-HSA-8953854
NOL12	R-HSA-6791226,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
NOL6	R-HSA-6790901,R-HSA-6791226,R-HSA-72312,R-HSA-72312,R-HSA-8868773,R-HSA-8868773,R-HSA-8953854,R-HSA-8953854
NOL9	R-HSA-6791226,R-HSA-72312,R-HSA-8868773,R-HSA-8953854
NOP10	R-HSA-157579,R-HSA-1640170,R-HSA-171319,R-HSA-180786,R-HSA-6790901,R-HSA-72312,R-HSA-73886,R-HSA-8868773,R-HSA-8953854
NOP14	R-HSA-6790901,R-HSA-6791226,R-HSA-72312,R-HSA-72312,R-HSA-8868773,R-HSA-8868773,R-HSA-8953854,R-HSA-8953854
NOP2	R-HSA-212436,R-HSA-6790901,R-HSA-72312,R-HSA-73857,R-HSA-74160,R-HSA-8864260,R-HSA-8868773,R-HSA-8869496,R-HSA-8953854
NOP56	R-HSA-390466,R-HSA-390471,R-HSA-391251,R-HSA-392499,R-HSA-6790901,R-HSA-6791226,R-HSA-72312,R-HSA-72312,R-HSA-8868773,R-HSA-8868773,R-HSA-8953854,R-HSA-8953854
NOP58	R-HSA-2990846,R-HSA-3108232,R-HSA-392499,R-HSA-4570464,R-HSA-597592,R-HSA-6790901,R-HSA-6791226,R-HSA-72312,R-HSA-72312,R-HSA-8868773,R-HSA-8868773,R-HSA-8953854,R-HSA-8953854
NOS1	R-HSA-109582,R-HSA-1222556,R-HSA-168249,R-HSA-168256,R-HSA-392154,R-HSA-397014,R-HSA-418346,R-HSA-5576891,R-HSA-5578775
NOS2	R-HSA-109582,R-HSA-1222556,R-HSA-1280215,R-HSA-1643685,R-HSA-168249,R-HSA-168256,R-HSA-392154,R-HSA-418346,R-HSA-449147,R-HSA-5663205,R-HSA-6785807,R-HSA-9033241,R-HSA-9033241,R-HSA-9609507,R-HSA-9609507,R-HSA-9635486,R-HSA-9636249,R-HSA-9637687,R-HSA-9637690
NOS3	R-HSA-109582,R-HSA-1222556,R-HSA-1430728,R-HSA-1474151,R-HSA-162582,R-HSA-168249,R-HSA-168256,R-HSA-194138,R-HSA-196854,R-HSA-202131,R-HSA-203615,R-HSA-203641,R-HSA-203754,R-HSA-392154,R-HSA-418346,R-HSA-4420097,R-HSA-5218920,R-HSA-8939211,R-HSA-8978934,R-HSA-9006931,R-HSA-9006934,R-HSA-9009391
NOSIP	R-HSA-1430728,R-HSA-202131,R-HSA-203754
NOSTRIN	R-HSA-1430728,R-HSA-202131,R-HSA-203641
