	Genes
R-HSA-8856688	TMED7-TICAM2,KIF20A,ACTR1A,TUBA1B,TUBB3,TUBB4A,TUBB4B,DCTN2,CENPE,DCTN6,KIF1C,KDELR1,TMED2,TMED10,KIF2C,KDELR2,KDELR3,KIF3A,DCTN3,TUBA3E,COPE,KIF12,TUBA3D,KIF19,COPA,COPB1,DYNLL2,KIF18B,KLC3,DCTN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI2,KIF6,COPZ1,COPG1,KIFAP3,RAB3GAP1,RAB18,KIF21B,KIF1B,BICD2,KIF13B,TMED3,KIF4A,RAB3GAP2,GALNT1,GALNT2,KIF26A,ARFGAP3,COPG2,KIF4B,RACGAP1,TUBB8,TUBB2B,ARCN1,ARF1,ARF3,ARF4,KIF2A,KIF3C,KIF5A,KIF5B,ARF5,KLC1,KIF11,KIFC1,KIF25,KIF22,NSF,PAFAH1B1,PAFAH1B2,PAFAH1B3,TMED7,DYNC1LI1,DCTN4,COPZ2,RAB6B,NBAS,TUBA8,PLA2G4A,STX18,KIF1A,TMED9,KIF26B,KIF27,KIF21A,KIF16B,ARFGAP1,USE1,ACTR10,AGPAT3,KIF15,RAB1A,RAB6A,RINT1,BICD1,NAPB,KIF9,KLC2,BNIP1,SURF4,TUBA4A,TUBA3C,TUBB2A,TUBA1A,TUBAL3,TUBB1,RAB1B,KIF18A,CAPZA1,CAPZA2,CAPZB,PLA2G6,ARFGAP2,DCTN5,TUBB6,KIF2B,TUBA1C,DYNLL1,GBF1,NAPG,NAPA,KLC4,KIFC2,ZW10,COPB2,CAPZA3,KIF3B,KIF23,SEC22B,KIF20B
R-HSA-8856825	STAM2,TGOLN2,CFTR,COPS8,COPS6,COPS5,STON1,CHRM2,FCHO2,AP2M1,AP2S1,CLTA,CLTB,CLTC,SYT2,SYT9,ADRB2,GRK2,GRK3,AP2A1,DAB2,AP2A2,AP2B1,HBEGF,AGTR1,DVL2,TOR1A,EGF,EGFR,EPS15,EREG,AAK1,EPN2,FCHO1,SYT11,EPGN,NECAP1,LDLRAP1,TOR1B,STON1-GTF2A1L,GPS1,GRB2,EPN1,UBQLN2,UBQLN1,SLC2A8,SH3KBP1,AGFG1,APOB,IGF2R,IL7R,AREG,LDLR,LRP2,M6PR,ARRB1,ARRB2,NEDD8,ITSN2,COPS7A,COPS4,AVP,AVPR2,NECAP2,EPS15L1,RPS27A,ITSN1,SH3GL1,SH3GL2,SH3GL3,COPS7B,SLC18A3,VAMP2,VAMP7,BTC,SYT1,TACR1,TF,TFRC,TGFA,UBA52,UBB,UBC,WNT5A,STAM,CLTCL1,PICALM,FZD4,SGIP1,REPS1,COPS3,STON2,CBL,VAMP8,VAMP4,SYT8,HGS,CD3D,CD3G,REPS2,CD4,COPS2,VAMP3,SCARB2,KIAA0319,SNAP91
R-HSA-8856828	ARPC5,ARPC4,ARPC3,ACTR3,ACTR2,ARPC2,STAM2,ARPC1A,TGOLN2,CFTR,COPS8,COPS6,COPS5,STON1,PACSIN2,SNX18,CHRM2,FCHO2,AP2M1,AP2S1,CLTA,CLTB,CLTC,SYT2,SYT9,ADRB2,GRK2,GRK3,AP2A1,DAB2,AP2A2,AP2B1,DNM1,DNM2,HBEGF,AGTR1,DVL2,TOR1A,EGF,EGFR,CTTN,EPS15,EREG,AAK1,EPN2,FNBP1,FCHO1,SYT11,PIP5K1C,EPGN,GAK,NECAP1,DNM3,LDLRAP1,GAPVD1,AMPH,TOR1B,BIN1,STON1-GTF2A1L,GPS1,GRB2,PACSIN3,EPN1,UBQLN2,UBQLN1,SLC2A8,PACSIN1,SH3KBP1,HIP1,AGFG1,HSPA8,APOB,IGF2R,IL7R,AREG,ARF6,LDLR,LRP2,M6PR,ARRB1,ARRB2,NEDD8,OCRL,ITSN2,COPS7A,COPS4,SNX9,PIK3C2A,FNBP1L,AVP,AVPR2,NECAP2,ARFGAP1,EPS15L1,RAB5A,RAB5B,RAB5C,ACTB,RPS27A,ITSN1,SH3GL1,SH3GL2,SH3GL3,COPS7B,SLC18A3,VAMP2,VAMP7,BTC,SYT1,TACR1,TF,TFRC,TGFA,ACTG1,UBA52,UBB,UBC,WNT5A,STAM,CLTCL1,PICALM,FZD4,SGIP1,REPS1,COPS3,STON2,CBL,VAMP8,VAMP4,SYNJ1,SYNJ2,WASL,SYT8,HIP1R,HGS,CD3D,CD3G,REPS2,CD4,COPS2,TRIP10,VAMP3,SCARB2,DNAJC6,KIAA0319,SNAP91
R-HSA-8857538	GPNMB,LRRK2,HBEGF,EGFR,HIF1A,PTK6
R-HSA-8862803	BCL2L11,CDK5,CDK5,FOXO3,FOXO3,GOLGA2,APP,FASLG,JUN,LMNA,LMNB1,PRDX1,SOD2,PRDX2,YWHAE,CAPN1,CAPN1,CAPN2,CAPN2,CAPNS1,CAPNS1,CAST,CAST,CAPNS2,CAPNS2,CDK5R1,CDK5R1,CDC25A,CDC25B,CDC25C
R-HSA-8863678	BCL2L11,CDK5,CDK5,FOXO3,FOXO3,GOLGA2,APP,FASLG,JUN,LMNA,LMNB1,PRDX1,SOD2,PRDX2,YWHAE,CAPN1,CAPN1,CAPN2,CAPN2,CAPNS1,CAPNS1,CAST,CAST,CAPNS2,CAPNS2,CDK5R1,CDK5R1,CDC25A,CDC25B,CDC25C
R-HSA-8863795	AKT3,RNF41,STUB1,NRG3,CDC37,NRG4,HBEGF,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,AKT1,AKT2,PTPN18,NRG1,HSP90AA1,MATK,ERBIN,PTPN12,RPS27A,BTC,UBA52,UBB,UBC,CUL5,USP8,NRG2
R-HSA-8864260	CDKN1A,CITED2,KDM5B,CGA,CGB3,CREBBP,CITED4,EGFR,EP300,ERBB2,ESR1,KCTD1,ATAD2,HSPD1,TFAP2E,TFAP2E,APOE,KIT,CITED1,MYBL2,MYC,NOP2,NPM1,WWOX,PITX2,TFAP2A,TFAP2A,TFAP2B,TFAP2B,TFAP2C,TFAP2C,TGFA,UBE2I,UBE2I,SUMO1,SUMO1,VEGFA,YY1,KCTD15,DEK,YEATS4,TFAP2D,TFAP2D,CGB5,CGB8
R-HSA-8865999	GAB1,GRB2,HGF,MET,PTPN11
R-HSA-8866376	DAB1,FYN,SH3KBP1,RELN,VLDLR
R-HSA-8866423	APOB,APOC1,APOC4,MTTP,P4HB
R-HSA-8866427	NR1H3,AP2M1,AP2S1,CLTA,CLTC,AP2A1,AP2A2,AP2B1,PCSK9,MYLIP,NR1H2,VLDLR
R-HSA-8866652	UBE2E3,UBE2C,UBE2S,UBE2T,UBE2K,UBE2R2,UBA6,UBA6,UBE2W,RPS27A,RPS27A,UBE2Z,UBA52,UBA52,UBB,UBB,UBC,UBC,UBA1,UBE2A,UBE2B,UBE2D1,UBE2D2,UBE2E1,UBE2G1,UBE2G2,UBE2H,UBE2L3,UCHL3,USP7,USP5,USP9X,OTULIN,UBE2Q2,CDC34
R-HSA-8866654	RRAGA,UBE2J2,LEO1,RNF152,RTF1,H2BC1,SHPRH,H2BC5,H2BC3,HLA-A,PCNA,RNF181,WAC,PEX10,PEX12,PEX13,PEX14,PAF1,SELENOS,PRKDC,RNF20,RAD18,PEX2,PEX5,RPS27A,HLTF,UBA52,UBB,UBC,UBE2A,UBE2B,UBE2D1,UBE2D2,UBE2D3,UBE2E1,UBE2L3,UBE2N,UBE2V2,VCP,DERL1,CDC73,WDR61,H2BC8,H2BC13,H2BC15,H2BC14,H2BC7,H2BC6,H2BC9,H2BC10,H2BC4,H2BC17,H2BC12,BCL10,H2BC11,TMEM129,CTR9,RNF144A,RNF40
R-HSA-8866904	KCTD1,TFAP2E,TFAP2E,WWOX,TFAP2A,TFAP2A,TFAP2B,TFAP2B,TFAP2C,TFAP2C,UBE2I,UBE2I,SUMO1,SUMO1,KCTD15,TFAP2D,TFAP2D
R-HSA-8866906	CITED2,PITX2,TFAP2A,TFAP2C
R-HSA-8866907	CITED2,CREBBP,CITED4,EP300,TFAP2E,CITED1,WWOX,TFAP2A,TFAP2B,TFAP2C,YEATS4,TFAP2D
R-HSA-8866910	CGA,CGB3,EGFR,ERBB2,ESR1,ATAD2,KIT,TFAP2A,TFAP2B,TFAP2C,TGFA,VEGFA,YY1,CGB5,CGB8
R-HSA-8866911	CDKN1A,KDM5B,MYC,TFAP2A,TFAP2C
R-HSA-8868766	MTERF4,MRM2,HSD17B10,NSUN4,TFB1M,TRMT10C,MRM3,ELAC2,MRM1,PRORP
R-HSA-8868773	RNA45SN5,RNA45SN5,RCL1,RCL1,MPHOSPH10,MPHOSPH10,MPHOSPH6,TPTEP2-CSNK1E,EMG1,EMG1,C1D,NOP56,NOP56,RPP30,RPP38,TBL3,TBL3,RPP40,UTP14A,UTP14A,WDR3,WDR3,EBNA1BP2,DDX52,DDX52,RPP14,KRR1,KRR1,RPL35,EXOSC8,BUD23,TSR3,RPL39L,FTSJ3,EXOSC6,WDR36,WDR36,RPS4Y2,RPL10L,CSNK1D,CSNK1E,DKC1,RPL22L1,FBL,FBL,XRN2,DIS3,PDCD11,PDCD11,EXOSC7,WDR43,WDR43,BOP1,EXOSC2,PES1,MTREX,RPL13A,RPL36,DCAF13,DCAF13,NOL11,NOL11,SENP3,GNL3,UTP25,UTP25,PELP1,DIMT1,UTP20,UTP20,RRP7A,RRP7A,NOB1,RPSA,NCL,RPL10A,SNU13,SNU13,NOP2,EXOSC3,EXOSC1,RPS27L,FCF1,FCF1,UTP18,UTP18,UTP11,UTP11,RPL26L1,DDX47,DDX47,NIP7,TRMT112,NOP58,NOP58,EXOSC9,EXOSC10,GAR1,EXOSC4,DDX49,DDX49,TEX10,RPP25,HEATR1,HEATR1,RBM28,NAT10,IMP3,IMP3,NOP10,THUMPD1,NHP2,TSR1,WDR12,RIOK2,UTP6,UTP6,PNO1,EXOSC5,UTP3,UTP3,WDR18,DHX37,DHX37,PWP2,PWP2,RPL3,RPL3L,RPL4,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPL10,RPL11,RPL12,RPL13,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL23A,RPL24,RPL26,RPL27,RPL30,RPL27A,RPL28,RPL29,RPL31,RPL32,RPL34,RPL35A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL41,RPL36A,RPLP0,RPLP1,RPLP2,RPS2,RPS2,RPS3,RPS3A,RPS4X,RPS4Y1,RPS5,RPS6,RPS6,RPS7,RPS7,RPS8,RPS9,RPS9,RPS10,RPS11,RPS12,RPS13,RPS14,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS28,RPS29,NOL6,NOL6,BYSL,UBA52,NOC4L,NOC4L,NOL12,NOL9,RPP21,ISG20L2,LAS1L,RIOK1,WDR75,WDR75,UTP15,UTP15,UTP4,UTP4,LTV1,RRP1,NOP14,NOP14,RIOK3,RRP36,RRP36,RPL14,ERI1,RRP9,RRP9,DDX21,WDR46,WDR46,IMP4,IMP4,RPL23,UTP14C,UTP14C,BMS1,BMS1
R-HSA-8869496	HSPD1,MYBL2,NOP2,NPM1,TFAP2A
R-HSA-8873719	RAB10,RAB40B,RAB32,RAB35,RAB31,CHM,CHML,RAB42,RAB3C,RAB39B,RAB40A,RAB12,RAB18,RAB21,RAB38,RAB26,RAB30,RAB37,RAB7B,RAB43,RAB41,RAB15,RAB44,RAB19,RAB8A,RAB9B,RAB14,RAB6B,RAB23,RAB8B,RAB4B,RAB24,RAB39A,RAB20,RAB25,RAB22A,RAB40C,RAB1A,RAB2A,RAB3A,RAB3B,RAB4A,RAB5A,RAB5B,RAB6A,RAB13,RAB27A,RAB27B,RABGGTA,RABGGTB,RAB5C,RAB17,RAB7A,PTP4A2,RAB1B,RAB33B,RAB34,RAB2B,RAB11A,RAB29,RAB11B,RAB33A,RAB9A,RAB3D,RAB36
R-HSA-8874081	LAMC3,COL1A1,COL1A2,COL2A1,COL3A1,COL5A1,COL5A2,COL11A1,COL11A2,FN1,COL24A1,LAMA1,HGF,ITGA2,ITGA3,ITGB1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,MET,COL5A3,PTK2,SRC,COL27A1
R-HSA-8874211	CREB3,CREB3,CREB3L4,CREBRF,MBTPS2,MBTPS2,CREB3L2,DCSTAMP,CREB3L3,MBTPS1,MBTPS1,CREB3L1
R-HSA-8875360	STAM2,EPS15,GRB2,GRB2,SH3KBP1,MET,MET,RPS27A,RPS27A,SH3GL1,SH3GL2,SH3GL3,UBA52,UBA52,UBB,UBB,UBC,UBC,STAM,CBL,CBL,HGS
R-HSA-8875513	HGF,ITGB1,MET,TNS3,TNS4
R-HSA-8875555	CRK,CRKL,GAB1,GRB2,RAPGEF1,HGF,MET,RAC1,RAP1A,RAP1B,DOCK7
R-HSA-8875656	CRK,CRKL,GGA3,GAB1,GRB2,HGF,ARF6,MET,RAB4B,RAB4A
R-HSA-8875791	HGF,MET,STAT3,STAT3
R-HSA-8875878	LAMC3,COL1A1,COL1A2,COL2A1,COL3A1,COL5A1,COL5A2,COL11A1,COL11A2,CRK,CRKL,FN1,GAB1,COL24A1,LAMA1,GRB2,RAPGEF1,HGF,ITGA2,ITGA3,ITGB1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,MET,COL5A3,PTK2,RAC1,RAP1A,RAP1B,TNS3,SRC,TNS4,COL27A1,DOCK7
R-HSA-8876198	AKT3,DENND4A,RAB10,RAB32,RAB35,RAB31,CHM,CHML,RAB39B,RAB3IP,TRAPPC6B,TRAPPC5,RINL,DENND5B,DENND2C,DENND1B,RAB12,DENND6A,AKT1,AKT2,CCZ1B,TRAPPC8,MON1B,DENND3,RAB3GAP1,RAB18,RAB21,DENND5A,RAB38,RAB3GAP2,ALS2CL,GAPVD1,GDI1,GDI2,TRAPPC3,DENND2A,RABGEF1,HPS1,RAB7B,DENND6B,RAB8A,TRAPPC12,RAB9B,TRAPPC4,RAB14,RAB6B,CCZ1,TRAPPC2L,RAB8B,RIN2,RAB39A,DENND4C,RIC1,ALS2,DENND1A,TRAPPC1,RAB1A,RAB3A,RAB3IL1,RAB5A,RAB5B,RAB6A,RAB13,RAB27A,RAB27B,RAB5C,TRAPPC11,SBF1,TRAPPC2,DENND2B,TRAPPC10,YWHAE,RAB7A,TRAPPC6A,RIN3,DENND1C,DENND2D,TRAPPC13,SBF2,RAB1B,TRAPPC9,ANKRD27,ULK1,MON1A,MADD,HPS4,RAB9A,RIN1,RGP1,DENND4B
R-HSA-8876384	STAM2,CTNNB1,CTNND1,EPS15,GRB2,GRB2,SH3KBP1,MET,MET,RPS27A,RPS27A,SH3GL1,SH3GL2,SH3GL3,SRC,UBA52,UBA52,UBB,UBB,UBC,UBC,CBLL1,STAM,CBL,CBL,HGS,CDH1
R-HSA-8876493	CTNNB1,CTNND1,RPS27A,SRC,UBA52,UBB,UBC,CBLL1,CDH1
R-HSA-8876725	PRMT3,METTL21A,EEF1A1,EEF2,EEF2KMT,ETFB,EEF1AKMT1,KIN,ETFBKMT,HSPA8,EEF1AKMT2,RPS2,VCP,METTL22,VCPKMT,CAMKMT,CALM1,CALM2,CALM3
R-HSA-8877330	CR1,CTLA4,IFNG,IL2,IL2RA,NFATC2,FOXP3,RUNX1,CBFB,TNFRSF18
R-HSA-8877627	TTPA
R-HSA-8878159	BCL2L11,MAMLD1,MAMLD1,PSME3,PSMD14,CDKN1A,CDKN2A,YAP1,CREBBP,CREBBP,CCN2,CTNNB1,JAG1,EP300,EP300,SNW1,SNW1,FOXO3,WWTR1,KAT2A,KAT2A,HES1,HES1,RBPJ,RBPJ,ITGA4,ITGAL,KRAS,SMAD3,SMAD4,MDM2,MYC,ZFHX3,NOTCH1,NOTCH1,LEF1,MAML3,MAML3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,SMURF1,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,CCND1,BRD2,RORC,RPS27A,SMURF2,SPP1,SRC,TCF7,TCF7L2,TEAD1,TEAD4,TEAD3,TGFB1,TP53,UBA52,UBB,UBC,SEM1,TCF7L1,MAML2,MAML2,TEAD2,RUNX1,RUNX3,RUNX3,CBFB,CBFB,KAT2B,KAT2B,PSMF1,HDAC4,MAML1,MAML1,PSMD6
R-HSA-8878166	AKT3,HDAC6,HDAC6,RBM14-RBM4,CDK4,PSME3,PSME3,PSMD14,PSMD14,CDKN1A,STUB1,YAP1,RBM14,PPARGC1A,PPARGC1A,WWP1,TWIST2,SP7,PSMB11,COL1A1,PPARGC1B,PPARGC1B,PSMA8,DLX5,DLX6,AKT1,AKT2,ESR1,ESR1,ESRRA,ESRRA,UCMA,PSME4,SATB2,HEY1,HEY2,ABL1,ZNF521,WWTR1,GLI2,GLI3,NR3C1,GSK3B,HES1,IHH,AR,AR,ITGA5,LGALS3,SMAD1,SMAD4,SMAD6,MAF,MMP13,MSX2,FBXW7,MAPK1,MAPK3,PSMA1,PSMA1,PSMA2,PSMA2,PSMA3,PSMA3,PSMA4,PSMA4,PSMA5,PSMA5,PSMA6,PSMA6,PSMA7,PSMA7,PSMB1,PSMB1,PSMB2,PSMB2,PSMB3,PSMB3,PSMB4,PSMB4,PSMB5,PSMB5,PSMB6,PSMB6,PSMB7,PSMB7,PSMB8,PSMB8,PSMB9,PSMB9,PSMB10,PSMB10,PSMC1,PSMC1,PSMC2,PSMC2,PSMC3,PSMC3,PSMC4,PSMC4,PSMC5,PSMC5,PSMC6,PSMC6,PSMD1,PSMD1,PSMD2,PSMD2,PSMD3,PSMD3,PSMD4,PSMD4,PSMD5,PSMD5,PSMD7,PSMD7,PSMD8,PSMD8,PSMD9,PSMD9,SMURF1,SMURF1,PSMD10,PSMD10,PSMD11,PSMD11,PSMD12,PSMD12,PSMD13,PSMD13,PSME1,PSME1,PSME2,PSME2,NKX3-2,BAX,RB1,HIVEP3,CCND1,RPS27A,RPS27A,BGLAP,BMP2,BMP2,SKP1,SKP1,SKP2,SOX9,SRC,STAT1,TWIST1,TWIST1,UBA52,UBA52,UBB,UBB,UBC,UBC,YES1,SEM1,SEM1,CUL1,CUL1,PPM1D,RUNX2,RUNX2,RUNX1,CBFB,CBFB,HDAC3,CCNB1,ITGBL1,HAND2,PSMF1,PSMF1,HDAC4,CDK1,PSMD6,PSMD6,RBX1,RBX1
R-HSA-8878171	OCLN,COMMD3-BMI1,YAF2,PSME3,CDK6,PSMD14,CDK7,LOC102724334,LOC102724334,MYL9,YAP1,WDR5,H4-16,H4-16,PSMB11,SOCS4,H3C14,H3C14,H2BU1,H2BU1,CR1,CREBBP,PSMA8,CSF2,CSNK2A1,CSNK2A2,CSNK2B,CTLA4,CTSK,CTSL,CTSV,ZFPM1,PHC1,PHC2,AGO3,AGO4,ARID2,ELF1,ELF2,KCTD6,EP300,ESR1,SCMH1,SETD1B,TNRC6B,PSME4,SIN3B,RYBP,CBX6,ABL1,H2BC1,H2BC1,SIN3A,AUTS2,GATA1,GATA2,GATA3,AGO1,AGO2,TNRC6A,GP1BA,HIPK2,H2AC8,H2AC8,H2AC7,H2AC7,H2AX,H2AX,H2AZ1,H2AZ1,H2BC5,H2BC5,H2BC3,H2BC3,H3-3A,H3-3A,H3-3B,H3-3B,HDAC1,PRMT1,H3C15,H3C15,IFNG,IL2,IL2RA,IL3,ITGA2B,LGALS3,LIFR,LMO1,LMO2,KMT2A,KMT2A,MNAT1,MOV10,MYB,H2AB1,H2AB1,NFATC2,NFE2,PAX5,FOXP3,ACTL6B,PF4,SERPINB13,PML,PRMT6,PBRM1,H4C15,H4C15,H2AJ,H2AJ,PRKCB,PRKCQ,KMT2E,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,CBX8,ARID1B,GPAM,TNRC6C,PTPN11,KMT2C,RBBP5,CCND1,RING1,RNF2,RPS27A,BLK,BMI1,H3C13,H3C13,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCD3,SMARCE1,SPI1,SRC,TAL1,TCF3,TCF12,THBS1,TJP1,CLDN5,TP73,H2AC19,H2AC19,UBA52,UBB,UBC,SEM1,PHC3,NR4A3,KMT2D,ARID1A,H4C9,H4C9,AXIN1,H2AC14,H2AC14,H2AC6,H2AC6,H2AC4,H2AC4,H2AC18,H2AC18,H2AC20,H2AC20,H2BC8,H2BC8,H2BC13,H2BC13,H2BC15,H2BC15,H2BC14,H2BC14,H2BC7,H2BC7,H2BC6,H2BC6,H2BC9,H2BC9,H2BC10,H2BC10,H2BC4,H2BC4,H2BC17,H2BC17,H2BC21,H2BC21,H3C1,H3C1,H3C4,H3C4,H3C3,H3C3,H3C6,H3C6,H3C11,H3C11,H3C8,H3C8,H3C12,H3C12,H3C10,H3C10,H3C2,H3C2,H4C1,H4C1,H4C4,H4C4,H4C6,H4C6,H4C12,H4C12,H4C11,H4C11,H4C3,H4C3,H4C8,H4C8,H4C2,H4C2,H4C5,H4C5,H4C13,H4C13,H4C14,H4C14,ITCH,PCGF5,DPY30,CBX2,RSPO3,H2BC12,H2BC12,CBX4,ACTL6A,RUNX2,RUNX1,RUNX1,CBFB,CBFB,TNFRSF18,KAT2B,LDB1,CCND2,CCND3,H3C7,H3C7,H2BC11,H2BC11,CCNH,SOCS3,ASH2L,H2AZ2,H2AZ2,PSMF1,SETD1A,KMT2B,PSMD6
R-HSA-888568	GAD1,GAD2
R-HSA-888590	CPLX1,SLC32A1,ABAT,RIMS1,GAD1,GAD2,HSPA8,RAB3A,SLC6A1,SLC6A11,SLC6A12,SLC6A13,SNAP25,STX1A,STXBP1,VAMP2,SYT1,ALDH5A1,DNAJC5
R-HSA-888593	SLC6A1,SLC6A11,SLC6A12,SLC6A13
R-HSA-8931987	KCTD6,ESR1,GPAM,AXIN1,RUNX1,CBFB
R-HSA-8932339	PSME3,PSMD14,PSMB11,PSMA8,CSNK2A1,CSNK2A2,CSNK2B,PSME4,NFE2L2,NFE2L2,PRKCD,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,RPS27A,UBA52,UBB,UBC,SEM1,CUL3,CUL3,PSMF1,KEAP1,KEAP1,PSMD6,RBX1,RBX1
R-HSA-8934593	CDK6,AGO3,AGO4,TNRC6B,AGO1,AGO2,TNRC6A,MOV10,PML,TNRC6C,PTPN11,CCND1,SRC,RUNX1,RUNX1,CBFB,CCND2,CCND3
R-HSA-8934903	FUNDC1,CSNK2A1,CSNK2A2,CSNK2B,PGAM5,SRC,MAP1LC3B,ULK1,MAP1LC3A,ATG12,ATG5
R-HSA-8935690	CHIT1,TREH,PNLIPRP3,CLPS,ALPI,CHIA,AMY1A,AMY1B,AMY1C,AMY2A,AMY2B,GUCA2A,GUCA2B,GUCY2C,LCT,PNLIP,PNLIPRP1,PNLIPRP2,SI,LIPF,PIR,MGAM
R-HSA-8935964	OCLN,TJP1,CLDN5,RUNX1,CBFB
R-HSA-8936459	LOC102724334,MYL9,WDR5,H4-16,H3C14,H2BU1,ZFPM1,AGO3,AGO4,EP300,SETD1B,TNRC6B,SIN3B,H2BC1,SIN3A,GATA1,AGO1,TNRC6A,GP1BA,H2AC8,H2AC7,H2AX,H2AZ1,H2BC5,H2BC3,H3-3A,H3-3B,HDAC1,PRMT1,H3C15,ITGA2B,KMT2A,MOV10,H2AB1,NFE2,PF4,PRMT6,H4C15,H2AJ,PRKCQ,KMT2E,TNRC6C,KMT2C,RBBP5,H3C13,THBS1,H2AC19,NR4A3,KMT2D,H4C9,H2AC14,H2AC6,H2AC4,H2AC18,H2AC20,H2BC8,H2BC13,H2BC15,H2BC14,H2BC7,H2BC6,H2BC9,H2BC10,H2BC4,H2BC17,H2BC21,H3C1,H3C4,H3C3,H3C6,H3C11,H3C8,H3C12,H3C10,H3C2,H4C1,H4C4,H4C6,H4C12,H4C11,H4C3,H4C8,H4C2,H4C5,H4C13,H4C14,DPY30,H2BC12,RUNX1,CBFB,KAT2B,H3C7,H2BC11,ASH2L,H2AZ2,SETD1A,KMT2B
R-HSA-8937144	PTGES3,AHR,HSP90AB1,ARNT,AHRR,AIP,ARNT2
