	Genes
R-HSA-75157	FAS,FASLG,CASP8,CASP10,FADD
R-HSA-75158	CASP8,CASP10,TNFSF10,FADD,TNFRSF10D,TNFRSF10B,TNFRSF10A,CFLAR
R-HSA-75205	ANXA2,HRG,SERPINE1,SERPINB2,SERPINB6,SERPINE2,SERPINB8,PLAT,PLAU,PLAUR,PLG,SERPINF2,S100A10
R-HSA-75815	CDK4,CDK4,PSME3,PSMD14,PSMB11,PSMA8,PSME4,GSK3B,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,CCND1,CCND1,RPS27A,UBA52,UBB,UBC,SEM1,PSMF1,PSMD6
R-HSA-75876	SLC27A3,ACSF3,HACD2,ACSL1,ACSL3,ACSL4,ACSBG1,ACSL6,TECRL,HSD17B3,HACD4,HSD17B12,HACD3,ACSL5,ELOVL2,ELOVL5,ELOVL1,ELOVL1,ELOVL4,ELOVL6,ELOVL7,ACSBG2,ELOVL3,HACD1,TECR
R-HSA-75892	COL1A1,COL1A1,COL1A2,COL1A2,FCER1G,FYN,GP1BA,GP1BB,GP5,GP9,ITGA1,ITGA2,ITGB1,LYN,GP6,VWF,ITGA10
R-HSA-75893	RACK1,TAB1,RBCK1,CHUK,CYLD,TAB2,TAB3,CLIP3,USP21,BIRC2,BIRC3,XIAP,IKBKB,RNF31,SMPD3,SPPL2B,OTUD7B,RPS27A,SMPD2,ADAM17,MAP3K7,TNF,TNFAIP3,TNFRSF1A,TRAF1,TRAF2,UBA52,UBB,UBC,USP4,SHARPIN,CASP8,NSMAF,SPPL2A,IKBKG,MADD,TRADD,RIPK1,FADD,CFLAR,TAX1BP1,OTULIN,USP2,BAG4
R-HSA-75896	DHRS7B,GNPAT,AGPS
R-HSA-75944	POLRMT,TFB2M,TFAM,MTERF1
R-HSA-75953	CDK7,TAF1L,ERCC2,ERCC3,GTF2A1,GTF2A2,GTF2B,GTF2E1,GTF2E2,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,TAF9B,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,TAF7L,TAF1,TAF2,TAF4,TAF4B,TAF5,TAF6,TAF7,TAF9,TAF10,TAF11,TAF12,TAF13,TBP,TAF15,TAF3,CCNH
R-HSA-75955	ELOA3DP,CDK7,CDK9,SUPT16H,LEO1,ELOA3P,ERCC2,ERCC3,NCBP2,RTF1,NELFB,AFF4,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MLLT1,MLLT3,MNAT1,NCBP1,ELOA2,NELFCD,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,PAF1,IWS1,EAF2,SSRP1,SUPT4H1,SUPT5H,SUPT6H,TCEA1,ELOC,ELOB,ELOA,ELOA3BP,NELFA,NELFE,CDC73,WDR61,ELL,EAF1,CCNK,CCNH,CCNT1,CCNT2,CTDP1,CTR9
R-HSA-76002	A1BG,RASGRP1,RASGRP1,LHFPL2,RASGRP2,RASGRP2,ABCC4,RAPGEF3,FAM3C,VAV3,VAV3,CAP1,VTI1B,PDPN,GNA13,GNA13,GNB5,GNB5,CFL1,MAGED2,RAPGEF4,MGLL,CLU,SERPINA3,COL1A1,COL1A2,CD109,DGKK,APOOL,CRK,AAMP,MAPK14,CSK,PIK3R6,ADRA2A,ADRA2B,ADRA2C,CTSW,DGKA,DGKB,DGKG,DGKH,DGKQ,CFD,ECM1,EGF,AHSG,A2M,AKT1,ALB,F2,F2R,F2RL2,F2RL2,F5,F8,F13A1,FCER1G,DAGLB,FGA,FGB,ALDOA,FGG,VEGFD,MMRN1,HABP4,ENDOD1,FLNA,FN1,PIK3R5,FYN,LY6G6F,ABHD12,GAS6,LAT,BRPF3,GNA11,GNA11,GNA12,GNA12,GNA15,GNA15,GNAI1,GNAI2,GNAI3,GNAQ,GNAQ,GNB1,GNB1,GNB2,GNB2,GNB3,GNB3,GNG3,GNG3,GNG4,GNG4,GNG5,GNG5,GNG7,GNG7,GNG10,GNG10,GNG11,GNG11,GNGT1,GNGT1,GNGT2,GNGT2,GP1BA,GP1BB,GP5,GP9,GRB2,SCG3,OLA1,ANXA5,HGF,HRG,HSPA5,APLP2,APOA1,GNAT3,IGF1,IGF2,APOH,APP,ISLR,ITGA2B,ITGB3,ITIH3,ITIH4,ITPR1,ITPR2,ITPR3,NHLRC2,KNG1,RHOA,RHOB,RHOG,LAMP2,LCK,LCP2,LGALS3BP,LYN,ARRB1,ARRB2,MPL,ORM1,ORM2,P2RY1,P2RY1,SERPINE1,PCDH7,SCCPDH,GP6,CLEC1B,TEX264,PDGFA,PDGFB,CYRIB,PDPK1,PDPK1,CYB5R1,PECAM1,GNG13,GNG13,PF4,PFN1,SERPINA1,SERPINA4,PIK3CA,PIK3CB,PIK3CG,PIK3R1,PIK3R2,PLA2G4A,PLCG2,PLG,PLEK,SERPINF2,GNG2,GNG2,TMX3,APBB1IP,GTPBP2,PPBP,PPIA,TOR4A,SRGN,CDC37L1,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,PRKCH,PRKCQ,PRKCZ,MAPK1,MAPK3,GNG12,GNG12,PROS1,PSAP,TRPC7,ABHD6,PTK2,QSOX1,PTPN1,PTPN6,PTPN11,RAB27B,RAC1,RAC2,RAF1,RAP1A,RAP1B,RARRES2,GNB4,GNB4,SELP,SELENOP,SHC1,P2RY12,CHID1,SOD1,SOS1,SPARC,SPP2,SRC,STX4,STXBP2,STXBP3,SYK,SYK,TBXA2R,TF,TGFB1,TGFB2,TGFB3,LEFTY2,THBS1,THPO,TIMP1,TIMP3,TLN1,SERPING1,TMSB4X,CLEC3B,TRPC3,TRPC6,TTN,TUBA4A,VAV1,VAV1,VAV2,VAV2,VCL,VEGFA,VEGFB,VEGFC,VWF,DAGLA,YWHAZ,MANF,PCYOX1L,CALM1,CALM2,MPIG6B,CALM3,ACTN4,CALU,FERMT3,TAGLN2,PIK3R3,DGKZ,DGKE,DGKD,ACTN1,ACTN2,F2RL3,F2RL3,DGKI,CD9,SYTL4,GNG8,GNG8,CD36,BCAR1,GNA14,GNA14,CD63,PHACTR2,WDR1,CDC42
R-HSA-76005	A1BG,LHFPL2,ABCC4,FAM3C,CAP1,VTI1B,CFL1,MAGED2,CLU,SERPINA3,CD109,APOOL,CTSW,CFD,ECM1,EGF,AHSG,A2M,ALB,F5,F8,F13A1,FGA,FGB,ALDOA,FGG,VEGFD,MMRN1,HABP4,ENDOD1,FLNA,FN1,LY6G6F,GAS6,BRPF3,SCG3,OLA1,ANXA5,HGF,HRG,HSPA5,APLP2,APOA1,IGF1,IGF2,APOH,APP,ISLR,ITGA2B,ITGB3,ITIH3,ITIH4,NHLRC2,KNG1,LAMP2,LGALS3BP,ORM1,ORM2,SERPINE1,PCDH7,SCCPDH,TEX264,PDGFA,PDGFB,CYRIB,CYB5R1,PECAM1,PF4,PFN1,SERPINA1,SERPINA4,PLG,PLEK,SERPINF2,TMX3,GTPBP2,PPBP,PPIA,TOR4A,SRGN,CDC37L1,PRKCA,PRKCB,PRKCG,PROS1,PSAP,QSOX1,RAB27B,RARRES2,SELP,SELENOP,CHID1,SOD1,SPARC,SPP2,STX4,STXBP2,STXBP3,TF,TGFB1,TGFB2,TGFB3,LEFTY2,THBS1,TIMP1,TIMP3,TLN1,SERPING1,TMSB4X,CLEC3B,TTN,TUBA4A,VCL,VEGFA,VEGFB,VEGFC,VWF,MANF,PCYOX1L,CALM1,CALM2,CALM3,ACTN4,CALU,FERMT3,TAGLN2,ACTN1,ACTN2,CD9,SYTL4,CD36,CD63,PHACTR2,WDR1
R-HSA-76009	RASGRP1,RASGRP2,RAPGEF3,RAPGEF4,COL1A1,COL1A2,CRK,CSK,ADRA2A,ADRA2B,ADRA2C,AKT1,F2,FGA,FGB,FGG,FN1,GP1BA,GP1BB,GP5,GP9,GRB2,ITGA2B,ITGB3,MPL,PDPK1,APBB1IP,PTK2,PTPN1,RAP1A,RAP1B,SHC1,SOS1,SRC,SYK,THPO,TLN1,VWF,BCAR1
R-HSA-76042	CDK7,TAF1L,ERCC2,ERCC3,GTF2A1,GTF2A2,GTF2B,GTF2E1,GTF2E2,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,TAF9B,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,TAF7L,TAF1,TAF2,TAF4,TAF4B,TAF5,TAF6,TAF7,TAF9,TAF10,TAF11,TAF12,TAF13,TBP,TAF15,TAF3,CCNH
R-HSA-76046	SNAPC5,SNAPC5,POLR3F,POLR3F,POLR3G,POLR3G,POLR3C,POLR3C,POLR3A,POLR3A,GTF3C6,GTF3C6,POLR3H,POLR3H,CRCP,CRCP,GTF3A,GTF3A,BRF1,BRF1,GTF3C1,GTF3C1,GTF3C2,GTF3C2,POLR1D,POLR1D,POLR3K,POLR3K,POLR2E,POLR2E,POLR2F,POLR2F,POLR2H,POLR2H,POLR2K,POLR2K,POLR2L,POLR2L,POU2F1,POU2F1,BRF2,BRF2,POLR3B,POLR3B,POLR3E,POLR3E,BDP1,BDP1,POLR3D,POLR3D,SNAPC1,SNAPC1,SNAPC2,SNAPC2,SNAPC3,SNAPC3,SNAPC4,SNAPC4,TBP,TBP,ZNF143,ZNF143,POLR3GL,POLR3GL,GTF3C5,GTF3C5,GTF3C4,GTF3C4,GTF3C3,GTF3C3,POLR1C,POLR1C
R-HSA-76061	POLR3F,POLR3F,POLR3G,POLR3G,POLR3C,POLR3C,POLR3A,POLR3A,GTF3C6,GTF3C6,POLR3H,POLR3H,CRCP,CRCP,GTF3A,GTF3A,BRF1,BRF1,GTF3C1,GTF3C1,GTF3C2,GTF3C2,POLR1D,POLR1D,POLR3K,POLR3K,POLR2E,POLR2E,POLR2F,POLR2F,POLR2H,POLR2H,POLR2K,POLR2K,POLR2L,POLR2L,POLR3B,POLR3B,POLR3E,POLR3E,BDP1,BDP1,POLR3D,POLR3D,TBP,TBP,POLR3GL,POLR3GL,GTF3C5,GTF3C5,GTF3C4,GTF3C4,GTF3C3,GTF3C3,POLR1C,POLR1C
R-HSA-76066	POLR3F,POLR3F,POLR3G,POLR3G,POLR3C,POLR3C,POLR3A,POLR3A,GTF3C6,GTF3C6,POLR3H,POLR3H,CRCP,CRCP,BRF1,BRF1,GTF3C1,GTF3C1,GTF3C2,GTF3C2,POLR1D,POLR1D,POLR3K,POLR3K,POLR2E,POLR2E,POLR2F,POLR2F,POLR2H,POLR2H,POLR2K,POLR2K,POLR2L,POLR2L,POLR3B,POLR3B,POLR3E,POLR3E,BDP1,BDP1,POLR3D,POLR3D,TBP,TBP,POLR3GL,POLR3GL,GTF3C5,GTF3C5,GTF3C4,GTF3C4,GTF3C3,GTF3C3,POLR1C,POLR1C
R-HSA-76071	SNAPC5,SNAPC5,POLR3F,POLR3F,POLR3G,POLR3G,POLR3C,POLR3C,POLR3A,POLR3A,POLR3H,POLR3H,CRCP,CRCP,POLR1D,POLR1D,POLR3K,POLR3K,POLR2E,POLR2E,POLR2F,POLR2F,POLR2H,POLR2H,POLR2K,POLR2K,POLR2L,POLR2L,POU2F1,POU2F1,BRF2,BRF2,POLR3B,POLR3B,POLR3E,POLR3E,BDP1,BDP1,POLR3D,POLR3D,SNAPC1,SNAPC1,SNAPC2,SNAPC2,SNAPC3,SNAPC3,SNAPC4,SNAPC4,TBP,TBP,ZNF143,ZNF143,POLR3GL,POLR3GL,POLR1C,POLR1C
R-HSA-77042	ADAR,ADARB1
R-HSA-77075	CDK7,ERCC2,ERCC3,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,SUPT5H,RNMT,RNGTT,CCNH
R-HSA-77108	ACAT1,OXCT1,BDH1,OXCT2
R-HSA-77111	HMGCL,HMGCS2,ACAT1,HMGCLL1,BDH2,BDH1,AACS,ACSS3
R-HSA-77285	HADHA,HADHB,ACADL
R-HSA-77286	ACSM6,ECHS1,HADHA,HADHB,HADH,ACADL,ACADM,ACADS,ACADVL,MECR,ACSM3
R-HSA-77288	ECI1,DECR1,HADHA,HADHB,ACADL,ACADM
R-HSA-77289	ACAA2,ACOT2,ACOT7,THEM4,ACOT12,ACSM6,DBI,ECI1,DECR1,MMAA,ECHS1,ACOT9,ACOT11,MCAT,THEM5,HADHA,HADHB,HADH,ACADL,ACADM,ACADS,ACADVL,ACBD7,MMUT,NDUFAB1,PCCA,PCCB,MECR,ACOT13,PCTP,ACSM3,ACOT1,ACSF2,ACAD10,ACAD11,ACBD6,MCEE
R-HSA-77305	HADHA,HADHB,ACADVL
R-HSA-77310	ECHS1,HADHA,HADHB,HADH,ACADL
R-HSA-77346	ECHS1,HADHA,HADHB,HADH,ACADM,MECR
R-HSA-77348	ECHS1,HADHA,HADHB,HADH,ACADM
R-HSA-77350	ECHS1,HADHA,HADHB,HADH,ACADS
R-HSA-77352	ACSM6,ECHS1,HADH,ACADS,ACSM3
R-HSA-77387	TCIRG1,ATP6V1G3,ATP6V0E2,ATP6V0A2,ATP6V0D2,ATP6V1C2,INS,INSR,ATP6V0A4,ATP6V1D,ATP6V1H,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V0C,ATP6V1C1,ATP6V1E1,ATP6V0B,ATP6V1G2,ATP6V0A1,ATP6AP1,ATP6V0E1,ATP6V1E2,ATP6V0D1,ATP6V1F,ATP6V1G1
R-HSA-774815	CENPS-CORT,LOC102724334,CENPA,CENPC,OIP5,H4-16,H2BU1,CENPX,ITGB3BP,CENPI,H2BC1,H2AC8,H2AC7,H2AX,H2AZ1,H2BC5,H2BC3,CENPS,CENPW,CENPP,H2AB1,NPM1,RSF1,MIS18A,CENPQ,MIS18BP1,HJURP,H4C15,H2AJ,CENPN,KNL1,RBBP4,RBBP7,CENPK,CENPH,H2AC19,CENPM,CENPO,CENPU,CENPT,H4C9,H2AC14,H2AC6,H2AC4,H2AC18,H2AC20,H2BC8,H2BC13,H2BC15,H2BC14,H2BC7,H2BC6,H2BC9,H2BC10,H2BC4,H2BC17,H2BC21,H4C1,H4C4,H4C6,H4C12,H4C11,H4C3,H4C8,H4C2,H4C5,H4C13,H4C14,SMARCA5,H2BC12,RUVBL1,H2BC11,CENPL,H2AZ2
R-HSA-77588	LSM11,NCBP2,ZNF473,NCBP1,SNRPB,SNRPD3,SNRPE,SNRPF,SNRPG,SLBP,LSM10
R-HSA-77595	CPSF4,PAPOLA,CLP1,NUDT21,CSTF1,CSTF2,CSTF3,NCBP2,CSTF2T,CPSF1,NCBP1,PCF11,CPSF3,CPSF2,WDR33,CPSF7,PABPN1,FIP1L1,SYMPK
R-HSA-804914	SLC27A4,LCN12,SLC27A6,APOD,SLC27A1,LCN15,LCN9,LCN1
R-HSA-83936	SLC29A1,SLC29A4,ARL2BP,SLC25A4,SLC25A5,SLC25A6,SLC29A2,ARL2,SLC29A3,SLC28A3,SLC28A2,SLC28A1
R-HSA-844455	NLRP1,BCL2,BCL2L1
R-HSA-844456	TXNIP,TXNIP,SUGT1,NLRP3,NLRP3,PANX1,PYCARD,HMOX1,HSP90AB1,APP,MEFV,NFKB1,NFKB2,P2RX7,P2RX7,RELA,TXN,TXN,CASP1,PSTPIP1
R-HSA-844615	PYCARD,CASP1,AIM2,AIM2
R-HSA-844623	NLRC4,NLRC4,CASP1
R-HSA-877300	TRIM10,TRIM22,IRF9,IFI30,TRIM38,TRIM3,TRIM31,GBP4,GBP5,TRIM6,GBP6,FCGR1A,TRIM35,TRIM2,TRIM29,GBP1,GBP2,GBP3,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,IRF8,IFNG,IFNG,IFNGR1,IFNGR1,IFNGR2,IFNGR2,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,JAK1,JAK1,JAK2,JAK2,GBP7,CIITA,MID1,MT2A,NCAM1,OAS1,OAS2,OAS3,TRIM17,PML,TRIM34,TRIM68,TRIM62,PRKCD,B2M,PTAFR,PTPN1,PTPN2,PTPN6,PTPN6,PTPN11,SP100,TRIM21,STAT1,SUMO1,VCAM1,TRIM25,TRIM26,TRIM48,TRIM46,TRIM45,CAMK2A,CAMK2B,TRIM8,CAMK2D,CAMK2G,TRIM5,PIAS1,OASL,SOCS1,SOCS3,CD44,TRIM14
R-HSA-877312	IFNG,IFNG,IFNGR1,IFNGR1,IFNGR2,IFNGR2,JAK1,JAK1,JAK2,JAK2,PTPN1,PTPN2,PTPN6,PTPN11,STAT1,SUMO1,PIAS1,SOCS1,SOCS3
R-HSA-879415	DDOST,AGER,AGER,HMGB1,HMGB1,APP,APP,LGALS3,PRKCSH,MAPK1,MAPK3,S100A12,S100A12,S100B,S100B,SAA1,SAA1,CAPZA1,CAPZA2
R-HSA-879518	SLCO1B1,SLCO2B1,SLCO4A1,SLCO3A1,SLCO1B3,SLCO4C1,SLCO1C1,AVP,SLC16A2,SLCO2A1,SLCO1A2
R-HSA-880009	ADHFE1,D2HGDH,L2HGDH
R-HSA-881907	CREB1,HBEGF,HBEGF,EGFR,GAST,GRB2,HRAS,KRAS,MMP3,MMP3,NRAS,PRKCA,MAPK1,MAPK3,MAPK7,RPS6KA1,RPS6KA2,RPS6KA3,SOS1,CCKBR
R-HSA-8847453	PIP4K2A,PIP4K2C,PIP4K2B,PIP4P1
R-HSA-8847993	NRG3,NRG4,HBEGF,EGF,EGFR,ERBB2,ERBB3,ERBB4,EREG,NRG1,PTK6,BTC,NRG2
R-HSA-8848021	CDK2,CDK4,CDKN1B,GPNMB,KHDRBS3,KHDRBS1,NRG3,ARAP1,LRRK2,CRK,NRG4,DOCK1,DOK1,HBEGF,EGF,EGFR,KHDRBS2,EPAS1,ERBB2,ERBB3,ERBB4,EREG,AKT1,PELP1,NR3C1,ARHGAP35,NRG1,HIF1A,HRAS,KRAS,RHOA,NRAS,STAP2,PTK6,PTPN1,PXN,RAC1,RASA1,CCND1,RPS27A,ELMO2,SFPQ,SRMS,STAT3,STAT3,BTC,UBA52,UBB,UBC,CBL,CCNE1,SOCS3,NRG2,BCAR1,ELMO1
R-HSA-8848584	AWAT1,AWAT2,DHRS7B,FAR2,FAR1,GNPAT,AGPS
R-HSA-8849175	RIDA,SDS,SDSL,GCAT
R-HSA-8849468	KHDRBS3,KHDRBS1,KHDRBS2,PTK6,SFPQ
R-HSA-8849469	ARAP1,DOK1,AKT1,PTK6,RPS27A,UBA52,UBB,UBC,CBL
R-HSA-8849470	CDK2,CDK4,CDKN1B,PTK6,CCND1,CCNE1
R-HSA-8849471	CRK,DOCK1,ARHGAP35,HRAS,KRAS,RHOA,NRAS,PTK6,PXN,RAC1,RASA1,ELMO2,BCAR1,ELMO1
R-HSA-8849472	PTK6,PTPN1,SRMS
R-HSA-8849473	EPAS1,PELP1,NR3C1,HIF1A,PTK6
R-HSA-8849474	STAP2,PTK6,STAT3,STAT3,SOCS3
R-HSA-8849932	FLOT1,RTN3,DLG1,DLG3,DLG4,FLOT2,GRIA1,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,LRFN2,LRFN1,PTPRD,PTPRF,PTPRS,LRFN4,LRFN3
R-HSA-8850843	ENTPD8,ENTPD7,ENTPD1,ENTPD2,ENTPD6,ENTPD3,ENTPD5,ENTPD4
R-HSA-8851680	BTN3A3,BTN2A2,BTN3A2,BTN3A1,BTN2A1,BTNL9,CD209,PPL,BTNL2,BTN1A1,XDH,BTNL8
R-HSA-8851708	FGF1,FGF2,FGFR2,NCBP2,GTF2F1,GTF2F2,NCBP1,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L
R-HSA-8851805	RANBP9,MUC20,GRB2,HGF,HRAS,KRAS,MET,NRAS,RANBP10,SHC1,SOS1
R-HSA-8851907	GAB1,GRB2,HGF,MET,PIK3CA,PIK3R1
R-HSA-8852135	UBE2E3,RRAGA,UBE2C,UBE2J2,LEO1,RNF152,RTF1,H2BC1,SHPRH,UBE2S,UBE2T,H2BC5,H2BC3,UBE2K,HLA-A,PCNA,RNF181,WAC,PEX10,PEX12,PEX13,PEX14,PAF1,UBE2R2,UBA6,UBA6,UBE2W,SELENOS,PRKDC,RNF20,RAD18,PEX2,PEX5,RPS27A,RPS27A,UBE2Z,HLTF,UBA52,UBA52,UBB,UBB,UBC,UBC,UBA1,UBE2A,UBE2B,UBE2D1,UBE2D2,UBE2D3,UBE2E1,UBE2G1,UBE2G2,UBE2H,UBE2L3,UBE2N,UBE2V2,UCHL3,VCP,USP7,DERL1,CDC73,WDR61,USP5,USP9X,H2BC8,H2BC13,H2BC15,H2BC14,H2BC7,H2BC6,H2BC9,H2BC10,H2BC4,H2BC17,H2BC12,BCL10,H2BC11,OTULIN,TMEM129,UBE2Q2,CTR9,RNF144A,RNF40,CDC34
R-HSA-8852276	PSME3,PSMD14,CDKN1A,TUBA1B,TUBB3,TUBB4A,TUBB4B,TUBA3E,TUBA3D,PSMB11,PSMA8,MAPRE1,PSME4,HSP90AA1,HSP90AB1,TUBB8,TUBB2B,GTSE1,TUBA8,PLK1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,RPS27A,FKBPL,TP53,TUBA4A,TUBA3C,TUBB2A,UBA52,UBB,UBC,TUBA1A,SEM1,TUBAL3,TUBB1,TUBB6,TUBA1C,CCNB1,CCNB2,PSMF1,CDK1,PSMD6
R-HSA-8852405	SPINT2,HPN,MST1,MST1R,SPINT1
R-HSA-8853333	FGFR2
R-HSA-8853334	FRS2,FGFR3,GAB1,GRB2,HRAS,KRAS,NRAS,PIK3CA,PIK3R1,SOS1
R-HSA-8853336	ERLIN2,FGFR1,BAG4
R-HSA-8853338	FRS2,FGF1,FGF2,FGF4,FGF5,FGF8,FGF9,FGFR3,GAB1,FGF20,GRB2,HRAS,KRAS,NRAS,PIK3CA,PIK3R1,PLCG1,SOS1,FGF23,FGF18,FGF17,FGF16
R-HSA-8853383	MAN2B2,MAN2C1,MAN2B1,MANBA
R-HSA-8853659	FRS2,DOK1,DOK6,GAB1,GDNF,GFRA1,GFRA2,GFRA3,GRB2,GRB7,GRB10,NRTN,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCG1,SHC3,PRKACA,PRKACB,PRKACG,DOK4,PRKCA,DOK5,MAPK7,PSPN,PTPN11,RAP1GAP,RET,GFRA4,SHC1,SOS1,SRC,PIK3R3,IRS2,DOK2,ARTN,PDLIM7,GAB2
R-HSA-8853884	CDKN2A,ANAPC10,CEBPB,EHMT2,UBE2C,ANAPC16,CSF1R,CTNNB1,AGO3,AGO4,TNRC6B,CDC26,ANAPC15,AGO1,VENTX,TNRC6A,UBE2S,ANAPC2,ANAPC4,IL6,MOV10,NFKB1,LEF1,FZR1,ANAPC5,ANAPC7,ANAPC11,TNRC6C,CCND1,RELA,ANAPC1,TCF7L2,TP53,UBE2D1,UBE2E1,EHMT1,CDC23,CDC16,CDC27
R-HSA-8854050	PSME3,PSMD14,PSMB11,PSMA8,FBXL7,PSME4,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMB10,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD7,PSMD8,PSMD9,PSMD10,PSMD11,PSMD12,PSMD13,PSME1,PSME2,RPS27A,SKP1,AURKA,UBA52,UBB,UBC,SEM1,CUL1,PSMF1,PSMD6,RBX1
R-HSA-8854214	OPTN,TBC1D7-LOC100130357,RAB35,GABARAP,GABARAPL2,TBC1D16,TBC1D20,GGA2,GGA3,RABGAP1,TBC1D10B,GGA1,RABGEF1,RAB7B,TBC1D10C,ARF6,TBC1D3C,RAB8A,TBC1D25,TBC1D7,RAB6B,RAB8B,TBC1D13,TBC1D2,TBC1D24,TBC1D14,RAB4A,RAB5A,RAB5B,RAB6A,RAB5C,TBC1D15,TSC1,TSC2,TBC1D3,RAB7A,TBC1D17,MAP1LC3B,RAB33B,TBC1D10A,ULK1,SYTL1,RAB11A,RABEP1,RAB11B,RAB33A
R-HSA-8854518	ACTR1A,AKAP9,TPTEP2-CSNK1E,TUBB4A,TUBB4B,DCTN2,CETN2,PLK4,SDCCAG8,CNTRL,CEP43,CEP250,DCTN3,HAUS1,NEDD1,CSNK1D,CSNK1E,DCTN1,DYNC1H1,DYNC1I2,TUBB,CEP164,MAPRE1,TPX2,NINL,CEP131,CEP152,CLASP1,HAUS5,HMMR,HSP90AA1,NEK2,ODF2,PAFAH1B1,PCM1,PCNT,PLK1,HAUS6,NDE1,HAUS4,CEP192,HAUS2,PPP2R1A,HAUS7,PRKACA,CEP72,CDK5RAP2,PRKAR2B,CENPJ,AURKA,TUBA4A,TUBG1,YWHAE,YWHAG,ALMS1,TUBA1A,HAUS3,CEP76,CEP290,CEP63,CEP70,CEP78,OFD1,SSNA1,DYNLL1,HAUS8,CEP41,CEP135,CEP57,CCP110,CKAP5,SFI1,CDK1
R-HSA-8854521	PHLDA1,AURKA
R-HSA-8854691	IL24,IL22RA2,IFNLR1,IFNL2,IFNL3,IFNL1,IL19,IL10RB,JAK1,JAK2,JAK3,IL20,IL22,IL20RA,IL20RB,IL26,PTPN11,IL22RA1,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,TYK2
