	Genes
GO:0050885	Aars,Abl1,Abl2,Abl2,Abr,Adcy5,Aldh1a3,Ap1s2,Aplp2,App,Atp2b2,Atp2b2,Atp2b2,baln,baln2,baln3,baln4,Bcr,Bloc1s4,Cacna1a,Camk2b,Camta1,Clic5,Cln3,Cln8,Clrn1,Cntnap1,Dlg4,Ei24,Foxs1,Gaa,Gigyf2,Gm2a,Gpr88,Grin2c,Herc1,Hexa,Hexb,Hexb,Hexb,Hexb,Hmx3,Igdcc3,Jph3,Jph4,Kcnma1,Kcnma1,Myh10,Myo5a,Nbn,Nefl,Neurog1,Nkx6-2,Nlgn2,Nr4a3,Nrxn1,Pafah1b1,Pafah1b1,Pde8b,Pou4f2,Pou4f3,Pou4f3,Pou4f3,Psap,Ptprq,Rac3,Rbfox1,Rbfox2,Rest,Shank1,Shank3,Slc1a3,Tifab,tmgc56,Tnr,Tpp1,Ush1c
GO:0050890	Adora1,App,C5ar1,Cbr3,Chd7,Chl1,Chmp2b,Chrm1,Chrna4,Chrnb2,Ctns,Cux2,Cyfip1,Dgcr2,Dop1b,Fam107a,Gnas,Gnas,Gpr155,Grcc10,Grm5,Gtf2a1l,Hoxa1,Hrh3,Jakmip1,Kmt2a,Lhcgr,Lins1,Magt1,Mettl23,Mfsd2a,Mgat3,Ndufs4,Nf1,Nipbl,Nsun5,Olfr547,Ptchd1,Ptchd1,Rp9,Rtl4,Rtl4,Setd5,Setd5,Shroom4,Slc1a4,Slc8a2,Sobp,St3gal4,Stra6,Tmprss11e,Tusc3,Ptchd1,Hrh3
GO:0050891	Avp,Bpifa1,Bpifa5,Cftr,Ext1,Ext2,Scnn1a,Scnn1b,Scnn1b,Scnn1b,Scnn1g,Trpv4,Trpv4
GO:0050892	Abcb1a,Aco1,Cd36,F11r,F11r,Fabp1,Fabp2,Gcnt3,Ireb2,Kcnq1,Lep,Mogat2,Rsc1a1,Scarb1,Slc26a6,Slc5a1,Slco1a5,Tjp2,Vdr,F11r
GO:0050893	Chrna7,Chrna7
GO:0050894	Shank1
GO:0050896	Abca4,Adcy3,Adgrv1,Arr3,Bbs1,Bfsp2,Cabp1,Cabp2,Cacna1f,Calhm1,Calhm3,Cfap69,Clic5,Clrn1,Cnga1,Cnga2,Cnga3,Cnga4,Cngb3,Cnnm4,Cplx3,Cplx4,Crx,Cry1,Cry2,Dll4,Dtnbp1,Gfy,Gnat1,Gnat2,Grk1,Grm6,Grm7,Grm8,Guca1a,Guca1b,Gucy2e,Gucy2f,Hmcn2,Irx5,Lctl,Lrat,Lrit3,Mip,Myo3a,Myo3b,Nyx,Obp1a,Obp1b,Olfr1,Olfr10,Olfr1002,Olfr1009,Olfr1013,Olfr1019,Olfr1020,Olfr1030,Olfr1044,Olfr1052,Olfr1086,Olfr1094,Olfr11,Olfr1102,Olfr12,Olfr13,Olfr139,Olfr140,Olfr142,Olfr1440,Olfr1444,Olfr145,Olfr146,Olfr147,Olfr148,Olfr149,Olfr15,Olfr150,Olfr1509,Olfr1537,Olfr154,Olfr18,Olfr181,Olfr186,Olfr187,Olfr19,Olfr24,Olfr3,Olfr469,Olfr470,Olfr472,Olfr473,Olfr474,Olfr476,Olfr477,Olfr478,Olfr480,Olfr481,Olfr482,Olfr483,Olfr484,Olfr486,Olfr488,Olfr49,Olfr490,Olfr491,Olfr492,Olfr493,Olfr494,Olfr495,Olfr497,Olfr498,Olfr5,Olfr50,Olfr502,Olfr507,Olfr508,Olfr510,Olfr56,Olfr6,Olfr63,Olfr688,Olfr78,Olfr8,Olfr867,Olfr9,Olfr958,Olfr998,Omp,Opa1,Opn1mw,Opn1sw,Opn3,Opn4,Opn5,Pcare,Pdc,Pdcl,Pde6a,Pde6b,Pde6c,Pde6d,Pde6g,Pde6h,Piezo2,Ppef2,Prcd,Prph2,Rcvrn,Rd3,Rdh12,Rdh5,Rgr,Rgs9,Rgs9bp,Rho,Rlbp1,Rom1,Rorb,Rp1,Rp1l1,Rpe65,Rpgr,Rpgrip1,Rrh,Rs1,Rspo1,Rspo2,Rspo3,Rspo4,Scnn1a,Scnn1b,Scnn1g,Slc17a7,Slc24a4,Slc24a5,Slc45a2,Slc8b1,Slitrk6,Spata7,Tas1r1,Tas1r2,Tas1r3,Tas2r103,Tas2r104,Tas2r105,Tas2r106,Tas2r107,Tas2r108,Tas2r109,Tas2r110,Tas2r113,Tas2r114,Tas2r116,Tas2r117,Tas2r118,Tas2r119,Tas2r120,Tas2r121,Tas2r123,Tas2r124,Tas2r125,Tas2r126,Tas2r129,Tas2r130,Tas2r134,Tas2r135,Tas2r136,Tas2r137,Tas2r138,Tas2r139,Tas2r140,Tas2r143,Tas2r144,Trpa1,Trpm1,Trpm8,Tub,Tulp1,Ugt2a1,Unc119,Ush2a,Vsx1,Vsx2
GO:0050897	Cpe,Epas1,Myt1l,Nudt16,Nudt16l2,P2rx2,Pml,Rnpep,Slc11a2,Shmt1,Shmt2
GO:0050900	Add2,Aimp1,Aimp1,B4galt1,Ccl25,Cd34,Dbh,Elane,F2rl1,Foxj1,Il1b,Itga6,Itga6,Itgb7,Jaml,Madcam1,Mmp9,Nkx2-3,Nkx2-3,Pde4b,Pde4d,Podxl,Rock1,Sell,Selp,Selp,Selplg,Tnf
GO:0050901	Add2,Chst4,Cx3cr1,Ext1,Gcnt1,Golph3,Itga4,Itgb1,Itgb7,Jam2,Jam2,Lep,Madcam1,Podxl2,Rock1,Sele,Sell,Selp,Selp,Selplg,Selplg,Spn,Tnf,Vcam1,Selp,Madcam1,Selplg,Sele,Podxl2
GO:0050902	Cx3cl1,Selplg
GO:0050904	Cd99l2,Fer,Itga4,Pecam1,Trim55
GO:0050905	Aars,Agtpbp1,Agtpbp1,Atxn2,Cacna1a,Cacna1a,Cfh,Chrna1,Cntnap2,Comp,Dctn1,Ednra,Fgf12,Fgf14,Gba,Glra1,Glra1,Glrb,Glrb,Glrb,Grin1,Hexb,Hexb,Hexb,Hottip,Hoxa1,Hoxc10,Hoxd10,Icmt,Ighmbp2,Kcna1,Kcna1,Kcnab2,Kcnq1,Mecp2,Mecp2,Mycbp2,Opa3,Pex5,Pmp22,Pomk,Rac3,Scn8a,Spg20,Stra6,Uba5,Uchl1,Uchl1,Zmpste24,Zmpste24
GO:0050906	Ppef1,Ppef2
GO:0050907	Asic3,Olfr1019,Olfr1431,Olfr1434,Olfr1436,Olfr1437,Olfr15,Olfr1509,Olfr1509,Olfr235,Olfr262
GO:0050908	Atp8a2,Best1,Cacna1f,Cacna2d4,Cacnb4,Ccdc66,Cep250,Cngb1,Crb1,Gja10,Gnat1,Gnat1,Gnat2,Gnat2,Grm6,Gucy2f,Pcare,Prcd,Prph2,Prph2,Prph2,Prph2,Prph2,Rbp4,Reep6,Rgs9bp,Rom1,Rpe65,Sema5a,Sema5b,Tulp1,Rgs9bp
GO:0050909	Calhm1,Calhm3,Cd36,Gnat3,Gnat3,Gnb1,Gng13,Lef1,P2rx2,P2rx3,Scnn1a,Scnn1b,Scnn1g,Tas1r1,Tas1r2,Tas1r3,Tas2r103,Tas2r103,Tas2r104,Tas2r104,Tas2r105,Tas2r105,Tas2r106,Tas2r106,Tas2r107,Tas2r107,Tas2r108,Tas2r108,Tas2r109,Tas2r109,Tas2r110,Tas2r110,Tas2r113,Tas2r113,Tas2r114,Tas2r114,Tas2r116,Tas2r116,Tas2r117,Tas2r117,Tas2r118,Tas2r118,Tas2r119,Tas2r119,Tas2r120,Tas2r120,Tas2r121,Tas2r121,Tas2r123,Tas2r123,Tas2r124,Tas2r124,Tas2r125,Tas2r125,Tas2r126,Tas2r126,Tas2r129,Tas2r129,Tas2r130,Tas2r130,Tas2r134,Tas2r134,Tas2r135,Tas2r135,Tas2r136,Tas2r136,Tas2r137,Tas2r137,Tas2r138,Tas2r138,Tas2r139,Tas2r139,Tas2r140,Tas2r140,Tas2r143,Tas2r143,Tas2r144,Tas2r144,Trpm5,Wnt10b
GO:0050910	Adgrv1,Atp2b2,Chrna10,Chrna9,Col11a1,Hpn,Hpn,Hpn,Kcnq1,Kit,Lhfpl5,Mkks,Myc,Pcdh15,Pcdh15,Pdzd7,Pjvk,Ptprq,Rest,Slc12a2,Sox2,Strc,Tmc1,Tmc1,Tmc1,Tmc2,Tmc2,Whrn,Tmc2,Tmc1
GO:0050911	Cngb1,Gucy2d,Olfr15,Olfr1509,Olfr1509,Olfr1509,Slc24a4,Olfr105-ps,Olfr420,Olfr104-ps,Olfr427,Olfr101,Olfr1507,Olfr1404,Olfr109,Olfr211,Olfr433,Olfr531,Olfr103,Olfr370,Olfr430,Olfr218,Olfr309,Olfr527,Olfr398,Olfr1406,Olfr1408,Olfr432,Olfr231,Olfr102,Olfr1509,Olfr106-ps,Olfr536,Olfr424,Olfr1508,Olfr530,Olfr533
GO:0050912	Pkd2l1
GO:0050913	Calhm1,Gnat3,Gnat3,Itpr3,Plcb2,Reep2,Tas2r105
GO:0050915	Asic1,Asic2,Asic3,Pkd1l3,Pkd2l1
GO:0050916	Calhm1,Gnat3,Itpr3,Reep2,Tas1r2,Tas1r2,Tas1r3,Tas1r3,Tas1r3,Tas1r2,Gnat3,Tas1r3
GO:0050917	Calhm1,Gnat1,Gnat3,Gnat3,Itpr3,Tas1r1,Tas1r1,Tas1r3,Tas1r3,Tas1r1,Tas1r3
GO:0050918	Angpt1,Coro1a,Cx3cl1,Fgf10,Fgf10,Fgf7,Fpr2,Lgals3,Met,Met,Nrp1,Plxnb3,Ptprj,Scg2,Scrib,Scrib,Sema5a,Tsc2,Vegfa,Vegfa,Fgf10,Lgals3,Fgf7
GO:0050919	Apoa1,Itgav,Itgb3,Nrp2,Nrp2,Pdgfa,Plxna3,Rhoa,Ryk,Sema3a,Sema3f,Sema3f,Sema3f,Slit1,Slit1,Slit2,Slit2,Slit2,Slit3,Wnt5a,Igfals,Rtn4r,Sema6b,Sema6a,Sema3d,Sema4c,Sema3f,Sema4d,Sema4b,Sema4f,Slit1,Sema3g,Slit3,Slit2,Lrtm1,Sema4a,Sema4g,Lrtm2,Sema6d,Sema3c,Sema7a,Sema3e,Rtn4rl1,Lgr4,Sema6c,Sema3a,Sema3b
GO:0050920	Adgra2,Cxcr4,Cxcr4,Cyrib,Efnb2,P2rx4,P2ry12,Pdgfra,Usp14
GO:0050921	Aif1,Ccl19,Ccl21a,Ccl26,Cttn,Cxcl12,Cxcr3,Cxcr4,F2rl1,Fn1,P2ry12,Pdgfb,Pdgfrb,Ppm1f,Rarres2,Stx3,Stx4a,Sucnr1,Tgfb1,Thbs1,Tpbg,Trem2,Wasl,Rarres2
GO:0050922	Dusp3,Ptpn2,St6gal1
GO:0050923	Plxna4
GO:0050925	Robo1,Robo2
GO:0050927	Akt2,Casr,Ccr4,Cdh13,F2rl1,F7,Itga2,Kdr,Ntrk3,S1pr1,Smad3,Vegfa
GO:0050928	Angpt2
GO:0050929	Slit2
GO:0050930	Ager,Artn,Ccl21a,Cxcl12,Fgf10,Hmgb1,Il16,Ntf3,Prkca,Scg2,Vegfa,Vegfb,Vegfc,Vegfd,Vegfb,Vegfd,Vegfc,Pgf,Cxcl12,Il16,Vegfa
GO:0050931	Cd63
GO:0050942	Bloc1s5,Bloc1s6
GO:0050951	Btbd9,Kcnk4,Oprk1,Trpm8
GO:0050953	Adgrv1,Cdh23,Cdh23,Clrn1,Grm6,Myo7a,Myo7a,Pcdh15,Pde6c,Pde6d,Rho,Ush1c,Ush1g,Ush2a,Whrn
GO:0050954	Ifng,Prrxl1,Trpv1
GO:0050955	Adra2a,Cpeb3,Trpa1,Trpm8,Trpm8,Trpm8,Trpm8,Trpv1
GO:0050957	Ankfn1,Cdh23,Clrn1,Myo7a,Pcdh15,Rubie,Ush1c,Ush1g,Clrn1
GO:0050960	Opn4,Rho,Trpv1
GO:0050961	Asic3
GO:0050965	Adora1,Ano1,Ano1,Arrb2,Asic3,Calca,Cxcl12,Cxcr4,Ephb1,Htr2a,Lxn,Mmp24,Nr2f6,Ntrk1,Ntsr1,Pawr,Prdm12,Tac1,Tac4,Tac4,Tlr4,Trpv1,Trpv1
GO:0050966	Ano1,Asic3,Asic3,Bace1,Cacnb3,Cxcl12,Cxcr4,Fyn,Grin2a,Grin2b,Grin2d,Grm8,Htr2a,Il18,Itga2,Kcna1,Ntrk1,Pawr,Phf24,Scn1a,Tlr4,Tmem120a,Trpa1
GO:0050968	Asic3,Asic3,Trpa1,Trpa1,Trpa1,Trpa1,Trpa1,Trpv1,Trpv1
GO:0050973	Pcdh15,Sox2
GO:0050974	Asic2,Asic3,Igf1,Piezo2,Serpine2,Lhfpl5
GO:0050975	P2rx4,Rab3a,Tshz3
GO:0050976	Kcna1,Kcnk4
GO:0050982	Ano3,Jup,Piezo1,Pkd1,Pkd1,Pkd2,Pkd2l2,Piezo2,Piezo1,Pkd2,Pkd1l2,Pkd1l3,Pkd2l1,Pkd1l1,Pkdrej
GO:0050994	Cdk4,Lgals12,Rarres2,Thra,Rarres2
GO:0050995	Acacb,Adora1,Adra2a,Alk,Apoa2,Apoc1,Apoc3,Bscl2,Cidea,Cidea,Crtc3,Fmc1,Gimap3,Gimap5,Hcar1,Hcar2,Il1b,Pde3b,Plin5,Prkaa1,Tnf,Apoc1
GO:0050996	Abhd5,Adora1,Angptl3,Apoa2,Apoa5,Il1b,Prkce,Sct,Sct,Sctr,Sctr
GO:0050998	Actb,Arg2,Atp2b4,Calm1,Calm1,Calm3,Camk2d,Cav1,Cav1,Cav1,Cav3,Cd74,Cdh2,Ctnnb1,Dmd,Dnm1,Dnm2,Dnm3,Nos1ap,Nos1ap,Nos2,Nos3,Scn5a,Slc6a4,Snta1,Nos1ap
GO:0050999	Acvr2a,Egfr,Il1b,Il1b,Lep,Lep,Il1b,Il1a
GO:0051000	Agtr2,Akt1,Apoe,Calm1,Calm3,Dhfr,Esr1,Fcer2a,Gch1,Htr2b,Kras,Nod1,Npr3,Nus1,Pik3cb,Ptk2b,Ptk2b,S100a1,Scarb1,Terf2,Tert,Apoe
GO:0051001	Arg2,Atp2b4,Cav1,Cav1,Cav3,Cnr1,Cnr2,Eng,Gla,Gsk3b,Nosip
GO:0051005	Angptl3,Angptl4,Angptl4,Angptl8,Apoc1,Apoc3,Hdac9,Sort1,Apoc3,Apoc1
GO:0051006	Abhd5,Apoa4,Apoa5,Apoc2,Apoc2l,Apoh,Gpihbp1,Gpihbp1,Gpihbp1,Lmf1,Lmf1,Lmf1,Lmf1,Lmf1,Nr1h2,Nr1h3,Apoa5,Gpihbp1,Apoa1,Apoa4,Apoc2
GO:0051010	Apc,Apc,Apc,Clasp1,Clasp2,Clip1,Clip1,Clip1,Clip1,Clip1,Clip2,Clip2,Clip2,Dst,Kif18a,Kif2c,Knstrn,Mapre1,Mapre1,Mapre1,Mapre1,Mapre2,Mapre3,Mlph,Mlph,Numa1,Stim1,Clip3,Clip4,Mapre3,Fbxw11,Dctn1,Pafah1b1,Mapre2,Clip2,Clip1,Mapre1
GO:0051011	Camsap1,Camsap2,Camsap2,Camsap3,Camsap3,Camsap3,Camsap3,Camsap3,Macf1,Nin,Numa1,Tmod3,Camsap1,Camsap3,Tubgcp4,Tubgcp5,Tubgcp2,Tubgcp6,Tubgcp3,Haus4,Camsap2,Haus7
GO:0051012	Casc1,Map4,Map4,Spag16
GO:0051013	Katna1,Katna1,Katnal1,Katnal1,Katnb1,Spast,Spast,Spast,Spast,Spast,Ttll11,Ttll11,Ttll6,Ttll6,Ttll6,Gm42791,Katnal1,Katna1
GO:0051014	Dbnl,Flii,Fmnl1,Gsn,Gsn,Gsn,Scin,Srgap2,Vil1,Gsn,Vil1,Cfl2,Avil,Cfl1,Dstn,Scin,Capg,Flii,Svil,Vill
GO:0051015	Abitram,Abl1,Actn1,Actn1,Actn1,Actn2,Actn2,Actn3,Actn3,Actn4,Actn4,Actn4,Actr2,Actr3,Add1,Add2,Adssl1,Afdn,Aif1,Aif1,Aif1l,Ajuba,Antxr1,Anxa8,Arpc1b,Arpc2,Arpc3,Arpc4,Arpc5,Avil,Bin1,Bloc1s6,Cacnb2,Cacnb2,Camsap3,Capza1,Capzb,Cdk5r1,Cfl1,Cfl1,Cfl1,Cfl2,Clasp2,Coro1a,Coro1a,Coro1b,Coro1c,Ctnna1,Ctnna2,Ctnnal1,Dbn1,Dbnl,Dstn,Dstn,Eef2,Egfr,Eps8l1,Eps8l2,Ermn,Espn,Espnl,Ezr,Fermt1,Fermt2,Fgd4,Flna,Fmnl1,Fscn1,Fscn1,Fscn1,Gas2l2,Gas7,Gjb6,Hip1,Hip1r,Hip1r,Hip1r,Iqgap2,Itprid2,Kbtbd13,Klhl17,Kptn,Lasp1,Lcp1,Lcp1,Lima1,Lima1,Macf1,Map1s,Marcks,Micall2,Micall2,Misp,Mtss1,Myh1,Myh10,Myh11,Myh14,Myh14,Myh14,Myh3,Myh4,Myh6,Myh7,Myh7b,Myh8,Myh9,Myl4,Myo10,Myo16,Myo18a,Myo1a,Myo1b,Myo1b,Myo1c,Myo1d,Myo1e,Myo3a,Myo5b,Myo6,Myo6,Myo7a,Myo9b,Myo9b,Nebl,Nexn,Nexn,Panx1,Pick1,Pknox2,Plec,Pof1b,Ppp1r9a,Ppp1r9b,Rcsd1,Shroom1,Shroom2,Shroom2,Shroom4,Shtn1,Sipa1l1,Slc6a4,Sptb,Sptb,Sptbn5,Svil,Syne1,Syne2,Syne3,Tagln,Tln1,Tln2,Tmem201,Tmod1,Tmod4,Tnnc1,Tnni3,Tpm1,Tpm1,Tpm2,Tpm3,Tpm4,Tpm4,Triobp,Triobp,Trpv4,Ttn,Tulp1,Ush1c,Utrn,Vcl,Vil1,Vps16,Wdr1,Xirp1,Xirp2,Zfp185,Actn1,Nebl,Actr3,Myo1h,Hcls1,Avil,Coro1b,Myo1a,Marcksl1,Neb,Myom1,Actn2,Lasp1,Xirp1,Capg,Myo6,Fmnl3,Pof1b,Fscn2,Myo15,Svil,Fscn1,Tmem201,Ctnna3,Samd14,Add2,Fmnl1,Fhod3,Scin,Sptbn4,Spta1,Coro1a,Pstpip1,Pls3,Cttn,Arpc3,Actr2,Gsn,Mprip,Espnl,Aif1l,Gas2l2,Gas7,Myo7b,Aif1,Actr3b,Dmd,Vill,Ermn,Triobp,Shroom2,Dmtn,Myom2,Ctnna2,Kptn,Myo1c,Coro7,4933400A11Rik,Add1,Lima1,Add3,Cfl1,Coro2a,Tpm2,Ablim1,Myo5b,Ccin,Coro2b,Coro6,Marcks,Iqgap2,Arpc4,Espn,Nrap,Actn4,Iqgap3,Actn3,Sptbn1,Ppp1r9a,Myo5c,Dstn,Myo7a,Frg1,Gas2l1,Hip1r,Myo1f,Klhl17,Myo5a,Gas2,Rcsd1,Shroom4,Flii,Myo1e,Fscn3,Syne3,Utrn,Pstpip2,Arpc5,Tpm1,Myo19,Shroom3,Vil1,Myo1g,Tnnc2,Myo1b,Tpm4,Arpc1b,Ablim2,Coro1c,Xirp2,Myo1d,Sptbn2,Clmn,Abitram,Twf2,Arpc1a,Arpc5l,Dbnl,Twf1,Dbn1,Fmnl2,Capza3,Wdr1,Capza2,Sptan1,Vinac1,Fhod1,Lcp1,Cotl1,Tulp1,Maco1,Ppp1r9b,Tpm3,Hip1,Gas2l3,Myo16,Arpc2,Pls1,Ablim3,Ctnna1,Anxa6,Sptb,Iqgap1,Myom3,Tpm3-rs7,Shroom1,Tnnc1,Cfl2
GO:0051016	Add1,Add2,Capza1,Capzb,Dbnl,Eps8,Eps8,Eps8,Evl,Twf1,Twf2,Vil1,Capza3,4933400A11Rik,Add3,Vill,Twf1,Capzb,Capg,Flii,Svil,Avil,Add2,Gsn,Capza2,Capza1,Twf2,Add1,Vil1,Scin
GO:0051017	Abl2,Actn1,Actn4,Add1,Add2,Aif1,Aif1,Baiap2,Baiap2,Coro1b,Dbnl,Dmtn,Dpysl3,Eps8,Eps8,Eps8,Espn,Ezr,Fam107a,Fmn2,Fscn1,Fscn1,Fscn1,Fscn1,Gas7,Lcp1,Lcp1,Lima1,Marcks,Myh10,Myo1b,Pawr,Pcdh15,Rhod,Shroom1,Shroom2,Swap70,Triobp,Ush1c,Fscn1,Fscn2,Dmtn,Pls1,Aif1l,Espn,Cald1,Pls3,Baiap2l1,Fam107a,Lima1,Shroom1,Fscn3,Baiap2,Aif1,Espnl,Baiap2l2,Lcp1
GO:0051018	Akain1,Akain1,Akap10,Akap10,Akap12,Akap13,Akap14,Akap17b,Akap3,Akap4,Akap6,Akap6,Akap7,Akap7,Akap7,Crybg3,Dact1,Dact1,Dact2,Dact3,Ezr,Gria1,Gskip,Lrba,Lrrk2,Lrrk2,Myrip,Myrip,Nbea,Pakap,Rara,Rps3,Sphkap,Sphkap,Wasf1,Wasf2,Lrrk2,Akap3,Sphkap,Gskip,Akap6,Akap4
GO:0051019	Abl1,Ace,Arrb2,Atf7,Cdk5rap3,Dusp1,Dusp1,Dusp2,Gch1,Gtf2i,Iqgap1,Map3k1,Mapk7,Mapkapk5,Mapkapk5,Mical2,Nbr1,Pebp1,Plcb4,Ppm1d,Ptafr,Ptpn5,Ptprj,Sirt1,Stau2,Tnip1,Tpr,Mapkapk5,Mapkapk2,Gm42878,Micalcl,Tnip1,Mapkapk3,Ppm1d
GO:0051020	Aimp1,Ambra1,Atg14,Atg16l1,Bcl2l1,Becn1,Bin1,Bnip3,Clta,Eno1,Eno1b,Eprs,Flna,Fnbp1l,Gnb1,Gnb2,Gnb3,Golga4,Hdac3,Hsp90aa1,Iars,Lamtor1,Lcp1,Marchf5,Mfn2,Pak3,Pou4f1,Ppp1r9a,Preb,Ptprn,Rab3ip,Rasa1,Rasip1,Rragb,Rragc,Rragd,Sh3gl1,Sptbn1,Stoml2,Ulk1,Ybx1,Radil,Rasip1
GO:0051021	Rab10,Rab3a
GO:0051022	Cdc42,Cdc42,Plxnb3,Rac1,Rhoa
GO:0051026	Brip1,Ccnb1ip1,Ccnb1ip1,Rnf212,Sycp1,Sycp3,Sycp3,Tex11,Ube2b,Sycp1
GO:0051028	Aaas,Ahctf1,Alyref,Alyref2,Arc,Bicd2,Casc3,Cetn2,Cetn3,Cpeb1,Ddx25,Ddx39b,Dhx9,Eif5a,Eif5a2,Eny2,Fmr1,Fyttd1,G3bp2,Gle1,Hnrnpa1,Hnrnpa2b1,Hnrnpa3,Hsf1,Htt,Igf2bp1,Igf2bp2,Igf2bp3,Iws1,Khsrp,Kif5c,Lrpprc,Magoh,Magohb,Mapt,Mcm3ap,Myo1c,Ncbp1,Ncbp1,Ncbp2,Ncbp3,Ndc1,Nup107,Nup133,Nup155,Nup160,Nup188,Nup210,Nup214,Nup35,Nup37,Nup43,Nup54,Nup62,Nup85,Nup88,Nup93,Nup98,Nupl2,Nxf1,Nxf1,Nxt1,Nxt2,Parp11,Poldip3,Pom121,Qk,Ranbp17,Ranbp2,Sarnp,Sec13,Seh1l,Senp2,Slbp,Srsf1,Srsf3,Srsf7,Supt6,Thoc1,Thoc2,Thoc3,Thoc5,Thoc6,Thoc7,Tnks,Tpr,Xpo1,Zc3h11a,Zc3h3,Zfp36,Zfp36l1,Slbp
GO:0051029	Tst
GO:0051031	Ybx1
GO:0051032	Sidt2
GO:0051033	Hnrnpa3,Sidt2,Sidt1
GO:0051036	Chmp3,Pclo,Rab5a
GO:0051039	Brdt
GO:0051041	Cx3cl1
GO:0051042	Bmp2
GO:0051044	Adam8,Adam8,Adam9,Adra2a,Apoe,App,Gpld1,Gpld1,Ifng,Il1b,Nrd1,Pacsin3,Rgma,Sh3d19,Snx33,Snx9,Tnf,Tnfrsf1b,Adam8,Tnfrsf1b
GO:0051045	Il10,Lrig2,Ptpn3,Timp1,Timp3,Timp1,Timp4,Timp3,Timp2
GO:0051046	Myo6,Pofut2,Tmem184a
GO:0051047	Acsl3,Gpld1,Rhbdd1,Rhbdd1
GO:0051048	Egf,Erbb3,Npy2r,Nrg1
GO:0051049	Lepr,Ica1l,Ica1
GO:0051050	Slc30a3
GO:0051051	Arl6ip5,Rsc1a1,Trat1,Yrdc,Rsc1a1,Arl6ip5
GO:0051053	Sub1
GO:0051054	Anxa3,Igf1r,Npm1,Npm2,Oga,Pfn1
GO:0051055	Apoe,Asxl3,Ccdc3,Ceacam1,Gper1,Mup1,Obp2a,Serpina12,Stk11
GO:0051056	Amot,Arhgap18,Arhgap26,Cdc42bpa,Chn1,Garnl3,Iqsec3,Ralgapa1,Ralgapa2,Ralgapb,Rap1gap,Rap1gap2,Sipa1,Sipa1l1,Sipa1l2,Sipa1l3,Tsc2,Arhgap18,Arhgap19,Arhgap40,Arhgap28
GO:0051057	Adcyap1r1,Bnip2,Cdon,Frmd7,Itgav,Reln,Sos1,Sos2,Src
GO:0051058	Arhgap12,Arhgap25,Cd2ap,Cgnl1,Cyrib,Cyrib,Sh3bp1,Slit2,Arhgap25
GO:0051059	Akap8,Ankrd42,Anxa4,Apex1,Bcl10,Brms1,Cdk5rap3,Cdkn2a,Commd6,Commd7,Cpne1,Dnaja3,Ep300,Faf1,Gsk3b,Hdac1,Hdac2,Hdac3,Hif1an,Mtdh,Nfkbia,Nfkbia,Nfkbid,Notch2,Npm1,Ppard,Psma6,Rela,Rnf25,Setd6,Taf4b,Trp53bp2,Bcl10,Commd6,Commd7,Mtdh
GO:0051066	Gch1
GO:0051068	Dld
GO:0051081	Akap8l,Dctn1,Ndel1,Pafah1b1,Plk1
GO:0051082	Aip,Calr,Calr3,Canx,Clgn,Clpx,Clu,Cryaa,Cryab,Dnaja1,Dnaja2,Dnaja3,Dnaja4,Dnajb1,Dnajb11,Dnajb2,Dnajb5,Dnajb6,Dnajb8,Erlec1,Grpel1,Grpel2,Hsp90aa1,Hspa1a,Hspa1a,Hspa1b,Hspa1l,Hspa2,Hspa5,Hspa8,Hspa8,Hspa8,Hspb6,Mkks,Npm1,Pdrg1,Pfdn1,Pfdn2,Pfdn4,Pfdn5,Pfdn6,Ptges3,Scg5,Serpinh1,Srsf10,Ssu2,St13,Syvn1,Tbce,Tmem67,Tomm20,Tor1a,Ube4b,Uggt1,Uggt1,Vbp1,Cct4,Shq1,Cdc37l1,Cct2,Cpn10-rs1,Cct8,Hspa8,4930503B20Rik,Hsp90b1,Hspa9,Heatr3,Ccdc115,Hspa1b,Pet100,Hspa2,Cct5,Cct8l1,Nudc,Uggt1,Ern1,Dnajb4,Trap1,Dnajb3,Dnajb8,Ern2,Cct3,Dnajb6,Cct6a,Hsp90ab1,Dnajb13,Hspe1,Hspa1a,Cct7,Naca,Cdc37,Dnajb5,Hspa5,Hspa13,Hspa1l,Dnajb7,Uggt2,Nacad,Hsp90aa1,Cct6b,Dnajb2,Tcp1,Hspa14,Grpel1,Dnajb1,Grpel2,Nudcd2,Nudcd3,Ndufaf1,Pfdn1
GO:0051084	Chchd4,Entpd5,Selenof,Sh3glb1
GO:0051085	Bag1,Cd74,Cd74,Dnajb1,Dnajb1,Dnajb12,Dnajb14,Dnajc7,Ero1a,H2-DMa,H2-DMa,H2-DMa,H2-DMa,H2-DMa,H2-DMb1,H2-DMb2,Hspa8,Hsph1,Ptges3,Sdf2,Sdf2l1,St13,Tor1a,Tor1b,Tor2a,Hspa1l,Dnajb1,Hspa5,Hspa14,Hspa2,Hspe1,Dnajb13,St13,Hspa9,Dnajb14,Dnajb5,Dnajb4,Dnajb12,Cpn10-rs1,Dnajc18,Hspa8,Hspa13,Hspa1a,Hspa1b
GO:0051086	Cct2
