	Genes
GO:0016310	4921509C19Rik,Aak1,Aatk,Abl1,Abl2,Acvr1,Acvr1b,Acvr1c,Acvr2a,Acvr2b,Acvrl1,Adck1,Adck2,Adck5,Adk,Adpgk,Ak2,Ak4,Ak5,Ak7,Ak8,Akt1,Akt2,Akt3,Aldh18a1,Alk,Alpk1,Alpk2,Alpk3,Amhr2,Ankk1,Araf,Atm,Atr,Aurka,Aurkb,Aurkc,Axl,Baz1b,Bckdk,Bcr,Blk,Bmp2k,Bmpr1a,Bmpr1b,Bmpr2,Bmx,Braf,Brsk1,Brsk2,Btk,Bub1,Bub1b,Camk1,Camk1d,Camk1g,Camk2a,Camk2b,Camk2d,Camk2g,Camk4,Camkk1,Camkk2,Cask,Cdc42bpa,Cdc42bpb,Cdc42bpg,Cdc7,Cdk1,Cdk10,Cdk11b,Cdk12,Cdk13,Cdk14,Cdk15,Cdk16,Cdk17,Cdk18,Cdk19,Cdk2,Cdk20,Cdk4,Cdk5,Cdk6,Cdk7,Cdk8,Cdk9,Cdkl1,Cdkl2,Cdkl3,Cdkl4,Cdkl5,Chek1,Chek2,Chkb,Chuk,Ciita,Cilk1,Cit,Ckm,Clk1,Clk2,Clk3,Clk4,Clp1,Cmpk2,Coasy,Coq8a,Csf1r,Csk,Csnk1a1,Csnk1d,Csnk1e,Csnk1g1,Csnk1g2,Csnk1g3,Csnk2a1,Csnk2a2,Dapk1,Dapk2,Dapk3,Dcaf1,Dclk1,Dclk2,Dclk3,Ddr1,Ddr2,Dgka,Dgkd,Dgke,Dgkg,Dgkh,Dgki,Dgkq,Dgkz,Dguok,Dmpk,Dolk,Dstyk,Dtymk,Dyrk1a,Dyrk1b,Dyrk2,Dyrk3,Dyrk4,Eef2k,Egfr,Eif2ak1,Eif2ak2,Eif2ak3,Eif2ak4,Epha1,Epha10,Epha2,Epha3,Epha4,Epha5,Epha6,Epha7,Epha8,Ephb1,Ephb2,Ephb3,Ephb4,Erbb2,Erbb3,Erbb4,Ern1,Ern2,Etnk1,Etnk2,Fam20b,Fam20c,Fastk,Fcsk,Fer,Fes,Fgfr1,Fgfr2,Fgfr3,Fgfr4,Fggy,Fgr,Flt1,Flt3,Flt4,Fn3k,Frk,Fyn,Gak,Galk1,Galk2,Gck,Glyctk,Gm4922,Gm7168,Gne,Grk1,Grk2,Grk3,Grk4,Grk5,Grk6,Gsk3a,Gsk3b,Guk1,Haspin,Hck,Hipk1,Hipk2,Hipk3,Hipk4,Hk1,Hk2,Hk3,Hkdc1,Htr2b,Hunk,Igf1r,Ikbkb,Ikbke,Ilk,Insr,Insrr,Ippk,Irak1,Irak4,Itk,Itpk1,Itpka,Itpkc,Jak1,Jak2,Jak3,Kalrn,Kdr,Khk,Kit,Ksr1,Ksr2,Lats1,Lats2,Lck,Limd1,Limk1,Limk2,Lmtk2,Lmtk3,Lrguk,Lrrk1,Lrrk2,Ltk,Lyn,Mak,Map2k1,Map2k2,Map2k3,Map2k4,Map2k5,Map2k6,Map3k1,Map3k10,Map3k11,Map3k12,Map3k13,Map3k14,Map3k15,Map3k19,Map3k2,Map3k20,Map3k21,Map3k3,Map3k4,Map3k5,Map3k6,Map3k7,Map3k8,Map3k9,Map4k1,Map4k2,Map4k3,Map4k4,Map4k5,Mapk1,Mapk10,Mapk11,Mapk12,Mapk13,Mapk14,Mapk15,Mapk3,Mapk3,Mapk4,Mapk6,Mapk7,Mapk8,Mapk9,Mapkapk2,Mapkapk3,Mapkapk5,Mark1,Mark2,Mark3,Mark4,Mast1,Mast2,Mast3,Mast4,Mastl,Matk,Melk,Mertk,Met,Mink1,Mknk1,Mknk2,Mok,Mos,Mst1r,Mtor,Mtor,Musk,Mylk,Mylk2,Mylk3,Myo3a,Myo3b,N4bp2,Nagk,Nek1,Nek10,Nek11,Nek2,Nek3,Nek4,Nek5,Nek6,Nek7,Nek8,Nek9,Nim1k,Nlk,Nme1,Nme2,Nme3,Nme4,Nme6,Nme7,Nmrk2,Nrk,Ntrk1,Ntrk2,Ntrk3,Nuak1,Nuak2,Obscn,Oxsr1,Pak1,Pak2,Pak3,Pak4,Pak5,Pak6,Pank2,Pank3,Papss1,Papss2,Pask,Pbk,Pck1,Pdgfra,Pdgfrb,Pdik1l,Pdk1,Pdk2,Pdk3,Pdk4,Pdpk1,Pdxk,Pfkfb1,Pfkfb4,Pfkl,Pfkm,Pfkp,Pgk1,Pgk2,Phkg1,Phkg2,Pi4k2b,Pi4ka,Pi4kb,Pik3c2a,Pik3c2g,Pik3c3,Pik3ca,Pik3cb,Pik3cd,Pik3cg,Pik3r4,Pikfyve,Pim1,Pim2,Pim3,Pink1,Pip4k2a,Pip4k2b,Pip4k2c,Pip5k1a,Pip5k1b,Pip5k1c,Pip5kl1,Pkdcc,Pklr,Pkm,Pkmyt1,Pkn1,Pkn2,Pkn3,Plk1,Plk2,Plk3,Plk4,Pmvk,Pnck,Pnkp,Pomk,Ppip5k2,Prkaa1,Prkaa2,Prkaca,Prkacb,Prkca,Prkcb,Prkcd,Prkce,Prkcg,Prkch,Prkci,Prkcq,Prkcz,Prkd1,Prkd2,Prkd3,Prkdc,Prkg1,Prkg2,Prkx,Prpf4b,Prps1,Prps2,Pskh1,Ptk2,Ptk2b,Ptk6,Raf1,Rbks,Ret,Rfk,Riok1,Riok2,Riok3,Ripk1,Ripk2,Ripk3,Ripk4,Rock1,Rock2,Ror2,Ros1,Rps6ka1,Rps6ka2,Rps6ka3,Rps6ka4,Rps6ka5,Rps6ka6,Rps6kb1,Rps6kb2,Rps6kc1,Rps6kl1,Rskr,Ryk,Sbk1,Sbk2,Sbk3,Sephs1,Sgk1,Sgk2,Sgk3,Sgms1,Sgms2,Shpk,Shpk,Sik1,Sik2,Sik3,Slk,Smg1,Smg1,Smok2a,Smok2b,Snrk,Speg,Sphk1,Src,Srms,Srpk1,Srpk2,Srpk3,Stat3,Stk10,Stk11,Stk16,Stk17b,Stk19,Stk24,Stk25,Stk26,Stk3,Stk31,Stk32a,Stk32b,Stk32c,Stk33,Stk35,Stk36,Stk38,Stk38l,Stk39,Stk4,Stk40,Styk1,Syk,Taf1,Taok1,Taok2,Taok3,Tbk1,Tec,Tek,Tesk1,Tesk2,Tgfbr1,Tgfbr2,Tie1,Tk1,Tk2,Tkfc,Tlk1,Tlk2,Tnik,Tnk1,Tnk2,Tnni3k,Tollip,Tpk1,Trio,Trpm6,Trpm7,Tssk1,Tssk2,Tssk3,Tssk4,Tssk5,Tssk6,Ttbk1,Ttk,Ttn,Txk,Tyk2,Tyro3,Uck1,Uck2,Uckl1,Uhmk1,Ulk1,Ulk2,Ulk3,Ulk4,Vrk1,Vrk2,Wee1,Wee2,Wnk1,Wnk2,Wnk3,Wnk4,Yes1,Zap70,Sphk2,Cerkl,Cerk,Agk,Gk,Shpk,Gk2,Gykl1,Xylb,Gk5,Sphk1
GO:0016311	Acp5,Acpp,Acpp,Akp1,Alpi,Apk,Cdc14a,Cdc14b,Cdkn3,Dupd1,Dusp1,Dusp10,Dusp11,Dusp12,Dusp13,Dusp13,Dusp14,Dusp15,Dusp16,Dusp18,Dusp19,Dusp2,Dusp21,Dusp22,Dusp23,Dusp26,Dusp27,Dusp28,Dusp3,Dusp4,Dusp5,Dusp6,Dusp7,Dusp8,Ephx2,Epm2a,Fbp1,Inpp5k,Inpp5k,Mtm1,Mtmr1,Mtmr2,Mtmr3,Mtmr4,Mtmr6,Nanp,Nt5c,Pdxp,Pdxp,Pdxp,Pgp,Pnkp,Ppm1a,Ppp1ca,Ppp3ca,Ppp3ca,Ppp4c,Ptp4a1,Ptp4a2,Ptp4a3,Ptpdc1,Ptpn1,Ptpn11,Ptpn12,Ptpn13,Ptpn14,Ptpn18,Ptpn2,Ptpn20,Ptpn21,Ptpn22,Ptpn23,Ptpn3,Ptpn4,Ptpn5,Ptpn6,Ptpn7,Ptpn9,Ptpra,Ptprb,Ptprb,Ptprb,Ptprc,Ptprd,Ptpre,Ptprf,Ptprg,Ptprh,Ptprj,Ptprk,Ptprm,Ptprn,Ptprn2,Ptpro,Ptprq,Ptprr,Ptprs,Ptprt,Ptpru,Ptprz1,Rngtt,Ssh1,Ssh2,Ssh3,Thnsl2,Thtpa,Alppl2,Lhpp,Thnsl2,Fra10ac1,Alpi,Psph,Pten,Acp2,Thtpa,Acpp,Acp6,Tpte,Acp4,Akp3,Hdhd2,Pxylp1,Alpl
GO:0016312	Inpp5k,Inpp5k,Inpp5k,Mtmr7,Inpp5k
GO:0016314	Inpp5e,Pten,Pten,Pten,Pten,Tpte
GO:0016316	Inpp4a,Inpp4b,Inpp4a,Inpp4b
GO:0016320	Bnip1,Vcpip1,Vcpip1
GO:0016321	Meikin,Mlh1,Plk1,Sycp3,Ttk,Meikin
GO:0016322	Abl2,Adgrb3,Anks1,App,C1qa,C1ql1,C3,Cspg4,Ednra,Epha8,Farp2,Gnaq,Ntn4,Pdgfb,Rnd1,Scarf1,Adgrb3
GO:0016323	Abca1,Abca8b,Abcc1,Abcc1,Abcc10,Abcc3,Abcc3,Abcc4,Abcc4,Abcc5,Abcc5,Abcc5,Abcc6,Abcc6,Adam9,Adcy8,Adora1,Agtr1a,Ajap1,Akap5,Alpk2,Ank2,Ank3,Anxa2,Ap2a1,Aqp1,Aqp1,Aqp1,Aqp2,Aqp3,Aqp3,Aqp3,Aqp3,Aqp4,Aqp4,Aqp4,Aqp4,Aqp4,Aqp4,Aqp9,Arrb1,Arrb2,Atp12a,Atp1a1,Atp1a1,Atp1a1,Atp1b1,Atp1b1,Atp1b3,Atp2b1,Atp2b1,Atp2b4,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp7a,Atp7a,Atp7b,Atp7b,B4galt1,Best1,Bsnd,C5ar1,Cadm1,Calhm1,Calhm3,Car11,Car2,Car9,Cask,Cask,Cask,Casr,Cav1,Cd300lg,Cd38,Cd44,Cd44,Cd46,Cd81,Cdh1,Cdh1,Cdh1,Cdh1,Cdh1,Cdh1,Cdh1,Cdh16,Cdh17,Cdh17,Cdh2,Ceacam1,Ceacam2,Cftr,Clcnka,Clcnka,Cldn1,Cldn19,Cldn7,Cldn7,Cldn8,Cnnm2,Cnnm2,Cnnm4,Cr1l,Ctnna2,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnb1,Cxadr,Cxadr,Cxadr,Dag1,Ddr1,Dlg1,Dlg1,Dlg1,Dlg1,Dlg1,Dsp,Dstyk,Dstyk,Egfr,Egfr,Entpd1,Epb41,Epcam,Erbb2,Erbb2,Erbb3,Erbb4,Erbin,Erbin,Ezr,Flot1,Flot2,Folr1,Frmpd2,Fxyd2,Gpihbp1,Grk2,Hcn1,Hcn4,Heph,Hjv,Hpgd,Hsp90ab1,Ide,Itga3,Itga3,Itga6,Kcnc2,Kcnj10,Kcnj10,Kcnj16,Kcnj4,Kcnn4,Kcnq1,Kcnq1,Ldlr,Ldlr,Lin7a,Lin7a,Llgl1,Lpo,Lrp1,Marveld2,Mlc1,Mpz,Msn,Mttp,Myo1a,Myo1d,Naip1,Ndrg4,Nkd2,Nod1,Nod2,Numb,Orai1,P2ry1,P2ry2,P2ry4,P2ry6,Palm,Pcmt1,Pdgfb,Pdpn,Pdzd11,Pianp,Pkd1,Plpp3,Pth1r,Ptk2,Rab17,Rapgef4,Rasgrf1,Rhbg,Rhbg,Rhbg,Rhbg,Rhbg,Rhbg,Rhcg,Rhcg,S100g,Scrib,Scrib,Slc10a1,Slc12a2,Slc12a2,Slc12a6,Slc12a6,Slc13a3,Slc13a5,Slc16a1,Slc16a10,Slc16a12,Slc16a3,Slc16a8,Slc19a1,Slc19a1,Slc1a3,Slc22a1,Slc22a19,Slc22a2,Slc22a21,Slc22a22,Slc22a26,Slc22a27,Slc22a28,Slc22a29,Slc22a30,Slc22a5,Slc22a6,Slc22a7,Slc22a8,Slc22a8,Slc23a2,Slc26a5,Slc26a5,Slc26a6,Slc26a7,Slc26a7,Slc26a7,Slc29a1,Slc29a2,Slc29a4,Slc29a4,Slc29a4,Slc2a1,Slc2a1,Slc2a1,Slc2a1,Slc2a2,Slc2a9,Slc34a1,Slc38a1,Slc38a3,Slc39a14,Slc39a14,Slc39a5,Slc39a8,Slc3a2,Slc40a1,Slc40a1,Slc41a1,Slc46a1,Slc47a1,Slc4a1,Slc4a1,Slc4a1,Slc4a1,Slc4a10,Slc4a10,Slc4a10,Slc4a10,Slc4a10,Slc4a11,Slc4a11,Slc4a11,Slc4a2,Slc4a2,Slc4a2,Slc4a2,Slc4a4,Slc4a7,Slc4a7,Slc4a7,Slc4a9,Slc51a,Slc51a,Slc51a,Slc51b,Slc51b,Slc51b,Slc6a13,Slc6a6,Slc6a9,Slc7a1,Slc7a5,Slc7a8,Slc8a1,Slc9a1,Slc9a1,Slc9b2,Slco1a1,Slco1b2,Slco1c1,Slco1c1,Slco1c1,Slco4c1,Slco4c1,Spef1,Spef1l,St14,Stk39,Stx2,Stx4a,Stx4a,Stx4a,Stxbp3,Tek,Tfrc,Tgfa,Tgfbr1,Tjp1,Tlr9,Trpc1,Trpc4,Tshr,Umod,Vamp8,Vangl2,Vsig1,Slc26a10,Slc19a1,Mttp,Slc4a2,Aqp9,Cd44,Aqp7,Lrrc7,Aqp4,Synj2bp,Lin7b,Frmpd2,Slc4a1,Slc26a7,Pdzd11,Dlg3,Scrib,Aqp3,Bsnd,Dlg1,Vsig1,Pdpn,Abcc1,Car11,Erbin,Slc4a10,Slc4a7,Slc40a1,Dlg2,Slc4a9,Slc29a2,Slc4a4,Slc4a11,Lin7a,Lin7c
GO:0016324	Abca7,Abcb11,Abcb11,Abcb1a,Abcb1a,Abcb1a,Abcb1b,Abcb1b,Abcb4,Abcb4,Abcc1,Abcc2,Abcc2,Abcc2,Abcc4,Abcc4,Abcc5,Abcc5,Abcc6,Abcg2,Abcg2,Abcg5,Abcg5,Abcg5,Abcg5,Abcg8,Abcg8,Abcg8,Abcg8,Ace2,Acy3,Adam17,Adcy10,Adcy8,Adgrg2,Adrb2,Ager,Ahcyl1,Akap7,Akap7,Akr1a1,Amn,Amotl1,Amotl2,Ano1,Ano1,Anxa1,Anxa1,Anxa4,Anxa6,Ap2a1,Aqp1,Aqp1,Aqp1,Aqp1,Aqp1,Aqp1,Aqp2,Aqp2,Aqp2,Aqp2,Aqp2,Aqp2,Aqp2,Aqp5,Aqp5,Aqp5,Aqp5,Aspm,Atp12a,Atp12a,Atp1a1,Atp1a1,Atp1b1,Atp1b1,Atp1b1,Atp1b2,Atp1b2,Atp1b2,Atp1b3,Atp2b1,Atp2b2,Atp2b2,Atp4a,Atp6ap2,Atp6v0a4,Atp6v0a4,Atp6v0a4,Atp6v0a4,Atp6v0d1,Atp6v0d2,Atp6v0d2,Atp6v1a,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp6v1b1,Atp6v1b2,Atp6v1b2,Atp6v1b2,Atp6v1e1,Atp6v1e1,Atp6v1e1,Atp7a,Atp8b1,Birc5,Bmpr2,Bst2,C1qtnf5,Cacna1d,Cacnb3,Car4,Car4,Casr,Cav1,Cblif,Cd300lg,Cd34,Cd44,Cd44,Cd55,Cd55b,Cd81,Cd9,Cdh2,Cdhr2,Cdhr5,Ceacam1,Ceacam1,Ceacam1,Ceacam1,Ceacam1,Ceacam2,Ceacam2,Ceacam2,Ceacam2,Ceacam2,Ceacam20,Ceacam20,Ceacam9,Cfap126,Cftr,Cftr,Cftr,Cftr,Chrna7,Clcn3,Clcnka,Cldn1,Cldn1,Cldn24,Cldn25,Cldn4,Cldnd1,Cntfr,Crb2,Crb2,Crb2,Crb2,Crb3,Ctsb,Cubn,Cubn,Cubn,Cyba,Cybrd1,Cyp4a10,Cyp4a12a,Cyp4a12b,Cyp4a14,Cyp4a29,Cyp4a30b,Cyp4a31,Cyp4a32,Cyp4f14,Cyp4f15,Cyp4f40,Dab2,Ddr2,Dll1,Dpp4,Dram2,Dsg2,Dstyk,Dstyk,Ecrg4,Ecrg4,Emp2,Enpep,Epcam,Erbb2,Erbb2,Erbb3,Ezr,Ezr,Ezr,F2rl2,Fas,Fat1,Fn1,Folr1,Fxyd1,Fzd3,Fzd6,Gja1,Gja1,Gjb6,Gnat1,Gnat3,Gp2,Gp2,Gpihbp1,Gpr143,Grk2,Havcr1,Hax1,Hip1r,Hsp90ab1,Hvcn1,Hyal2,Igfbp2,Il18,Il6ra,Itgb3,Itgb3,Itpk1,Jag1,Kcna1,Kcnc2,Kcne1,Kcne1,Kcne1,Kcne4,Kcnj10,Kcnk1,Kcnk2,Kcnma1,Kcnma1,Kcnn4,Kcnq1,Kiss1,Kncn,Lhfpl5,Lmo7,Lrp2,Lrp2,Lrp2,Lrp2,Lzts1,Mal,Mal,Marveld2,Mlc1,Mpdz,Msn,Msn,Mtdh,Muc1,Muc1,Muc13,Muc13,Muc3,Muc3,Muc4,Myo1a,Myo7a,Myrip,Naaladl1,Notch1,Nox4,Nrg1,Numb,Ocln,Ocln,Osmr,Otoa,Oxtr,P2rx2,P2ry1,P2ry2,P2ry4,P2ry6,Pappa2,Pard6b,Pdgfrb,Pdia3,Pdpn,Pdpn,Pdzk1,Pfkm,Pip,Pkhd1,Pkhd1,Pld1,Plec,Plet1,Plpp1,Podxl,Podxl,Prkaa1,Prkaa2,Prkab2,Prkci,Prkcz,Prkcz,Prom1,Prom1,Pten,Pth1r,Ptk2,Ptk2,Ptpro,Rab14,Rab17,Rab27a,Rab27b,Rapgef2,Rapgef4,Rapgef6,Rdx,Rhcg,Rhcg,Rhcg,Rhcg,Rhcg,Ripor2,S100g,Scnn1a,Scnn1a,Scnn1b,Scnn1g,Scrib,Shank2,Shroom2,Shroom2,Shroom3,Shroom4,Slc10a2,Slc10a2,Slc11a2,Slc11a2,Slc12a1,Slc12a1,Slc12a1,Slc12a1,Slc12a2,Slc12a2,Slc12a2,Slc12a3,Slc12a3,Slc12a3,Slc12a3,Slc12a3,Slc12a3,Slc12a6,Slc15a1,Slc15a2,Slc16a1,Slc16a1,Slc16a2,Slc16a2,Slc16a2,Slc16a3,Slc16a8,Slc17a1,Slc17a3,Slc19a1,Slc19a1,Slc19a1,Slc1a1,Slc1a1,Slc22a1,Slc22a1,Slc22a1,Slc22a12,Slc22a12,Slc22a13,Slc22a18,Slc22a2,Slc22a2,Slc22a2,Slc22a21,Slc22a4,Slc22a5,Slc22a8,Slc22a8,Slc23a1,Slc23a2,Slc24a4,Slc24a4,Slc26a2,Slc26a3,Slc26a4,Slc26a4,Slc26a4,Slc26a4,Slc26a4,Slc26a4,Slc26a6,Slc26a6,Slc26a6,Slc26a6,Slc26a9,Slc26a9,Slc28a1,Slc29a1,Slc29a4,Slc29a4,Slc29a4,Slc2a1,Slc2a1,Slc2a1,Slc2a1,Slc2a2,Slc2a2,Slc2a5,Slc2a5,Slc2a9,Slc30a5,Slc30a5,Slc34a1,Slc34a1,Slc34a2,Slc34a2,Slc34a2,Slc34a2,Slc34a2,Slc34a2,Slc34a2,Slc34a2,Slc34a3,Slc34a3,Slc38a3,Slc39a14,Slc39a4,Slc39a4,Slc39a8,Slc39a8,Slc39a8,Slc39a8,Slc3a1,Slc3a2,Slc3a2,Slc44a4,Slc46a1,Slc46a1,Slc47a1,Slc4a10,Slc4a11,Slc4a2,Slc4a5,Slc4a7,Slc4a7,Slc4a7,Slc5a1,Slc5a1,Slc5a1,Slc5a7,Slc5a8,Slc6a18,Slc6a19,Slc6a19,Slc6a20a,Slc6a20a,Slc6a20b,Slc6a20b,Slc6a6,Slc6a9,Slc7a1,Slc7a1,Slc7a13,Slc7a13,Slc7a5,Slc7a5,Slc7a8,Slc7a9,Slc9a1,Slc9a3,Slc9a3,Slc9a3r1,Slc9a3r1,Slc9a3r1,Slc9a3r1,Slc9a3r2,Slc9a3r2,Slco2b1,Slco2b1,Slco3a1,Spef1,Spef1l,Sptbn2,Stc1,Stk26,Stk39,Stx3,Stx3,Stx3,Stx4a,Stxbp2,Stxbp2,Stxbp2,Stxbp3,Stxbp3,Sytl4,Tcirg1,Tdgf1,Tek,Tgfbr1,Thy1,Tjp1,Tjp3,Tlr9,Tmem114,Tmem235,Tnik,Trf,Trpa1,Trpm6,Trpv5,Trpv5,Umod,Umod,Umod,Umod,Upk1a,Upk1b,Upk2,Upk3a,Upk3a,Ush2a,Vamp3,Vangl2,Vcam1,Zmynd10,Aqp5,Tmem235,Plet1,Gp2,Pdzd3,Podxl,Muc1,Zpld2,Shroom3,Slc4a2,Trpm6,Shroom2,Pdzk1,Pard3b,Prom1,Hax1,Slc12a1,Slc12a2,Slc34a2,Slc34a3,Psen2,Pard6g,Umod,Aqp2,Lrp2,Amn,Slc10a2,Slc9a3r2,Pard6a,BC034090,Upk2,Psen1,Aqp6,Umodl1,Slc34a1,Shroom1,Slc4a7,Slc9a3r1,Slc12a3,Shroom4,Slc9a3,Tmem114,Mip,Abcc2,Slc19a1,Pard3,Cftr,Pdpn,Prom2,Pard6b,Kncn
GO:0016327	Cdh2,Cldn3,Cldn4,Cldn4,Cldn5,Cldn6,Cldn7,Cldn8,Crb2,Ctnnb1,Ctnnd1,Cxadr,Eppk1,Fzd6,Jup,Krt19,Krt8,Mpdz,Mtcl1,Ocln,Palm,Prickle2,Rasgrf1,Thbd,Tjp1,Tmem114,Mtcl1
GO:0016328	Abcc1,Abcc6,Akap7,Ank3,Anxa1,Apc,Apc,Atp1a1,Atp1b1,Atp1b2,Atp6v1b1,Axin1,Bves,Bves,C1qtnf5,Cdh1,Ceacam1,Ceacam2,Cldn1,Cldn1,Cldn12,Cldn13,Cldn15,Cldn3,Cldn3,Cldn4,Cldn5,Cldn7,Cldn7,Coro1c,Ctnnb1,Ctnnb1,Dlg1,Dlg1,Drd2,Dsg2,Dvl1,Dvl2,Epcam,Epcam,Erbb3,Fgf13,Fzd3,Gja1,Gjb1,Gjb2,Iqgap1,Iqgap3,Jup,Mark2,Mpp4,Mtcl1,Myo1a,Myo1a,Myo1c,Nkd2,Nsg1,Ocln,Pkd1,Prickle2,Ptpro,Rab13,Scn5a,Slc12a2,Slc16a1,Slc16a3,Slc26a5,Slc26a5,Slc6a9,Sptan1,Sptan1,Tacstd2,Vangl1,Vangl2,Vangl2,Tbcd,Mtcl1
GO:0016331	Aldh1a2,Ctnnb1,Fgfr2,Grsf1,Jag2,Kdf1,Lama5,Pcdh8,Pdx1,Scrib,Tbx18,Tgfb1i1,Vegfc,Tbx18
GO:0016332	Llgl2,Wnt7b
GO:0016338	Cadm1,Ceacam1,Cldn1,Cldn2,Cldn3,Dscaml1,Esam,Cldn2
GO:0016339	Ajuba,Arvcf,Atp2c1,Cdh1,Cdh13,Cdh16,Cdh16,Cdh17,Cdh17,Cdh2,Cdh2,Cdh22,Cdh23,Ceacam1,Nlgn1,Nlgn1,Nrxn1,Pcdh1,Pcdh12,Pcdh18,Pcdhb16,Pcdhga12,Pcdhgc3,Sell,Selp,Cdh22,Cdh7,Dchs1,Cdh8,Cdh12,Cdh18,Cdh20,Cdh11,Cdh10,Cdh5,Cdh9,Cdh6,Cdh24,Cdh19
GO:0016340	Dag1,Trpm7
GO:0016342	Apc,Apc2,Cdh1,Cdh1,Cdh1,Cdh2,Ctnna1,Ctnnb1,Ctnnb1,Ctnnb1,Ctnnd1,Jup,Jup,Cdh2,Apc2,Jup,Cdh24,Cdh20,Cdh18,Ctnna2,Cdh3,Apc,Dchs1,Cdh26,Cdh13,Cdh19,Cdh6,Cdh15,Cdh8,Ctnna1,Cdh12,Ctnnb1,Cdh1,Cdh5,Vinac1,Cdh23,Cdh4,Cdh22,Cdh9,Cdh10,Cdh17,Cdh11,Cdh7
GO:0016344	Actr2,Actr3,Fmn2
GO:0016358	Abi2,Actl6b,App,App,App,Baiap2,Bbs1,Bbs4,Bdnf,Cd3e,Chat,Cit,Crk,Crkl,Dab1,Dab1,Dynlt1b,Dynlt1c,Fcgr2b,Fezf2,Flrt1,Ghrl,Ghrl,Grin3a,Grip1,Hdac2,Igsf9,Klhl1,Lst1,Lst1,Map1b,Map2,Mcf2,Mecp2,Mecp2,Myo6,Nrp1,Pak1,Pak3,Ppp1r9b,Prkg1,Rac1,Reln,Reln,Scarf1,Slc25a46,Slc25a46,Slc25a46,Ss18l1,Strn,Syngap1,Tbc1d24,Tbc1d24,Trappc4,Tulp1,Ntn1,Map1s,Lamc2,Map1a,Klhl1,Ntn5,Lst1,Map1b,Ntn3
GO:0016361	Acvr1,Acvr1,Acvr1,Acvr1b,Acvr1c,Acvr1c,Acvrl1,Acvr1b,Acvr1c,Tgfbr1
GO:0016363	Ahctf1,Akap8,Akap8,Akap8l,Akap8l,Alox5,Anp32a,Atn1,Atxn1,Basp1,Blm,Cad,Cask,Cebpa,Cebpb,Cebpb,Cenpf,Chmp1a,Clic4,Csnk2b,Cxxc1,Dcaf7,Ddx39b,Dgkq,Dnmt3a,Enc1,Ercc8,Fign,Gfi1,Gfi1b,Ghrhr,Gmcl1,Hes1,Hlcs,Hnrnpa2b1,Hnrnpm,Hnrnpu,Iffo1,Kat8,Kin,Lmna,Lmna,Lmnb1,Lmnb1,Maea,Mat1a,Matr3,Mbd1,Men1,Morc2a,Morc2b,Ncor2,Nono,Npm1,Nsmf,Nufip1,Nufip1,Numa1,Numa1,Ogg1,Phb2,Phf5a,Pias4,Pml,Pml,Pola1,Ppig,Prkcd,Prkcz,Prpf40a,Prpf40a,Psma6,Rad21,Rnasel,Runx1t1,Ruvbl1,Satb1,Scaf8,Sf3b1,Sfpq,Smc1a,Smc3,Snw1,Sorbs1,Sparc,Sptbn4,Sptbn4,Srrm1,Stag1,Stag2,Tcerg1,Tep1,Trp53,Uhrf1,Vdr,Yy1,Zfp326,Zfp703,Akap8l,Hnrnpu,Akap8,Xpot
GO:0016401	Acaa1a,Acaa1a,Acaa1b,Acaa1b,Acadl,Acox1,Acox1,Acox2,Acox1,Acadl
GO:0016402	Acox3,Acox3,Acox3
GO:0016403	Ddah1,Ddah1,Ddah1,Ddah1,Ddah2,Ddah2,Ddah1,Ddah2
GO:0016404	Hpgd,Hpgd,Hpgd,Hpgd
GO:0016405	Acsf3,Acsbg1,Acsbg2,Acsbg3
GO:0016407	Crebbp,Elp3,Ep300,Ep300,Ep300,Ep300,Esco1,Esco2,Fcor,Gtf2b,Kat2a,Kat2b,Kat2b,Kat6a,Kat6b,Kat8,Kat8,Mogat2,Naa10,Naa15,Nat1,Nat2,Nat3,Sphk1,Dbt,Gtf2b
GO:0016409	Hhat,Zdhhc1,Zdhhc1,Zdhhc11,Zdhhc12,Zdhhc13,Zdhhc14,Zdhhc15,Zdhhc15,Zdhhc16,Zdhhc16,Zdhhc17,Zdhhc17,Zdhhc18,Zdhhc18,Zdhhc19,Zdhhc2,Zdhhc2,Zdhhc20,Zdhhc21,Zdhhc21,Zdhhc22,Zdhhc23,Zdhhc24,Zdhhc3,Zdhhc3,Zdhhc3,Zdhhc4,Zdhhc5,Zdhhc5,Zdhhc6,Zdhhc7,Zdhhc7,Zdhhc8,Zdhhc8,Zdhhc9,Hhat,Zdhhc17,Zdhhc13,Zdhhc5,Zdhhc8,Zdhhc16
GO:0016410	Acnat1,Baat,Baat,Cers1,Cers2,Pla2g4e,Pla2g4e,Pla2g4e,Plaat1,Plaat3,Plaat5,Plaat5,Plaat5,Plaat5,Gm4952,Plaat5,Plaat3,Cers3,Cers4,Cers6,Cers2,Glyat,Glyatl3,Keg1,Plaat1,Cers1,Cers5
GO:0016411	Pla2g15
GO:0016412	Mboat4,Mboat4,Mboat4,Mboat4,Mboat4
GO:0016415	Lipt2
GO:0016418	Fasn
