	Genes
GO:0050912	FFAR4,TAS1R1,PKD2L1
GO:0050913	TAS2R60,PLCB2,ITPR3,CALHM1,REEP2
GO:0050915	ASIC1,ASIC2,PKD1L3,PKD2L1,ASIC3
GO:0050916	ITPR3,TAS1R3,TAS1R3,TAS1R3,CALHM1,TAS1R2,REEP2,TAS1R2,TAS1R3,GNAT3
GO:0050917	GNAT3,GNAT1,ITPR3,TAS1R3,TAS1R1,CALHM1,TAS1R3,TAS1R1
GO:0050918	NRP1,DEFB4A,CCL16,FGF10,FGF10,VEGFD,PDGFB,CXCL10,MET,FGF2,HMGB1,DEFB130B,DEFB130A,CCL3,BMP4,CCL5,SCG2,MIF,HGF,VEGFA,LGALS3,NTF3,FGF7,FPR2,HMGB2,CORO1A,PGF,VEGFB,VEGFC,TSC2,FGF8,CX3CL1,DEFB103A,PTPRJ,SEMA5A,ALKBH1,SCRIB,GPNMB,ANGPT1,CCL15,DEFB109B,DEFB104A,PLXNB3,COLEC10,FGF7,FGF10,LGALS3
GO:0050919	FLRT2,NRP2,SLIT1,SLIT3,SLIT2,SLIT2,APOA1,PDGFA,ITGB3,ITGAV,DPP4,PLXNA3,RHOA,SEMA5A,EPHA7,FLRT3,SEMA5B,SEMA3E,SEMA4B,SEMA7A,SLIT2,SEMA3B,SEMA4F,SEMA4D,SEMA4G,SEMA4C,SEMA3G,SEMA6B,LRTM1,SEMA3D,SEMA6D,SEMA6A,SEMA4A,SEMA6C,SLIT1,SEMA3F,LGR6,SEMA3A,SLIT3,LRTM2,SEMA3C
GO:0050920	PDGFRA,EFNB2,USP14,CXCR4,ADGRA2,P2RX4,P2RY12,P2RY12,CYRIB
GO:0050921	CCL21,PDGFB,PDGFB,TGFB1,THBS1,PDGFRB,PPM1F,AIF1,F2RL1,CXCR4,STX4,STX3,TPBG,CCL19,RARRES2,SUCNR1,P2RY12,TREM2,CCL26,RARRES2
GO:0050922	ELANE,PTPN2,DUSP3
GO:0050923	PLXNA4
GO:0050925	ROBO2,ROBO1
GO:0050927	F7,F3,VEGFA,VEGFA,ITGA2,S1PR1,KDR,CASR,CCR4,F2RL1,CDH13,SMAD3,NTRK3
GO:0050928	ANGPT2
GO:0050929	SLIT2
GO:0050930	FGF10,VEGFD,CXCL8,SCG2,VEGFA,AZU1,NTF3,VEGFC,AGER,ARTN,VEGFA,CXCL12,IL16,VEGFB,PGF,VEGFD,VEGFC
GO:0050942	BLOC1S5,BLOC1S6
GO:0050951	OPRK1,BTBD9,TRPM3,KCNK4
GO:0050953	USH2A,CLRN1,MYO7A,USH1G,ADGRV1,ADGRV1,PCDH15,CDH23,WHRN,USH1C
GO:0050954	DRGX,TRPV1
GO:0050955	TRPA1,TRPM8,TRPV1
GO:0050957	CLRN1,MYO7A,USH1G,PCDH15,CDH23,USH1C,H3BQ33,CLRN1,H3BUT2,H3BU62
GO:0050960	RHO,TRPV1,OPN4
GO:0050965	CALCA,NTRK1,NR2F6,HTR2A,ADORA1,NTSR1,ARRB2,CXCL12,EPHB1,CXCR4,ANO1,TRPV1,LXN,PRDM12,ASIC3,MMP24
GO:0050966	TRPA1,NTRK1,FYN,ITGA2,HTR2A,SCN1A,CXCL12,CACNB3,BACE1,CXCR4,KCNA1,TMEM120A,ASIC3,PHF24
GO:0050968	TRPA1,TRPV1,ASIC3
GO:0050974	SERPINE2,ASIC2,PIEZO2,LHFPL5
GO:0050975	RAB3A,P2RX4
GO:0050976	KCNA1,KCNK4
GO:0050982	TCAP,JUP,PKD1,PKD2,ANO3,PKD1L1,PKD1L3,PKD2L2,PKDREJ,PIEZO2,PKD2,PIEZO1,PKD1L2,PKD2L1
GO:0050992	IDI1,IDI2
GO:0050994	THRA,CDK4,LGALS12,RARRES2,RARRES2
GO:0050995	CIDEA,CIDEA,INS,INS,TNF,IL1B,APOA2,APOC1,APOC3,ADRA2A,ADORA1,PRKAA1,PDE3B,CRTC3,HCAR2,BSCL2,FMC1,ALK,APOC1
GO:0050996	IL1B,APOA2,SCT,ADORA1,PRKCE,APOA5,ANGPTL3
GO:0050998	NOS1AP,CD74,CALM1,CALM1,CALM1,CALM3,CALM3,CALM3,DMD,ATP2B4,ATP2B4,SLC6A4,DNM2,CAV3,ACTB,CAV1,DNM1,SNTA1,SCN5A,DNM3,NOS1AP
GO:0050999	NOS1AP,DDAH1,DDAH2,EGFR,IL1B,ACVR2A,LEP,ZDHHC21,IL1B,IL1A
GO:0051000	TERT,NOS1AP,DHFR,KRAS,INS,TNF,APOE,FCER2,CALM1,CALM1,CALM1,CALM3,CALM3,CALM3,NPR3,S100A1,GCH1,GCH1,GCH1,GCH1,AKT1,HTR2B,PIK3CB,AGTR2,PTK2B,PTK2B,TERF2,HIF1A,SCARB1,NUS1,NOD1,APOE
GO:0051001	GLA,CNR1,ATP2B4,ATP2B4,ATP2B4,ATP2B4,CNR2,CAV3,CAV1,NOSIP
GO:0051004	FURIN,PCSK6,PCSK5
GO:0051005	APOC1,APOC3,APOC3,APOC3,SORT1,ANGPTL4,ANGPTL4,HDAC9,ANGPTL3,ANGPTL3,APOC3,APOC1
GO:0051006	APOC2,APOC2,APOH,APOA4,NR1H2,NR1H3,APOA5,APOA5,APOA5,GPIHBP1,GPIHBP1,ABHD5,APOC2,APOA1,GPIHBP1,APOA5,APOA4
GO:0051008	GMEB1
GO:0051010	CLASP2,CLASP2,APC,CLIP1,DST,STIM1,CKAP5,NUMA1,MAPRE1,MAPRE1,TTBK2,CLASP1,KIF18A,KIF2C,KNSTRN,PAFAH1B1,CLIP2,DCTN1,CLIP3,MAPRE3,MAPRE2,CLIP1,MAPRE1,FBXW11,CLIP4
GO:0051011	CEP290,CAMSAP2,CAMSAP2,CAMSAP2,CAMSAP2,CAMSAP2,NUMA1,CAMSAP1,CAMSAP1,NIN,CAMSAP3,CAMSAP3,CAMSAP3,CAMSAP3,MACF1,TUBGCP4,TUBGCP2,HAUS7,TUBGCP3,CAMSAP1,TUBGCP6,G3V2T6,TUBGCP5,CAMSAP2,CAMSAP3,HAUS4
GO:0051012	MAP4,PAFAH1B1
GO:0051013	FIGNL2,VPS4B,FIGN,FIGNL1,KATNAL2,TTLL6,TTLL11,LZTS2,KATNB1,KATNAL1,SPAST,SPAST,SPAST,SPAST,SPAST,SPAST,SPAST,KATNA1,KATNAL1
GO:0051014	SRGAP2,FMNL1,GSN,GSN,VIL1,VIL1,VIL1,SCIN,GSN,CFL1,SCIN,CFL2,VILL,AVIL,CAPG,DSTN,SVIL,VIL1,FLII
GO:0051015	SHTN1,XIRP2,MYH7B,ESPN,KBTBD13,HIP1,TULP1,BIN1,FSCN2,ARPC1B,ARPC2,ARPC3,ZNF185,ARPC5,ACTN4,ACTN4,MYO1B,WDR1,HIP1R,AVIL,FLNB,NEBL,MYO1D,SVIL,GJB6,FMNL1,ABL1,EGFR,SPTA1,TPM2,VIL1,VIL1,VIL1,TPM1,MYH3,SPTB,ACTN1,MYL4,MYH1,MYH7,MYH6,MYH8,EEF2,LCP1,LCP1,ANXA8,EZR,TNNI3,TNNI3,FLNA,FLNA,FLNA,FLNA,CFL1,CFL1,CTNNA2,TMOD1,ITPRID2,CORO1A,CORO1A,CORO1A,CORO1A,SLC6A4,MYH9,MYH9,MYH9,MYH9,MYH9,MYH10,MYH10,ACTN2,ADD1,ADD2,MYH11,ABL2,LRPPRC,AIF1,AIF1,AFDN,ARPC4,ARPC4,DSTN,DSTN,ACTR3,ACTR2,TNNC1,TPM4,TAGLN,ACTN3,CACNB2,NEXN,MYO1E,MYO7A,IQGAP2,SHROOM2,FLNC,CDK5R1,FSCN1,FSCN1,FSCN1,SHROOM1,MAP1S,MAP1S,RCSD1,RCSD1,SYNE3,ESPNL,XIRP1,CYFIP1,MYH14,MISP,MICALL2,ADSS1,SYNE1,EPS8L3,POF1B,SYNE2,TTN,MYO18A,FERMT2,AJUBA,PKNOX2,PANX1,AIF1L,FERMT1,CORO1B,CORO1B,VPS16,TRIOBP,ANTXR1,TRPV4,MYO10,SPTBN5,PICK1,ABITRAM,TMOD4,CAMSAP3,ABI3,UXT,CTNNAL1,LIMA1,DBNL,MYH2,MYH13,BLOC1S6,SHROOM4,CORO1C,MYO6,MYO6,MACF1,MACF1,MACF1,CFL2,MYH15,TLN1,TLN2,MYH4,KPTN,USH1C,SCIN,MYO16,AIF1,WDR1,NRAP,TPM1,CAPZA1,ABLIM2,FRG1,MYO1E,ACTN3,ADD3,MACO1,MICAL1,SYNE3,POF1B,DSTN,TPM2,ABLIM1,GAS2L2,CFL2,MYOM1,GAS7,FHOD3,CTNNA2,ACTR3B,ADD2,DMD,TRIOBP,ESPN,NEBL,MYO15A,SHROOM3,TNNC2,MYO5A,GAS2L1,CAPZA3,AVIL,DMTN,HIP1R,MYO1C,LIMA1,COTL1,MYOM3,MARCKSL1,CORO2B,ACTN1,VIL1,CORO2A,DBN1,VILL,SVIL,MYO7A,SCIN,ERMN,FMNL2,MYO19,SHROOM1,ADD1,ABITRAM,TWF1,MPRIP,SPTBN2,ARPC5L,ACTN2,MYO1D,MYOM2,SPTBN1,GSN,TNNC1,ARPC1A,MYO1H,ACTR2,CORO6,MYO16,ESPNL,KLHL17,PSTPIP2,CAPG,UTRN,CCIN,ACTN4,FSCN3,FSCN2,FMNL1,CORO1B,TULP1,LASP1,MYO1G,CORO7,XIRP2,HIP1,CLMN,TPM3,HCLS1,PSTPIP1,SPTBN4,GAS2,H7C5I2,PLS1,SPTA1,FSCN1,TPM4,NEB,PVALEF,FLII,ARPC3,MYO1F,PPP1R9A,CTNNA1,MARCKS,TMEM201,CTNNA3,DBNL,PPP1R9B,CAPZA2,SHROOM4,SPTB,CAPZB,KPTN,MYO1A,IQGAP2,TWF2,LCP1,RCSD1,PLS3,MYO7B,ACTR3,MYO5B,IQGAP1,ANXA6,SPTAN1,FMNL3,CTTN,CFL1,MYO6,ACTR3C,SHROOM2,SAMD14,CORO1C,GAS2L3,ABLIM3,MYO1B,CORO1A,AIF1L,IQGAP3,FHOD1,MYO5C,XIRP1
GO:0051016	VIL1,RDX,ADD1,ADD2,EPS8,TWF2,TRIOBP,TWF2,ADD2,SCIN,VILL,ADD1,AVIL,CAPZB,CAPG,SVIL,VIL1,H7C5I2,CAPZA2,TWF1,CAPZA3,GSN,FLII,ADD3,CAPZA1
GO:0051017	RHOD,MYO1B,FAM107A,ACTN1,LCP1,LCP1,EZR,MARCKS,ADD1,ADD2,AIF1,DMTN,EPS8,SHROOM2,DPYSL3,NEDD9,FSCN1,SHROOM1,PAWR,CORO1B,SWAP70,LIMA1,BAIAP2,USH1C,AIF1,FSCN2,PLS3,BAIAP2L2,PLS1,ESPNL,FSCN3,BAIAP2L1,DMTN,FSCN1,BAIAP2,SHROOM1,FAM107A,LCP1,CALD1,LIMA1,ESPN,MICAL1,AIF1L
GO:0051018	AKAP10,AKAP10,AKAIN1,RARA,EZR,EZR,RPS3,AKAP5,RDX,AKAP17A,AKAP12,AKAP13,AKAP6,AKAP6,SPHKAP,AKAP4,LRRK2,DACT2,CRYBG3,MYRIP,WASF1,DACT3,DACT1,AKAP7,AKAP7,AKAP7,GSKIP,GSKIP,WASF2,AKAP4,AKAP17A,AKAP6,AKAP11,GSKIP,LRRK2,SPHKAP,AKAP3
GO:0051019	PPM1D,DIRAS1,DIRAS1,ABL1,TPR,ACE,ATF7,PTAFR,DUSP1,GCH1,GCH1,ARRB2,IQGAP1,PTPRJ,MAPK7,NBR1,TNIP1,MICALCL,SIRT1,CDK5RAP3,PPM1D,MAPKAPK2,MICALCL,TNIP1,MAPKAPK3,MAPKAPK5
GO:0051020	ULK1,ENO1,EPRS1,HSP90AA1,CLTA,LCP1,GNB3,RASA1,FLNA,IARS1,GNB1,GNB2,YBX1,SPTBN1,POU4F1,AIMP1,BNIP3,GOLGA4,BECN1,PTPRN,FNBP1L,RASIP1,RRAGB,RRAGB,ATG16L1,LAMTOR1,LAMTOR1,ATG14,SH3GL1,AMBRA1,RRAGC,PREB,RRAGD,MARCHF5,STOML2,PPP1R9A,RASIP1,RADIL
GO:0051021	RAB3A
GO:0051022	RHOA,RAC1,PLXNB3
GO:0051026	UBE2B,RNF212,TEX11,BRIP1,CCNB1IP1,SYCP1
GO:0051028	POM121B,POM121C,MYO1C,IGF2BP3,XPO1,CETN3,CASC3,NUP42,KIF5C,TNKS,HNRNPA1,MX2,ZFP36,NUP62,EIF4A3,CETN2,LRPPRC,NUP153,RANBP2,HNRNPA3,NCBP2,NUP98,SEC13,MAGOH,HERVK_113,HERV-K104,ERVK-16,NUTF2,EIF5A,HSF1,FMR1,ZFP36L1,SRSF1,DHX9,SLBP,MVP,SRSF7,HNRNPA1L2,NCBP3,NUP188,EIF5AL1,SUPT6H,ARC,NUP54,ZC3H3,NUP43,NUP37,NUP35,BICD2,NUP210,AHCTF1,NUP205,KHSRP,MAGOHB,SEH1L,POM121,QKI,NDC1,NUP58,UPF3B,EIF5A2,UPF3A,RANBP17,SENP2,NXT2,PARP11,AAAS,IGF2BP1,LUZP4,NUP50,G3BP2,NPIPA1,RBM8A,IGF2BP2,SLBP
GO:0051029	TST
GO:0051031	YBX1
GO:0051032	SIDT2
GO:0051033	HNRNPA3,SIDT2,SIDT1
GO:0051036	RAB5A,ALS2,CHMP3
GO:0051039	BRDT
GO:0051041	CX3CL1
GO:0051042	BMP2
GO:0051044	NRDC,TNF,IFNG,IL1B,APOE,APOE,ADRA2A,FURIN,TNFRSF1B,ADAM8,ADAM8,GPLD1,ADAM9,SH3D19,SNX33,SNX33,RGMA,PACSIN3,SNX9,ADAM8,TNFRSF1B
GO:0051045	LRIG2,TIMP1,IL10,PTPN3,TIMP3,ROCK1,TIMP3,TIMP1,TIMP2,TIMP4
GO:0051046	MYO6,POFUT2
GO:0051047	ACSL3,GPLD1,LACRT,SCIN,LACRT
GO:0051048	EGF,ERBB3,NPY2R,NRG1
GO:0051049	LEPR,ICA1L,ICA1
GO:0051050	SLC30A3
GO:0051051	TRAT1,YRDC,RSC1A1,ARL6IP5,RSC1A1
GO:0051053	SUB1
GO:0051054	ANXA3,NPM2
GO:0051055	CEACAM1,GPER1,CCDC3,ASXL3
GO:0051056	ARHGAP10,PLEKHG3,ARHGAP32,MYO9A,RHOD,RASGRF2,ARHGEF10,MCF2L,ARHGEF11,SIPA1L1,ARHGAP6,SRGAP3,ARHGEF9,KALRN,SIPA1L3,SRGAP2,TRIO,PLEKHG5,FAM13A,ARHGEF15,MCF2,BCR,VAV1,CHN1,RAP1GAP,TSC2,VAV2,CHN2,ARHGAP8,ARHGAP4,FGD1,ARHGAP1,ARHGEF5,AKAP13,ABR,TIAM1,ARHGAP5,MYO9B,GNA13,ARHGAP19,RALBP1,ITSN1,ARHGAP44,ARHGAP31,RALGAPA2,PLEKHG6,ARHGAP11B,AMOT,ARHGAP29,ARHGAP15,PLEKHG4,FGD3,ARHGAP21,ARHGAP40,OBSCN,SYDE2,GARNL3,RAP1GAP2,RALGAPA1,ARHGAP11A,DNMBP,FGD5,ARHGAP27,PREX2,RHOU,ARHGAP22,NET1,ARHGAP30,FGD2,ARHGEF25,RALGAPB,TIAM2,ARHGEF19,DOCK3,TAGAP,ARHGEF28,ARHGAP18,ARHGAP18,NGEF,DOCK8,PREX1,ARHGEF40,DOCK2,ARHGAP45,ARHGEF1,ARHGEF2,SIPA1,FGD4,SPATA13,ARAP1,ARHGEF17,PLEKHG4B,DLC1,ARHGAP9,ARHGAP39,RACGAP1,DEF6,ECT2,RHOF,ARHGEF10L,ARHGEF4,ARHGEF3,ARHGAP35,FAM13B,ARHGEF12,GMIP,ARHGAP23,ARHGAP20,SIPA1L2,ARHGAP28,SWAP70,VAV3,PLEKHG1,ARHGAP26,SH3BP1,STARD13,ARHGAP28,ARHGAP18,ARHGAP40,ARHGAP19
GO:0051057	ITGAV,SRC,TGM2,ADCYAP1R1,RELN,SOS1,SOS2,FRMD7
GO:0051058	SLIT2,ARHGAP25,CGNL1,BARGIN,ARHGAP12,CYRIB,CYRIB,SH3BP1,SH3BP1,SH3BP1,CD2AP,ARHGAP25
GO:0051059	HDAC3,AKAP8,BCL10,NPM1,ANXA4,ANXA4,NFKBIA,NFKBIA,APEX1,CDKN2A,GSK3B,PSMA6,PPARD,RELA,RELA,NOTCH2,EP300,EP300,HDAC1,TP53BP2,COMMD6,MTDH,COMMD7,SETD6,TAF4B,HDAC2,RNF25,CDK5RAP3,CPNE1,FOXP3,BRMS1,HIF1AN,FAF1,COMMD7,BCL10,COMMD6,MTDH
GO:0051066	QDPR
GO:0051068	DLD
GO:0051081	PAFAH1B1,PLK1,DCTN1,NDEL1,AKAP8L
GO:0051082	AIP,HSPB6,TOR1A,CLGN,PFDN6,PFDN6,TAPBP,HTRA2,DNAJA2,PFDN1,DNAJB6,SRSF10,RP2,CLPX,CRYAA,CRYAA,CRYAB,APCS,SCG5,NPM1,HSPA1A,HSPA1A,HSPA1A,HSPA1B,HSPA1B,HSPA1B,HSPD1,HSPD1,CLU,HSPA5,HSPA5,HSPA5,HSPA8,HSPA6,PPIB,DNAJB1,DNAJB2,DNAJB2,CALR,CANX,DNAJA1,HSPA1L,HSPA9,LMAN1,SERPINH1,ST13,HSPA2,HSPE1,HSPE1,VBP1,PPIA,TUBB4B,CCT2,SCAP,CHAF1A,CHAF1B,HSP90AA2P,PTGES3,TOMM20,HSP90AA5P,TMEM67,SYVN1,ERO1B,DNAJB8,DNAJA4,SRSF12,ERLEC1,DNAJA3,CALR3,PFDN5,TTC1,NAP1L4,SIL1,GRPEL1,DNAJC4,MKKS,PFDN4,PDRG1,UGGT1,AHSP,AIPL1,DNAJB11,PFDN2,PFDN2,SPG7,RUVBL2,NDUFAF1,HYOU1,AFG3L2,TIMM10B,HSP90AA1,UGGT2,CCT3,HSP90AA4P,HSPA1B,GRPEL2,CCT8L2,NACA4P,TRAP1,PET100,HSP90AB2P,HSPA8,HSPE1,CCT2,HSPA1L,DNAJB5,HSP90AB4P,CCT7,HSP90B2P,UGGT1,CCT8L1P,NUDC,CDC37,NDUFAF1,HSPA13,DNAJB13,NACA2,DNAJB7,NUDCD3,HSPA1A,DNAJB6,DNAJB2,HSP90AB1,SHQ1,ERN2,GRPEL1,CCT4,NUDCD2,CCT6B,DNAJB1,DNAJB4,HSPA2,ERN1,HSPA7,DNAJB8,HSPA6,CDC37L1,CCT5,CCT8,CCT6A,HSPA5,TCP1,NACAD,DNAJB3,HSPA14,HSP90AB3P,NACA,PFDN1,HSPA9,HEATR3,HSP90B1,CCDC115
GO:0051083	HSPA14,DNAJC2
GO:0051084	SELENOF,ENTPD5,CHCHD4,UGGT1
GO:0051085	TOR1A,TOR1B,GAK,CD74,DNAJB1,PTGES3,TOR2A,DNAJB14,HSPH1,ERO1A,SDF2,DNAJC7,DNAJC7,BAG1,SDF2L1,DNAJB12,DNAJB14,HSPA6,HSPE1,DNAJB12,DNAJB13,DNAJC18,HSPA7,ST13P4,ST13,HSPA8,HSPA14,HSPA1L,DNAJB4,HSPA2,HSPA5,HSPA13,HSPA9,DNAJB5,ST13P5,HSPA1B,HSPA1A,DNAJB1
GO:0051086	CCT2
GO:0051087	BIN1,HSPB6,TERT,TERT,TERT,TERT,TERT,TERT,TERT,TERT,GNB5,GAK,PFDN6,BIRC5,SLC25A17,PRKN,PRKN,PRKN,PRKN,PRKN,PRKN,DNAJA2,DNAJA2,DNAJA2,DNAJB6,DNAJB6,DNAJB6,DNAJB6,TBCA,DNAJB5,DNAJB5,DNAJB5,AHSA1,AHSA1,BAG2,BAG3,SOD1,CP,PLG,PLG,PLG,PLG,PLG,PLG,HLA-B,FGB,FN1,ALB,PRNP,VWF,TP53,TP53,ATP1A1,ATP1A1,ATP1A1,MAPT,HSPD1,CLU,HSPA5,HSPA8,UBL4A,CFTR,ATP1A3,ATP1A3,ATP1A3,DNAJB1,DNAJB1,DNAJB1,DNAJB2,DNAJB2,DNAJB2,CALR,GRN,ERP29,CDC25A,DNAJA1,DNAJA1,DNAJA1,DNAJA1,STIP1,ST13,ATP1A2,ATP1A2,ATP1A2,CTSC,HSPA2,SLC12A2,HSPE1,TIMM10,LRP2,LRP2,OGDH,ATP7A,BAX,BIRC2,SCARB2,HES1,TBCE,TBCC,BAK1,RNF207,AHSA2P,GET4,DNAJB7,DNAJB7,DNAJB7,SYVN1,PDPN,HSCB,DNAJC10,DNAJB8,DNAJB8,DNAJB8,GRPEL2,FNIP1,FNIP1,DNAJA4,DNAJA4,DNAJA4,DNAJC9,TSC1,USP13,TSACC,DNAJC1,PACRG,PACRG,PACRG,PACRG,PACRG,PACRG,PACRG,TBCD,WRAP53,WRAP53,WRAP53,WRAP53,WRAP53,WRAP53,WRAP53,FICD,GRPEL1,SDF2L1,DNAAF6,PFDN4,SACS,FNIP2,DNAJB9,DNAJB4,DNAJB4,DNAJB4,AMFR,AMFR,BAG5,BAG5,STUB1,STUB1,SUGT1,HYOU1,TIMM9,PTGES3,DNAJB6,DNAJB3,PACRG,DNAJB4,FNIP1,CDC37,BAG1,SACS,CDC37L1,PTGES3L,DNAJB1,STUB1,BAG3,DNAJB13,CDKN1B,TIMM44,PDPN,TSACC,RNF207,BAG5,DNAJC3,HSPE1,BAG4,DNAJB5,DNLZ,DNAJB7,FNIP2,HSPD1,PFDN6,DNAJB8,DNAJB2
GO:0051089	ADAM10
GO:0051090	SGK1,FANCA,ZBTB7A,HCK,HMOX1,SPI1,MAPK3,KDM5A,SYK,MAPK8,MAPK9,MAPK10,POU4F1,POU4F2,C3orf33,CARF,SIX6OS1,USP7,SGK3,STK36,CREBZF
GO:0051091	TRAF5,TRIM38,WNT10B,PLPP3,DVL2,TNFSF11,MBTPS2,KDM1A,JAK2,LRP5,LRP6,TRIM37,ZIC2,DDX58,TNF,IL1B,ESR1,ESR1,WNT1,APP,IL5,IL6,IL6,EDN1,WNT2,CSF3,KIT,SRF,SRF,ANXA3,BMP2,HCLS1,TRIM27,JUP,ATF2,FOSL1,TCF3,PLCG2,PLCG2,PLCG2,PLCG2,PLCG2,PLCG2,PLCG2,TRIM21,IL10,AKT1,CTNNB1,DDIT3,DDIT3,DDIT3,PPARG,SMARCA4,SMARCA4,HMGA2,CEBPG,FOXA1,HDAC4,WNT3A,PTEN,NKX6-1,SMAD3,HSF1,NHLH2,PPP3CA,EP300,EP300,ARHGEF5,SMARCB1,TP53BP1,TRIM26,TRAF2,TRIM32,STK3,NEUROD1,TRIM14,IKBKE,TFDP1,TRIM25,FZD2,ARID5B,PPP2R5B,NEUROD2,TAF12,DDR2,MAVS,MAVS,STING1,TRIM22,MYOCD,ABRA,JMY,NFAM1,FANK1,ESR2,NEUROG1,COPS5,NODAL,PARK7,PARK7,PHB2,NKX3-1,TRIM62,PINK1,CLEC7A,CLEC7A,CLEC7A,TRIM34,PRKD2,TRIM8,TRIM31,TRIM15,TRIM5,NEUROG2,HIPK2,SAV1,RGCC,BEX1,CYTL1,PPARGC1A,MID2,FZD4,PYCARD,FZD1,FZD1,HDAC5,TRAF6,TNFRSF11A,TNFRSF11A,PPRC1,JMY,FANK1,MBTPS2,TRIM26,LRP6,TRIM52,PPARGC1B,TRIM41,PPARGC1A,ABRA,TRIM31
GO:0051092	LGALS9,TLR4,TLR4,TLR4,TLR4,TLR4,TRAF5,TRAF5,TRIM38,TNFSF11,AIM2,IKBKB,IKBKB,IKBKB,CHUK,TLR3,CLOCK,CFLAR,IRAK2,MAP3K13,MAP3K7,RIPK2,RIPK2,RIPK2,LAMTOR5,GREM1,TLR2,TLR2,TRIM13,RPS6KA5,RPS6KA5,RPS6KA4,FLOT1,TRIM37,IL18RAP,ZBTB7A,BCL10,BCL10,BCL10,BCL10,BCL10,AGT,KRAS,INS,TNF,TNF,TNF,TNF,TNF,TNF,TNF,TNF,TNF,TNF,IL1B,IL1B,IL1B,TFRC,LTF,AMH,CAT,PLA2G1B,NTRK1,APP,S100A8,IL6,ICAM1,PRKCB,S100A9,NPM1,HSPA1A,HSPA1B,AR,CLU,FER,CD36,CD36,PLCG2,EIF2AK2,CAPN3,RPS3,RPS3,PRKCH,CD40,CD40LG,PRDX3,CTH,STAT3,WNT5A,PRKCI,CX3CR1,IRAK1,RIPK4,MTPN,TIRAP,PSMA6,UBE2N,UBE2N,PPIA,PPIA,ADAM8,CX3CL1,S100A12,ROR1,CAV1,RELA,RELA,RELA,PRKCQ,PRKCZ,BTK,DHX9,EP300,TRAF2,TRAF2,TRAF2,TRIM32,TRIM32,TRAF1,UBE2V1,IL18R1,RIPK1,RIPK1,RIPK1,IL18,TRIM14,FLOT2,TRIM25,AGER,AGER,PRKD1,TRADD,TRADD,CARD16,MTDH,MTDH,ERC1,TRIM22,RTKN2,RHEBL1,EDA,ARHGEF2,ARHGEF2,TRIM52,RAB7B,RNF25,RNF31,DDRGK1,NLRP3,NLRP3,TRAPPC9,CIB1,MYD88,TRIM62,CARD14,CARD11,CARD11,CLEC7A,RBCK1,PRKD2,PRKD2,PRKD2,TRIM8,TRIM15,TRIM5,TRIM5,CARD9,CARD9,CARD9,CARD9,CARD9,CARD9,DHX33,EDA2R,PIDD1,NOD2,NOD2,NOD2,NOD2,NOD2,NLRC4,TLR9,SPHK1,SPHK1,TERF2IP,CRNN,MALT1,SLCO3A1,MID2,PYCARD,PYCARD,PYCARD,ALK,TNFSF18,CAMK2A,NOD1,NOD1,TLR6,TLR6,TRAF6,TRAF6,TRAF6,TRAF6,RIPK3,IRAK3,IKBKG,IKBKG,IKBKG,TNFRSF11A,TNFRSF11A,TICAM1,RNF25,TNFRSF11A,TRIM13,TRAF6,TRIM34,TRIM5,TRAF2,IRAK2,TRIML2,TRIM32,IL18RAP,H0Y858,TRIM37,MALT1,TRAF5,TRIM15,TRIML1,TRIM21,IRAK3,CD40,TRIM6,IKBKB,TNF,IL1RAP,IRAK1,TLR9,A0A2U3TZJ3,TRIM14,TRIM68,CHUK,TRIM62,TRAF1,CRNN,TRIM38,TRIM27,TRIM22
GO:0051096	MSH3,MSH2,MSH6,SSBP1,POT1,CHTOP,MSH3,SSBP1
GO:0051097	TP53,IFIT1,SIRT1
GO:0051098	TGFB1,SMAD3,SMAD4,SMAD2
GO:0051099	CLIC2,RARA,MYOD1,PON1,S100A10,H2BC1,DPH3
GO:0051100	CYP2D6,P2RY1
GO:0051101	TGFB1,BCL3,CSNK2B,TAF10,AGER,HJURP
GO:0051102	LIG4
GO:0051103	LIG4,LIG4,LIG4,XRCC4,XRCC4,XRCC4,XRCC4,PNKP,NHEJ1,LIG4,XRCC4
GO:0051106	HMGB1,RAD51,APLF,PARP3
