	Terms
FZD2	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
FZD3	hsa04150,hsa04310,hsa04360,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05206,hsa05217,hsa05224,hsa05225,hsa05226
FZD4	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
FZD5	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
FZD8	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
FZD6	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
FZD10	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
FZD9	hsa04150,hsa04310,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05205,hsa05217,hsa05224,hsa05225,hsa05226
LRP5	hsa04150,hsa04310,hsa04928,hsa05010,hsa05022,hsa05200,hsa05224,hsa05225,hsa05226
LRP6	hsa04150,hsa04310,hsa04928,hsa05010,hsa05022,hsa05200,hsa05224,hsa05225,hsa05226
DVL3	hsa04150,hsa04310,hsa04330,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05217,hsa05224,hsa05225,hsa05226
DVL2	hsa04150,hsa04310,hsa04330,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05217,hsa05224,hsa05225,hsa05226
DVL1	hsa04150,hsa04310,hsa04330,hsa04390,hsa04550,hsa04916,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05217,hsa05224,hsa05225,hsa05226
MAPKAP1	hsa04150
RICTOR	hsa04150
PRR5	hsa04150
CD19	hsa04151,hsa04640,hsa04662,hsa05169,hsa05340
PIK3AP1	hsa04151,hsa04662
JAK1	hsa04151,hsa04217,hsa04380,hsa04550,hsa04621,hsa04630,hsa04658,hsa04659,hsa05140,hsa05145,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05166,hsa05167,hsa05168,hsa05169,hsa05171,hsa05200,hsa05203,hsa05212,hsa05235
COL1A1	hsa04151,hsa04510,hsa04512,hsa04611,hsa04926,hsa04933,hsa04974,hsa05146,hsa05165,hsa05205,hsa05415
COL1A2	hsa04151,hsa04510,hsa04512,hsa04611,hsa04926,hsa04933,hsa04974,hsa05146,hsa05165,hsa05205,hsa05415
COL2A1	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
COL4A2	hsa04151,hsa04510,hsa04512,hsa04926,hsa04933,hsa04974,hsa05146,hsa05165,hsa05200,hsa05222
COL4A4	hsa04151,hsa04510,hsa04512,hsa04926,hsa04933,hsa04974,hsa05146,hsa05165,hsa05200,hsa05222
COL4A6	hsa04151,hsa04510,hsa04512,hsa04926,hsa04933,hsa04974,hsa05146,hsa05165,hsa05200,hsa05222
COL4A1	hsa04151,hsa04510,hsa04512,hsa04926,hsa04933,hsa04974,hsa05146,hsa05165,hsa05200,hsa05222
COL4A5	hsa04151,hsa04510,hsa04512,hsa04926,hsa04933,hsa04974,hsa05146,hsa05165,hsa05200,hsa05222
COL4A3	hsa04151,hsa04510,hsa04512,hsa04926,hsa04933,hsa04974,hsa05146,hsa05165,hsa05200,hsa05222
COL6A1	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
COL6A2	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
COL6A3	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
COL6A6	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
COL6A5	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
COL9A1	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
COL9A2	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
COL9A3	hsa04151,hsa04510,hsa04512,hsa04974,hsa05165
LAMA1	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222,hsa05410,hsa05412,hsa05414,hsa05416
LAMA2	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222,hsa05410,hsa05412,hsa05414,hsa05416
LAMA3	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMA5	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMA4	hsa04151,hsa04510,hsa04512,hsa05143,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMB1	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMB2	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMB3	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMB4	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMC1	hsa04151,hsa04510,hsa04512,hsa05020,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMC2	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
LAMC3	hsa04151,hsa04510,hsa04512,hsa05145,hsa05146,hsa05165,hsa05200,hsa05222
CHAD	hsa04151,hsa04510,hsa04512,hsa05165
RELN	hsa04151,hsa04510,hsa04512,hsa05017,hsa05165
FN1	hsa04151,hsa04510,hsa04512,hsa04810,hsa04933,hsa05100,hsa05135,hsa05146,hsa05165,hsa05200,hsa05205,hsa05222
SPP1	hsa04151,hsa04371,hsa04510,hsa04512,hsa04620,hsa04929,hsa05165
VTN	hsa04151,hsa04510,hsa04512,hsa04610,hsa05165,hsa05205
TNC	hsa04151,hsa04510,hsa04512,hsa05165,hsa05206
TNN	hsa04151,hsa04510,hsa04512,hsa05165,hsa05206
TNR	hsa04151,hsa04510,hsa04512,hsa05165,hsa05206
TNXB	hsa04151,hsa04510,hsa04512,hsa05165,hsa05206
VWF	hsa04151,hsa04510,hsa04512,hsa04610,hsa04611,hsa04613,hsa05165,hsa05171
IBSP	hsa04151,hsa04510,hsa04512,hsa05165
ITGA1	hsa04151,hsa04510,hsa04512,hsa04640,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
ITGA3	hsa04151,hsa04510,hsa04512,hsa04640,hsa04810,hsa05165,hsa05200,hsa05222,hsa05410,hsa05412,hsa05414
ITGA4	hsa04151,hsa04510,hsa04512,hsa04514,hsa04640,hsa04670,hsa04672,hsa04810,hsa05135,hsa05140,hsa05165,hsa05410,hsa05412,hsa05414
ITGA6	hsa04151,hsa04510,hsa04512,hsa04514,hsa04640,hsa04810,hsa05145,hsa05165,hsa05200,hsa05222,hsa05410,hsa05412,hsa05414
ITGA7	hsa04151,hsa04510,hsa04512,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
ITGA8	hsa04151,hsa04510,hsa04512,hsa04514,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
ITGA9	hsa04151,hsa04510,hsa04512,hsa04514,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
ITGA10	hsa04151,hsa04510,hsa04512,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
ITGA11	hsa04151,hsa04510,hsa04512,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
ITGB4	hsa04151,hsa04510,hsa04512,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
ITGB6	hsa04151,hsa04510,hsa04512,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
ITGB7	hsa04151,hsa04510,hsa04512,hsa04514,hsa04672,hsa04810,hsa05165,hsa05202,hsa05410,hsa05412,hsa05414
ITGB8	hsa04151,hsa04510,hsa04512,hsa04514,hsa04810,hsa05165,hsa05410,hsa05412,hsa05414
PKN1	hsa04151,hsa04621,hsa05132,hsa05135
PKN2	hsa04151,hsa04621,hsa05135
PKN3	hsa04151
CDC37	hsa04151
CRTC2	hsa04151,hsa04152,hsa04922,hsa04931,hsa05166
PHLPP1	hsa04151
PHLPP2	hsa04151
TCL1A	hsa04151
TCL1B	hsa04151
MTCP1	hsa04151
MCL1	hsa04151,hsa04210,hsa04630,hsa05206
MYB	hsa04151
ADIPOR1	hsa04152,hsa04211,hsa04920,hsa04932,hsa04936
ADIPOR2	hsa04152,hsa04211,hsa04920,hsa04932,hsa04936
HNF4A	hsa04152,hsa04950
PPARGC1A	hsa04152,hsa04211,hsa04371,hsa04714,hsa04910,hsa04920,hsa04922,hsa04931,hsa04936,hsa05016
ELAVL1	hsa04152,hsa04657
EEF2K	hsa04152,hsa04921
EEF2	hsa04152,hsa04921
SREBF1	hsa04152,hsa04910,hsa04931,hsa04932,hsa04936
TBC1D1	hsa04152
RAB2A	hsa04152
RAB14	hsa04152
FADD	hsa04210,hsa04215,hsa04217,hsa04620,hsa04621,hsa04622,hsa04657,hsa04668,hsa04936,hsa05010,hsa05022,hsa05130,hsa05132,hsa05142,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05200
CASP10	hsa04210,hsa04622,hsa04668,hsa05152,hsa05161
CASP6	hsa04210,hsa05417
CASP7	hsa04210,hsa04215,hsa04668,hsa04932,hsa05010,hsa05022,hsa05130,hsa05132,hsa05133,hsa05134,hsa05200,hsa05417
DIABLO	hsa04210,hsa04215
SEPTIN4	hsa04210,hsa04215
HTRA2	hsa04210,hsa04215,hsa05012,hsa05022
PRF1	hsa04210,hsa04650,hsa04940,hsa05320,hsa05330,hsa05332,hsa05416
GZMB	hsa04210,hsa04650,hsa04940,hsa05202,hsa05320,hsa05330,hsa05332
SPTA1	hsa04210
SPTAN1	hsa04210
LMNA	hsa04210,hsa05410,hsa05412,hsa05414
LMNB1	hsa04210
LMNB2	hsa04210
DFFA	hsa04210
DFFB	hsa04210
ENDOG	hsa04210
AIFM1	hsa04210,hsa04217
BIRC5	hsa04210,hsa04215,hsa04390,hsa05161,hsa05200,hsa05207,hsa05210
DAB2IP	hsa04210,hsa04668
HRK	hsa04210
PTPN13	hsa04210
CASP2	hsa04210
APPL1	hsa04211,hsa05200,hsa05210
EIF4EBP2	hsa04213
FOXA2	hsa04213,hsa04950
CLPB	hsa04213
BOK	hsa04215
SLC7A11	hsa04216
SLC39A8	hsa04216,hsa05010,hsa05012
SLC39A14	hsa04216,hsa05010,hsa05012
PCBP2	hsa04216
SLC40A1	hsa04216,hsa04978
FTH1	hsa04216,hsa04217,hsa04978
FTL	hsa04216,hsa04217,hsa04978
NCOA4	hsa04216,hsa05200,hsa05216
PRNP	hsa04216,hsa05020,hsa05022
FTMT	hsa04216
RBCK1	hsa04217,hsa04621,hsa05131
RNF31	hsa04217,hsa04621,hsa05131
SHARPIN	hsa04217,hsa04621,hsa05131
SPATA2L	hsa04217
SPATA2	hsa04217
RIPK3	hsa04217,hsa04621,hsa04623,hsa04668,hsa05132
PPID	hsa04217,hsa04218,hsa05010,hsa05022,hsa05131
MLKL	hsa04217,hsa04668,hsa05132
DNM1L	hsa04217,hsa04621,hsa04668
NLRP3	hsa04217,hsa04621,hsa04625,hsa05130,hsa05131,hsa05132,hsa05133,hsa05135,hsa05164,hsa05171,hsa05417
PYCARD	hsa04217,hsa04621,hsa04623,hsa04625,hsa05130,hsa05131,hsa05132,hsa05133,hsa05134,hsa05135,hsa05164,hsa05417
CASP1	hsa04217,hsa04613,hsa04621,hsa04623,hsa04625,hsa05014,hsa05130,hsa05131,hsa05132,hsa05133,hsa05134,hsa05135,hsa05164,hsa05171,hsa05417
TRPM7	hsa04217,hsa04218,hsa04621,hsa04978
FAF1	hsa04217
TYK2	hsa04217,hsa04380,hsa04621,hsa04630,hsa04658,hsa04659,hsa05145,hsa05160,hsa05161,hsa05162,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05171
STAT4	hsa04217,hsa04630,hsa04658,hsa05161,hsa05200,hsa05321
STAT6	hsa04217,hsa04630,hsa04658,hsa04659,hsa05161,hsa05200,hsa05321
IRF9	hsa04217,hsa04380,hsa04621,hsa04625,hsa04630,hsa05160,hsa05162,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05171,hsa05203
TLR3	hsa04217,hsa04620,hsa05160,hsa05161,hsa05164,hsa05165,hsa05167,hsa05168,hsa05171
ZBP1	hsa04217,hsa04623
USP21	hsa04217
H2AX	hsa04217,hsa04613,hsa05034,hsa05322
H2AC20	hsa04217,hsa04613,hsa05034,hsa05322
H2AC12	hsa04217,hsa04613,hsa05034,hsa05322
H2AC1	hsa04217,hsa04613,hsa05034,hsa05322
H2AW	hsa04217,hsa04613,hsa05034,hsa05322
H2AB3	hsa04217,hsa04613,hsa05034,hsa05322
H2AC8	hsa04217,hsa04613,hsa05034,hsa05322
H2AC4	hsa04217,hsa04613,hsa05034,hsa05322
MACROH2A2	hsa04217,hsa04613,hsa05034,hsa05322
MACROH2A1	hsa04217,hsa04613,hsa05034,hsa05322
H2AC19	hsa04217,hsa04613,hsa05034,hsa05322
H2AJ	hsa04217,hsa04613,hsa05034,hsa05322
H2AB1	hsa04217,hsa04613,hsa05034,hsa05322
H2AC17	hsa04217,hsa04613,hsa05034,hsa05322
H2AC18	hsa04217,hsa04613,hsa05034,hsa05322
H2AC11	hsa04217,hsa04613,hsa05034,hsa05322
H2AC21	hsa04217,hsa04613,hsa05034,hsa05322
H2AZ2	hsa04217,hsa04613,hsa05034,hsa05322
H2AC7	hsa04217,hsa04613,hsa05034,hsa05322
H2AZ1	hsa04217,hsa04613,hsa05034,hsa05322
H2AC15	hsa04217,hsa04613,hsa05034,hsa05322
H2AC6	hsa04217,hsa04613,hsa05034,hsa05322
H2AC13	hsa04217,hsa04613,hsa05034,hsa05322
H2AC14	hsa04217,hsa04613,hsa05034,hsa05322
H2AC16	hsa04217,hsa04613,hsa05034,hsa05322
H2AB2	hsa04217,hsa04613,hsa05034,hsa05322
PPIA	hsa04217
KIR2DL4	hsa04218,hsa04612
MYBL2	hsa04218
LIN9	hsa04218
LIN37	hsa04218
LIN52	hsa04218
LIN54	hsa04218
RBBP4	hsa04218
FOXM1	hsa04218
HIPK3	hsa04218
HIPK1	hsa04218
HIPK2	hsa04218
HIPK4	hsa04218
RAD9A	hsa04218
RAD9B	hsa04218
RAD1	hsa04218
HUS1	hsa04218
TRAF3IP2	hsa04218,hsa04657
ZFP36L1	hsa04218
ZFP36L2	hsa04218
TRPV4	hsa04218,hsa04750,hsa05418
TNNT2	hsa04260,hsa04261,hsa05410,hsa05414
TPM1	hsa04260,hsa04261,hsa05206,hsa05410,hsa05414
TPM2	hsa04260,hsa04261,hsa05410,hsa05414
TPM3	hsa04260,hsa04261,hsa05200,hsa05216,hsa05410,hsa05414
TPM4	hsa04260,hsa04261,hsa05410,hsa05414
ACTC1	hsa04260,hsa04261,hsa05410,hsa05414
MYL2	hsa04260,hsa04261,hsa04371,hsa04510,hsa04530,hsa04670,hsa04810,hsa05131,hsa05132,hsa05410,hsa05414
MYL3	hsa04260,hsa04261,hsa04371,hsa05410,hsa05414
MYL4	hsa04260,hsa04261,hsa04371
SLC9A6	hsa04260
SLC9A7	hsa04260
KCNQ1	hsa04261,hsa04725,hsa04971,hsa04972,hsa04974,hsa05110
KCNE1	hsa04261
KCNE1B	hsa04261
SCN5A	hsa04261
SCN7A	hsa04261
SCN1B	hsa04261
SCN4B	hsa04261
PPP1R1A	hsa04261,hsa04720
CREM	hsa04261
MYL6B	hsa04270,hsa04530,hsa04921
MYL6	hsa04270,hsa04530,hsa04921
MYH9	hsa04270,hsa04530,hsa04810,hsa05130
MYH10	hsa04270,hsa04530,hsa04810,hsa05130
MYH11	hsa04270,hsa04530,hsa04810,hsa05130
MYH14	hsa04270,hsa04530,hsa04810,hsa05130
PRKCH	hsa04270,hsa04750
CALD1	hsa04270
ACTA2	hsa04270,hsa04371,hsa04926
ACTG2	hsa04270
PPP1R14A	hsa04270
PPP1R12B	hsa04270,hsa04510,hsa04810,hsa04921,hsa05205
PPP1R12C	hsa04270,hsa04510,hsa04810,hsa04921,hsa05205
ARHGEF12	hsa04270,hsa04360,hsa04611,hsa04625,hsa04810,hsa05130,hsa05135,hsa05152,hsa05163,hsa05200,hsa05205
ARHGEF1	hsa04270,hsa04611,hsa04810,hsa04928,hsa05130,hsa05135,hsa05163,hsa05200,hsa05205,hsa05417
ARHGEF11	hsa04270,hsa04928,hsa05130,hsa05163,hsa05200
RAMP1	hsa04270
RAMP2	hsa04270
RAMP3	hsa04270
PORCN	hsa04310
CER1	hsa04310
NOTUM	hsa04310
WIF1	hsa04310
SERPINF1	hsa04310
SOST	hsa04310,hsa04928
DKK1	hsa04310,hsa05010,hsa05022
DKK2	hsa04310,hsa05010,hsa05022
DKK4	hsa04310,hsa05010,hsa05022
SFRP1	hsa04310
SFRP2	hsa04310
SFRP4	hsa04310
SFRP5	hsa04310
RSPO1	hsa04310
RSPO2	hsa04310
RSPO3	hsa04310
RSPO4	hsa04310
LGR4	hsa04310
LGR5	hsa04310
LGR6	hsa04310
RNF43	hsa04310
ZNRF3	hsa04310
BAMBI	hsa04310,hsa04350
FRAT1	hsa04310,hsa05010,hsa05022,hsa05200,hsa05224,hsa05225,hsa05226
FRAT2	hsa04310,hsa05010,hsa05022,hsa05200,hsa05224,hsa05225,hsa05226
NKD1	hsa04310,hsa04390
NKD2	hsa04310,hsa04390
CXXC4	hsa04310
AXIN1	hsa04310,hsa04390,hsa04550,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05210,hsa05213,hsa05217,hsa05224,hsa05225,hsa05226
AXIN2	hsa04310,hsa04390,hsa04550,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05210,hsa05213,hsa05217,hsa05224,hsa05225,hsa05226
APC	hsa04310,hsa04390,hsa04550,hsa04810,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05206,hsa05210,hsa05213,hsa05217,hsa05224,hsa05225,hsa05226
APC2	hsa04310,hsa04390,hsa04550,hsa04810,hsa04934,hsa05010,hsa05022,hsa05165,hsa05200,hsa05206,hsa05210,hsa05213,hsa05217,hsa05224,hsa05225,hsa05226
CSNK1A1L	hsa04310,hsa04340,hsa05010,hsa05022,hsa05165,hsa05224,hsa05225,hsa05226
CSNK1A1	hsa04310,hsa04340,hsa05010,hsa05022,hsa05165,hsa05224,hsa05225,hsa05226
TCF7	hsa04310,hsa04390,hsa04520,hsa04550,hsa04916,hsa04934,hsa04936,hsa05132,hsa05165,hsa05167,hsa05200,hsa05210,hsa05213,hsa05215,hsa05216,hsa05217,hsa05221,hsa05224,hsa05225,hsa05226,hsa05412
TCF7L1	hsa04310,hsa04390,hsa04520,hsa04916,hsa04934,hsa04936,hsa05132,hsa05165,hsa05167,hsa05200,hsa05210,hsa05213,hsa05215,hsa05216,hsa05217,hsa05221,hsa05224,hsa05225,hsa05226,hsa05412
TCF7L2	hsa04310,hsa04390,hsa04520,hsa04916,hsa04934,hsa04936,hsa05132,hsa05165,hsa05167,hsa05200,hsa05210,hsa05213,hsa05215,hsa05216,hsa05217,hsa05221,hsa05224,hsa05225,hsa05226,hsa05412
LEF1	hsa04310,hsa04390,hsa04520,hsa04916,hsa04934,hsa04936,hsa05132,hsa05167,hsa05200,hsa05210,hsa05213,hsa05215,hsa05216,hsa05217,hsa05221,hsa05224,hsa05225,hsa05226,hsa05412
CTNNBIP1	hsa04310
CBY1	hsa04310
CHD8	hsa04310
SOX17	hsa04310
CTBP1	hsa04310,hsa04330,hsa05200,hsa05220
CTBP2	hsa04310,hsa04330,hsa05200,hsa05220
TLE7	hsa04310,hsa04330
TLE1	hsa04310,hsa04330
TLE2	hsa04310,hsa04330
TLE3	hsa04310,hsa04330
TLE4	hsa04310,hsa04330
TLE6	hsa04310,hsa04330
CTNND2	hsa04310
RUVBL1	hsa04310
FOSL1	hsa04310,hsa04380,hsa04657,hsa05166
CCN4	hsa04310
MMP7	hsa04310,hsa05166
PSEN1	hsa04310,hsa04330,hsa04722,hsa05010,hsa05022,hsa05165
CACYBP	hsa04310
TBL1X	hsa04310
TBL1Y	hsa04310
TBL1XR1	hsa04310
GPC4	hsa04310
ROR1	hsa04310
ROR2	hsa04310
RYK	hsa04310,hsa04360
VANGL2	hsa04310
VANGL1	hsa04310
PRICKLE1	hsa04310
PRICKLE2	hsa04310
PRICKLE4	hsa04310
PRICKLE3	hsa04310
INVS	hsa04310
DAAM1	hsa04310
DAAM2	hsa04310
DLL3	hsa04330,hsa04658,hsa05200,hsa05207,hsa05224
DLL1	hsa04330,hsa04658,hsa05200,hsa05207,hsa05224
DLL4	hsa04330,hsa04658,hsa05200,hsa05207,hsa05224
JAG1	hsa04330,hsa04371,hsa04658,hsa04668,hsa05165,hsa05200,hsa05207,hsa05224
JAG2	hsa04330,hsa04658,hsa05200,hsa05224
NOTCH1	hsa04330,hsa04658,hsa04919,hsa05020,hsa05165,hsa05200,hsa05206,hsa05224
NOTCH2	hsa04330,hsa04658,hsa04919,hsa05165,hsa05200,hsa05206,hsa05207,hsa05224
NOTCH3	hsa04330,hsa04371,hsa04658,hsa04919,hsa05165,hsa05200,hsa05206,hsa05224
NOTCH4	hsa04330,hsa04919,hsa05165,hsa05200,hsa05206,hsa05224
RBPJL	hsa04330,hsa04658,hsa05017,hsa05165,hsa05169,hsa05203
RBPJ	hsa04330,hsa04658,hsa05017,hsa05165,hsa05169,hsa05203
HES5	hsa04330,hsa05165,hsa05200,hsa05224
HEYL	hsa04330,hsa05165,hsa05200,hsa05224
HEY1	hsa04330,hsa05165,hsa05200,hsa05224
HEY2	hsa04330,hsa05165,hsa05200,hsa05224
PTCRA	hsa04330,hsa05202
NUMB	hsa04330
NUMBL	hsa04330
DTX2	hsa04330
DTX3L	hsa04330
DTX1	hsa04330
DTX3	hsa04330
DTX4	hsa04330
ADAM17	hsa04330,hsa05010,hsa05120,hsa05171
PSEN2	hsa04330,hsa04722,hsa05010,hsa05022
PSENEN	hsa04330,hsa05010
NCSTN	hsa04330,hsa05010
APH1A	hsa04330,hsa05010
APH1B	hsa04330,hsa05010
MAML3	hsa04330,hsa04658,hsa05165
MAML2	hsa04330,hsa04658,hsa05165
MAML1	hsa04330,hsa04658,hsa05165
KAT2B	hsa04330,hsa04919,hsa05166,hsa05203
KAT2A	hsa04330,hsa04919,hsa05166,hsa05203
NCOR2	hsa04330,hsa05169
CIR1	hsa04330,hsa05169
ATXN1L	hsa04330,hsa05017,hsa05022
ATXN1	hsa04330,hsa05017,hsa05022
PTCH2	hsa04340,hsa05200,hsa05217
SMO	hsa04340,hsa04360,hsa05200,hsa05205,hsa05217
GPR161	hsa04340
CSNK1G2	hsa04340
CSNK1G3	hsa04340
CSNK1G1	hsa04340
CSNK1D	hsa04340,hsa04390,hsa04540,hsa04710
GLI2	hsa04340,hsa04390,hsa05200,hsa05217
SUFU	hsa04340,hsa05200,hsa05217
KIF7	hsa04340,hsa05200,hsa05217
HHAT	hsa04340
HHATL	hsa04340
SHH	hsa04340,hsa04360,hsa05200,hsa05205,hsa05217,hsa05226
IHH	hsa04340,hsa05205
DHH	hsa04340
DISP1	hsa04340
SCUBE2	hsa04340
BOC	hsa04340,hsa04360
CDON	hsa04340
GAS1	hsa04340
LRP2	hsa04340,hsa04918,hsa04979
MOSMO	hsa04340
MEGF8	hsa04340
EVC	hsa04340
EVC2	hsa04340
EFCAB7	hsa04340
IQCE	hsa04340
KIF3A	hsa04340
SPOP	hsa04340
SPOPL	hsa04340
CHRD	hsa04350
NOG	hsa04350
NBL1	hsa04350
MICOS10-NBL1	hsa04350
GREM1	hsa04350
GREM2	hsa04350
DCN	hsa04350,hsa05205
FMOD	hsa04350
LEFTY1	hsa04350,hsa04550
LEFTY2	hsa04350,hsa04550
FST	hsa04350
THSD4	hsa04350
FBN1	hsa04350
LTBP1	hsa04350
NEO1	hsa04350,hsa04360,hsa04514
HJV	hsa04350
RGMA	hsa04350,hsa04360
RGMB	hsa04350
SMAD1	hsa04350,hsa04390,hsa04550,hsa05202
SMAD5	hsa04350,hsa04550
SMAD9	hsa04350,hsa04550
SMAD6	hsa04350
SMAD7	hsa04350,hsa04390
HAMP	hsa04350
ID2	hsa04350,hsa04390,hsa04550,hsa05202
ID3	hsa04350,hsa04550
ID4	hsa04350,hsa04550
TGIF1	hsa04350
TGIF2	hsa04350
PITX2	hsa04350
NTNG1	hsa04360,hsa04514
NTNG2	hsa04360,hsa04514
LRRC4C	hsa04360,hsa04514
LRRC4	hsa04360,hsa04514
NTN1	hsa04360
NTN3	hsa04360
NTN4	hsa04360
DCC	hsa04360,hsa05200,hsa05210
TRPC1	hsa04360,hsa04724,hsa04726,hsa04929,hsa04972
TRPC3	hsa04360,hsa05017,hsa05022
TRPC4	hsa04360,hsa04929
TRPC5	hsa04360,hsa04929
ABLIM1	hsa04360
ABLIM3	hsa04360
ABLIM2	hsa04360
UNC5A	hsa04360
UNC5B	hsa04360
UNC5C	hsa04360
UNC5D	hsa04360
MYL5	hsa04360,hsa04510,hsa04670,hsa04810,hsa05131,hsa05132
MYL12B	hsa04360,hsa04510,hsa04530,hsa04611,hsa04670,hsa04810,hsa05131,hsa05132
MYL12A	hsa04360,hsa04510,hsa04530,hsa04611,hsa04670,hsa04810,hsa05131,hsa05132
LRIG2	hsa04360
EFNB1	hsa04360
EFNB2	hsa04360
EFNB3	hsa04360
EPHA1	hsa04360
EPHA3	hsa04360
EPHA4	hsa04360
EPHA5	hsa04360
EPHA6	hsa04360
EPHA7	hsa04360
EPHA8	hsa04360
EPHB1	hsa04360
EPHB2	hsa04360
EPHB3	hsa04360
EPHB4	hsa04360
EPHB6	hsa04360
NGEF	hsa04360
RGS3	hsa04360
SLIT1	hsa04360
SLIT2	hsa04360
SLIT3	hsa04360
ROBO1	hsa04360
ROBO2	hsa04360
ROBO3	hsa04360
SRGAP2	hsa04360
SRGAP1	hsa04360
SRGAP3	hsa04360
SEMA3A	hsa04360
SEMA3B	hsa04360
SEMA3C	hsa04360
SEMA3D	hsa04360
SEMA3E	hsa04360
SEMA3F	hsa04360
SEMA3G	hsa04360
PLXNA2	hsa04360
PLXNA3	hsa04360
PLXNA1	hsa04360
PLXNA4	hsa04360
NRP1	hsa04360,hsa05166,hsa05171
L1CAM	hsa04360,hsa04514
LIMK1	hsa04360,hsa04666,hsa04810,hsa05135,hsa05170
LIMK2	hsa04360,hsa04666,hsa04810,hsa05170
CFL1	hsa04360,hsa04666,hsa04810,hsa05133,hsa05170
CFL2	hsa04360,hsa04666,hsa04810,hsa05133,hsa05170
RHOD	hsa04360
RND1	hsa04360
FES	hsa04360
DPYSL5	hsa04360
DPYSL2	hsa04360
CDK5	hsa04360,hsa05010,hsa05022,hsa05030
SEMA4F	hsa04360
SEMA4D	hsa04360
SEMA4B	hsa04360
SEMA4C	hsa04360
SEMA4G	hsa04360
SEMA4A	hsa04360
SEMA5A	hsa04360
SEMA5B	hsa04360
SEMA6A	hsa04360
SEMA6B	hsa04360
SEMA6C	hsa04360
