	Terms
HRH2	hsa04020,hsa04080,hsa04971
HTR4	hsa04020,hsa04024,hsa04080,hsa04726
HTR5A	hsa04020,hsa04080,hsa04726
HTR6	hsa04020,hsa04024,hsa04080,hsa04726
GNAL	hsa04020,hsa04728,hsa04740,hsa05012,hsa05142,hsa05146
PLN	hsa04020,hsa04022,hsa04024,hsa04261,hsa04919,hsa05414,hsa05415
ATP2A1	hsa04020,hsa04022,hsa04024,hsa04260,hsa04261,hsa04919,hsa04972,hsa05010,hsa05017,hsa05022,hsa05410,hsa05412,hsa05414,hsa05415
ATP2A3	hsa04020,hsa04022,hsa04024,hsa04260,hsa04261,hsa04919,hsa04972,hsa05010,hsa05017,hsa05022,hsa05410,hsa05412,hsa05414,hsa05415
ATP2A2	hsa04020,hsa04022,hsa04024,hsa04260,hsa04261,hsa04919,hsa04972,hsa05010,hsa05017,hsa05022,hsa05410,hsa05412,hsa05414,hsa05415
HRC	hsa04020,hsa04260
STIM1	hsa04020,hsa04611
STIM2	hsa04020
ORAI1	hsa04020,hsa04024,hsa04611,hsa04924,hsa04925,hsa04927,hsa04934,hsa05340
ORAI2	hsa04020
ORAI3	hsa04020
CHRNA7	hsa04020,hsa04080,hsa04725,hsa05010,hsa05022,hsa05033,hsa05207
P2RX1	hsa04020,hsa04080,hsa04611
P2RX2	hsa04020,hsa04080,hsa04742
P2RX3	hsa04020,hsa04080,hsa04742
P2RX4	hsa04020,hsa04080
P2RX5	hsa04020,hsa04080
P2RX7	hsa04020,hsa04080,hsa04621
P2RX6	hsa04020,hsa04080
GRIN2C	hsa04020,hsa04024,hsa04080,hsa04713,hsa04720,hsa04724,hsa05010,hsa05014,hsa05017,hsa05020,hsa05022,hsa05030,hsa05031,hsa05033,hsa05034
GRIN2D	hsa04020,hsa04024,hsa04080,hsa04713,hsa04720,hsa04724,hsa05010,hsa05014,hsa05017,hsa05020,hsa05022,hsa05030,hsa05031,hsa05033,hsa05034
RYR1	hsa04020,hsa04371,hsa04713,hsa04730,hsa04921,hsa05017,hsa05020,hsa05022
RYR2	hsa04020,hsa04024,hsa04260,hsa04261,hsa04371,hsa04713,hsa04911,hsa04921,hsa04972,hsa05020,hsa05022,hsa05410,hsa05412,hsa05414,hsa05415
RYR3	hsa04020,hsa04371,hsa04713,hsa04921,hsa04970,hsa05010,hsa05012,hsa05020,hsa05022
TRDN	hsa04020,hsa04260
CASQ1	hsa04020
CASQ2	hsa04020,hsa04260
ASPH	hsa04020,hsa04260
CYSLTR1	hsa04020,hsa04080
CYSLTR2	hsa04020,hsa04080
CHRM2	hsa04020,hsa04024,hsa04080,hsa04151,hsa04725,hsa04810
ADRA1A	hsa04020,hsa04022,hsa04080,hsa04152,hsa04261,hsa04270,hsa04970
ADRA1B	hsa04020,hsa04022,hsa04080,hsa04261,hsa04270,hsa04970
ADRA1D	hsa04020,hsa04022,hsa04080,hsa04261,hsa04270,hsa04970
AGTR1	hsa04020,hsa04022,hsa04072,hsa04080,hsa04261,hsa04270,hsa04371,hsa04614,hsa04924,hsa04925,hsa04927,hsa04933,hsa04934,hsa05171,hsa05200,hsa05415
EDNRA	hsa04020,hsa04022,hsa04024,hsa04080,hsa04270,hsa04924,hsa05200
EDNRB	hsa04020,hsa04022,hsa04080,hsa04916,hsa04926,hsa05200
GRM1	hsa04020,hsa04068,hsa04072,hsa04080,hsa04540,hsa04720,hsa04723,hsa04724,hsa04730,hsa04742,hsa04915,hsa05017,hsa05022
GRM5	hsa04020,hsa04072,hsa04080,hsa04540,hsa04720,hsa04723,hsa04724,hsa05010,hsa05016,hsa05022
GRPR	hsa04020,hsa04080
HRH1	hsa04020,hsa04080,hsa04750
HTR2A	hsa04020,hsa04080,hsa04540,hsa04726,hsa04750
HTR2B	hsa04020,hsa04080,hsa04540,hsa04726,hsa04750
HTR2C	hsa04020,hsa04080,hsa04540,hsa04726,hsa04750
LHCGR	hsa04020,hsa04024,hsa04080,hsa04913,hsa04917
NTSR1	hsa04020,hsa04080
OXTR	hsa04020,hsa04024,hsa04080,hsa04921
AVPR1A	hsa04020,hsa04072,hsa04080,hsa04270
AVPR1B	hsa04020,hsa04072,hsa04080,hsa04270
LTB4R2	hsa04020,hsa04080
PTAFR	hsa04020,hsa04080,hsa05150
PTGER1	hsa04020,hsa04080,hsa05163,hsa05200
PTGER3	hsa04020,hsa04024,hsa04080,hsa04923,hsa05163,hsa05200
PTGFR	hsa04020,hsa04072,hsa04080
BDKRB1	hsa04020,hsa04080,hsa04610,hsa04750,hsa04810,hsa05200
BDKRB2	hsa04020,hsa04022,hsa04071,hsa04080,hsa04610,hsa04750,hsa04810,hsa04961,hsa05142,hsa05200
TACR1	hsa04020,hsa04080
TACR2	hsa04020,hsa04080
TACR3	hsa04020,hsa04080
TBXA2R	hsa04020,hsa04080,hsa04611
TRHR	hsa04020,hsa04080
CCKAR	hsa04020,hsa04080,hsa04911,hsa04972
CCKBR	hsa04020,hsa04080,hsa04971
CXCR4	hsa04020,hsa04060,hsa04061,hsa04062,hsa04144,hsa04360,hsa04670,hsa04672,hsa04810,hsa05163,hsa05170,hsa05200
GNA11	hsa04020,hsa04022,hsa04270,hsa04540,hsa04725,hsa04730,hsa04911,hsa04912,hsa04925,hsa04927,hsa04928,hsa04929,hsa04934,hsa04935,hsa05142,hsa05146,hsa05163,hsa05170,hsa05200
GNA14	hsa04020,hsa05142,hsa05146
GNA15	hsa04020,hsa04926,hsa05142,hsa05146
MST1	hsa04020
GDNF	hsa04020
NTRK3	hsa04020,hsa04722,hsa05230
MST1R	hsa04020
RET	hsa04020,hsa05200,hsa05216,hsa05223,hsa05230
IGH	hsa04020,hsa04064,hsa04072,hsa04145,hsa04151,hsa04613,hsa04640,hsa04650,hsa04662,hsa04664,hsa04666,hsa04672,hsa05130,hsa05135,hsa05140,hsa05143,hsa05146,hsa05150,hsa05152,hsa05169,hsa05171,hsa05202,hsa05310,hsa05320,hsa05322,hsa05323,hsa05330,hsa05340,hsa05414,hsa05416
ITPR1	hsa04020,hsa04022,hsa04070,hsa04114,hsa04140,hsa04210,hsa04218,hsa04270,hsa04371,hsa04540,hsa04611,hsa04621,hsa04625,hsa04713,hsa04720,hsa04723,hsa04724,hsa04725,hsa04726,hsa04728,hsa04730,hsa04750,hsa04912,hsa04915,hsa04918,hsa04921,hsa04922,hsa04924,hsa04925,hsa04927,hsa04928,hsa04929,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa05010,hsa05012,hsa05016,hsa05017,hsa05020,hsa05022,hsa05131,hsa05163,hsa05167,hsa05170,hsa05205,hsa05417
ITPR2	hsa04020,hsa04022,hsa04070,hsa04114,hsa04210,hsa04218,hsa04270,hsa04371,hsa04540,hsa04611,hsa04621,hsa04625,hsa04720,hsa04723,hsa04724,hsa04725,hsa04726,hsa04728,hsa04730,hsa04750,hsa04912,hsa04915,hsa04918,hsa04921,hsa04922,hsa04924,hsa04925,hsa04927,hsa04928,hsa04929,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa05010,hsa05012,hsa05017,hsa05020,hsa05022,hsa05131,hsa05163,hsa05167,hsa05170,hsa05205
ITPR3	hsa04020,hsa04022,hsa04070,hsa04114,hsa04210,hsa04218,hsa04270,hsa04371,hsa04540,hsa04611,hsa04621,hsa04625,hsa04713,hsa04720,hsa04723,hsa04724,hsa04725,hsa04726,hsa04728,hsa04730,hsa04742,hsa04750,hsa04911,hsa04912,hsa04915,hsa04918,hsa04921,hsa04922,hsa04924,hsa04925,hsa04927,hsa04928,hsa04929,hsa04934,hsa04935,hsa04970,hsa04971,hsa04972,hsa05010,hsa05012,hsa05014,hsa05017,hsa05020,hsa05022,hsa05131,hsa05163,hsa05167,hsa05170,hsa05205
TPCN1	hsa04020
TPCN2	hsa04020,hsa04972
MCOLN1	hsa04020,hsa04142
MCOLN2	hsa04020
MCOLN3	hsa04020
MCU	hsa04020,hsa04218,hsa04621,hsa05010,hsa05012,hsa05014,hsa05017,hsa05020,hsa05022
VDAC1	hsa04020,hsa04022,hsa04217,hsa04218,hsa04613,hsa04621,hsa04979,hsa05010,hsa05012,hsa05014,hsa05016,hsa05017,hsa05020,hsa05022,hsa05131,hsa05164,hsa05166,hsa05208,hsa05415
VDAC2	hsa04020,hsa04022,hsa04216,hsa04217,hsa04218,hsa04613,hsa04621,hsa04979,hsa05010,hsa05012,hsa05016,hsa05017,hsa05020,hsa05022,hsa05166,hsa05208,hsa05415
VDAC3	hsa04020,hsa04022,hsa04216,hsa04217,hsa04218,hsa04613,hsa04621,hsa04979,hsa05010,hsa05012,hsa05016,hsa05017,hsa05020,hsa05022,hsa05161,hsa05166,hsa05203,hsa05208,hsa05415
SLC25A4	hsa04020,hsa04022,hsa04217,hsa04218,hsa04613,hsa05010,hsa05012,hsa05016,hsa05017,hsa05020,hsa05022,hsa05164,hsa05166,hsa05208,hsa05415
SLC25A5	hsa04020,hsa04022,hsa04217,hsa04218,hsa04613,hsa05010,hsa05012,hsa05016,hsa05017,hsa05020,hsa05022,hsa05164,hsa05166,hsa05208,hsa05415
SLC25A6	hsa04020,hsa04022,hsa04217,hsa04218,hsa04613,hsa05010,hsa05012,hsa05016,hsa05017,hsa05020,hsa05022,hsa05164,hsa05166,hsa05208,hsa05415
SLC25A31	hsa04020,hsa04022,hsa04217,hsa04218,hsa04613,hsa05010,hsa05012,hsa05016,hsa05017,hsa05020,hsa05022,hsa05164,hsa05166,hsa05208,hsa05415
PPIF	hsa04020,hsa04022,hsa04613,hsa05010,hsa05012,hsa05016,hsa05017,hsa05020,hsa05022,hsa05145,hsa05208,hsa05415
TNNC1	hsa04020,hsa04260,hsa04261,hsa05410,hsa05414
TNNC2	hsa04020
PHKG1	hsa04020,hsa04910,hsa04922
PHKG2	hsa04020,hsa04910,hsa04922
PHKB	hsa04020,hsa04910,hsa04922
PHKA2	hsa04020,hsa04910,hsa04922
PHKA1	hsa04020,hsa04910,hsa04922
MYLK	hsa04020,hsa04022,hsa04270,hsa04371,hsa04510,hsa04611,hsa04810,hsa04921,hsa04971
MYLK2	hsa04020,hsa04022,hsa04270,hsa04371,hsa04510,hsa04611,hsa04810,hsa04921,hsa04971
MYLK3	hsa04020,hsa04022,hsa04270,hsa04371,hsa04510,hsa04611,hsa04810,hsa04921,hsa04971
MYLK4	hsa04020,hsa04022,hsa04270,hsa04371,hsa04510,hsa04611,hsa04810,hsa04921,hsa04971
CAMK1D	hsa04020,hsa04921,hsa04925,hsa05214
CAMK1G	hsa04020,hsa04921,hsa04925,hsa05214
CAMK1	hsa04020,hsa04921,hsa04925,hsa05214
CAMK4	hsa04020,hsa04024,hsa04211,hsa04371,hsa04380,hsa04720,hsa04722,hsa04725,hsa04921,hsa04925,hsa05031,hsa05034,hsa05214
PTK2B	hsa04020,hsa04062,hsa04072,hsa04650,hsa04670,hsa04912,hsa05135,hsa05161,hsa05163,hsa05170
ADRA2A	hsa04022,hsa04080
ADRA2B	hsa04022,hsa04080
ADRA2C	hsa04022,hsa04080
GNA13	hsa04022,hsa04071,hsa04072,hsa04270,hsa04371,hsa04611,hsa04730,hsa04810,hsa04928,hsa05130,hsa05163,hsa05200
TRPC6	hsa04022,hsa04360
MEF2A	hsa04022,hsa04371,hsa04928,hsa05418
BORCS8-MEF2B	hsa04022,hsa04371
MEF2B	hsa04022,hsa04371
MEF2D	hsa04022,hsa04371,hsa04928
NFATC2	hsa04022,hsa04218,hsa04310,hsa04360,hsa04370,hsa04380,hsa04625,hsa04650,hsa04658,hsa04659,hsa04660,hsa04662,hsa04921,hsa05135,hsa05161,hsa05163,hsa05166,hsa05167,hsa05170,hsa05235,hsa05417
NFATC4	hsa04022,hsa04218,hsa04310,hsa04360,hsa04625,hsa04921,hsa05161,hsa05163,hsa05166,hsa05167,hsa05170
GATA4	hsa04022,hsa04218,hsa04530,hsa04919
MYH7	hsa04022,hsa04260,hsa04261,hsa04919,hsa05410,hsa05414,hsa05416
MYH6	hsa04022,hsa04260,hsa04261,hsa04919,hsa05410,hsa05414,hsa05416
NPPB	hsa04022,hsa04270,hsa04714
NPPA	hsa04022,hsa04024,hsa04066,hsa04270,hsa04714,hsa04921,hsa04923,hsa04924,hsa04925,hsa05143
NPPC	hsa04022,hsa04270,hsa05418
PRKG1	hsa04022,hsa04270,hsa04540,hsa04611,hsa04713,hsa04714,hsa04730,hsa04740,hsa04923,hsa04970
PRKG2	hsa04022,hsa04540,hsa04611,hsa04713,hsa04714,hsa04730,hsa04740,hsa04923,hsa04924,hsa04970
KCNMA1	hsa04022,hsa04270,hsa04911,hsa04924,hsa04970,hsa04972
KCNU1	hsa04022,hsa04270,hsa04911
KCNMB1	hsa04022,hsa04270,hsa04911
KCNMB2	hsa04022,hsa04270,hsa04911
KCNMB3	hsa04022,hsa04270,hsa04911
KCNMB4	hsa04022,hsa04270,hsa04911
ATP1A1	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04925,hsa04960,hsa04961,hsa04964,hsa04970,hsa04971,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
ATP1A2	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04925,hsa04960,hsa04961,hsa04964,hsa04970,hsa04971,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
ATP1A3	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04925,hsa04960,hsa04961,hsa04964,hsa04970,hsa04971,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
ATP1A4	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04925,hsa04960,hsa04961,hsa04964,hsa04970,hsa04971,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
ATP1B4	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04925,hsa04960,hsa04961,hsa04964,hsa04970,hsa04971,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
ATP1B1	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04925,hsa04960,hsa04961,hsa04964,hsa04970,hsa04971,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
ATP1B2	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04925,hsa04960,hsa04961,hsa04964,hsa04970,hsa04971,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
ATP1B3	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04925,hsa04960,hsa04961,hsa04964,hsa04970,hsa04971,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
FXYD2	hsa04022,hsa04024,hsa04260,hsa04261,hsa04911,hsa04918,hsa04919,hsa04960,hsa04961,hsa04964,hsa04970,hsa04972,hsa04973,hsa04974,hsa04976,hsa04978
RGS2	hsa04022,hsa04740,hsa04921
IRAG1	hsa04022,hsa04270
ROCK1	hsa04022,hsa04024,hsa04062,hsa04071,hsa04270,hsa04350,hsa04360,hsa04510,hsa04530,hsa04611,hsa04670,hsa04810,hsa04921,hsa05130,hsa05131,hsa05135,hsa05163,hsa05200,hsa05205,hsa05206
ROCK2	hsa04022,hsa04024,hsa04062,hsa04071,hsa04270,hsa04310,hsa04360,hsa04510,hsa04530,hsa04611,hsa04670,hsa04810,hsa04921,hsa05130,hsa05131,hsa05132,hsa05135,hsa05163,hsa05200,hsa05205,hsa05417
PPP1R12A	hsa04022,hsa04024,hsa04270,hsa04510,hsa04611,hsa04810,hsa04921,hsa05205
MYL9	hsa04022,hsa04024,hsa04270,hsa04360,hsa04510,hsa04530,hsa04670,hsa04810,hsa04921,hsa05131,hsa05132
CNGA1	hsa04022,hsa04024,hsa04744
CNGB1	hsa04022,hsa04024,hsa04740,hsa04744
KNG1	hsa04022,hsa04071,hsa04080,hsa04610,hsa04750,hsa04810,hsa05142,hsa05143,hsa05200
OPRD1	hsa04022,hsa04071,hsa04080
ADORA1	hsa04022,hsa04024,hsa04071,hsa04080,hsa04923,hsa04924,hsa05032
ADORA3	hsa04022,hsa04071,hsa04080
IRS1	hsa04022,hsa04068,hsa04140,hsa04150,hsa04151,hsa04152,hsa04211,hsa04213,hsa04722,hsa04910,hsa04920,hsa04923,hsa04930,hsa04931,hsa04932,hsa04935,hsa04960,hsa05010,hsa05206,hsa05415
IRS2	hsa04022,hsa04068,hsa04140,hsa04152,hsa04211,hsa04213,hsa04910,hsa04920,hsa04923,hsa04930,hsa04931,hsa04932,hsa04935,hsa05010,hsa05206
IRS4	hsa04022,hsa04068,hsa04140,hsa04152,hsa04211,hsa04213,hsa04910,hsa04920,hsa04923,hsa04930,hsa04935,hsa05010
PIK3R5	hsa04022,hsa04062,hsa04072,hsa04151,hsa04261,hsa04371,hsa04611,hsa04725,hsa04921,hsa05145,hsa05167
PIK3R6	hsa04022,hsa04062,hsa04072,hsa04151,hsa04261,hsa04371,hsa04611,hsa04725,hsa04921,hsa05145,hsa05167
PRKCE	hsa04022,hsa04071,hsa04270,hsa04371,hsa04530,hsa04666,hsa04750,hsa04925,hsa04930,hsa04931,hsa04933,hsa05131,hsa05206
KCNJ8	hsa04022
CREB1	hsa04022,hsa04024,hsa04151,hsa04152,hsa04211,hsa04261,hsa04380,hsa04612,hsa04668,hsa04710,hsa04713,hsa04714,hsa04725,hsa04728,hsa04911,hsa04915,hsa04916,hsa04918,hsa04922,hsa04924,hsa04925,hsa04926,hsa04927,hsa04928,hsa04931,hsa04934,hsa04935,hsa04962,hsa05016,hsa05020,hsa05030,hsa05031,hsa05034,hsa05152,hsa05161,hsa05163,hsa05165,hsa05166,hsa05167,hsa05203,hsa05207,hsa05215
CREB3	hsa04022,hsa04024,hsa04151,hsa04152,hsa04211,hsa04261,hsa04668,hsa04714,hsa04725,hsa04728,hsa04911,hsa04915,hsa04916,hsa04918,hsa04922,hsa04925,hsa04926,hsa04927,hsa04928,hsa04931,hsa04934,hsa04935,hsa04962,hsa05016,hsa05020,hsa05030,hsa05031,hsa05034,hsa05161,hsa05163,hsa05165,hsa05166,hsa05203,hsa05207,hsa05215
CREB3L1	hsa04022,hsa04024,hsa04151,hsa04152,hsa04211,hsa04261,hsa04668,hsa04714,hsa04725,hsa04728,hsa04911,hsa04915,hsa04916,hsa04918,hsa04922,hsa04925,hsa04926,hsa04927,hsa04928,hsa04931,hsa04934,hsa04935,hsa04962,hsa05016,hsa05020,hsa05030,hsa05031,hsa05034,hsa05161,hsa05163,hsa05165,hsa05166,hsa05203,hsa05207,hsa05215
CREB3L2	hsa04022,hsa04024,hsa04151,hsa04152,hsa04211,hsa04261,hsa04668,hsa04714,hsa04725,hsa04728,hsa04911,hsa04915,hsa04916,hsa04918,hsa04922,hsa04925,hsa04926,hsa04927,hsa04928,hsa04931,hsa04934,hsa04935,hsa04962,hsa05016,hsa05020,hsa05030,hsa05031,hsa05034,hsa05161,hsa05163,hsa05165,hsa05166,hsa05203,hsa05207,hsa05215
CREB3L3	hsa04022,hsa04024,hsa04151,hsa04152,hsa04211,hsa04261,hsa04668,hsa04714,hsa04725,hsa04728,hsa04911,hsa04915,hsa04916,hsa04918,hsa04922,hsa04925,hsa04926,hsa04927,hsa04928,hsa04931,hsa04934,hsa04935,hsa04962,hsa05016,hsa05020,hsa05030,hsa05031,hsa05034,hsa05161,hsa05163,hsa05165,hsa05166,hsa05203,hsa05207,hsa05215
CREB3L4	hsa04022,hsa04024,hsa04151,hsa04152,hsa04211,hsa04261,hsa04668,hsa04714,hsa04725,hsa04728,hsa04911,hsa04915,hsa04916,hsa04918,hsa04922,hsa04925,hsa04926,hsa04927,hsa04928,hsa04931,hsa04934,hsa04935,hsa04962,hsa05016,hsa05020,hsa05030,hsa05031,hsa05034,hsa05161,hsa05163,hsa05165,hsa05166,hsa05203,hsa05207,hsa05215
CREB5	hsa04022,hsa04024,hsa04151,hsa04152,hsa04211,hsa04261,hsa04668,hsa04714,hsa04725,hsa04728,hsa04911,hsa04915,hsa04918,hsa04922,hsa04925,hsa04926,hsa04927,hsa04928,hsa04931,hsa04934,hsa04935,hsa04962,hsa05016,hsa05020,hsa05030,hsa05031,hsa05034,hsa05161,hsa05163,hsa05165,hsa05166,hsa05203,hsa05207,hsa05215
ATF6B	hsa04022,hsa04141,hsa04151,hsa04211,hsa04261,hsa04668,hsa04728,hsa04911,hsa04915,hsa04918,hsa04925,hsa04926,hsa04927,hsa04928,hsa04934,hsa04935,hsa05020,hsa05030,hsa05031,hsa05034,hsa05161,hsa05163,hsa05166,hsa05203,hsa05207
ADCYAP1	hsa04024,hsa04080,hsa04713,hsa04911,hsa04924
VIP	hsa04024,hsa04080
CRH	hsa04024,hsa04080,hsa04730,hsa04934,hsa05034
CGA	hsa04024,hsa04080,hsa04912,hsa04913,hsa04917,hsa04918,hsa04923,hsa04929,hsa05320
LHB	hsa04024,hsa04080,hsa04912,hsa04913,hsa04917,hsa04929
TSHB	hsa04024,hsa04080,hsa04918,hsa04923,hsa05320
POMC	hsa04024,hsa04080,hsa04915,hsa04916,hsa04920,hsa04925,hsa04927,hsa04934
GCG	hsa04024,hsa04080,hsa04714,hsa04911,hsa04922
GIP	hsa04024,hsa04080,hsa04911
FSHB	hsa04024,hsa04080,hsa04912,hsa04913
PTGER2	hsa04024,hsa04080,hsa04750,hsa04924,hsa05163,hsa05200
ADCYAP1R1	hsa04024,hsa04080,hsa04713,hsa04911,hsa04924
VIPR2	hsa04024,hsa04080
CRHR1	hsa04024,hsa04080,hsa04730,hsa04934
CRHR2	hsa04024,hsa04080,hsa04934
TSHR	hsa04024,hsa04080,hsa04918,hsa04923,hsa05320
MC2R	hsa04024,hsa04080,hsa04925,hsa04927,hsa04934
GLP1R	hsa04024,hsa04080,hsa04911
GIPR	hsa04024,hsa04080
GPR119	hsa04024,hsa04911
FSHR	hsa04024,hsa04080,hsa04913
EDN1	hsa04024,hsa04066,hsa04080,hsa04270,hsa04668,hsa04916,hsa04924,hsa04926,hsa04933,hsa05200,hsa05410,hsa05418
EDN2	hsa04024,hsa04080,hsa04270,hsa04924
EDN3	hsa04024,hsa04080,hsa04270,hsa04924
SST	hsa04024,hsa04080,hsa04935,hsa04971
NPY	hsa04024,hsa04080,hsa04920,hsa04923,hsa05034
GHRL	hsa04024,hsa04080,hsa04935
OXT	hsa04024,hsa04080,hsa04921
HTR1A	hsa04024,hsa04080,hsa04726,hsa04742
HTR1B	hsa04024,hsa04080,hsa04726,hsa04742
HTR1D	hsa04024,hsa04080,hsa04726,hsa04742
HTR1E	hsa04024,hsa04080,hsa04726,hsa04742
HTR1F	hsa04024,hsa04080,hsa04726,hsa04742
GABBR1	hsa04024,hsa04080,hsa04727,hsa04742,hsa04915,hsa04929,hsa05032
GABBR2	hsa04024,hsa04080,hsa04727,hsa04742,hsa04915,hsa04929,hsa05032
NPY1R	hsa04024,hsa04080,hsa04923
SSTR1	hsa04024,hsa04080,hsa04935
SSTR2	hsa04024,hsa04080,hsa04935,hsa04971
SSTR5	hsa04024,hsa04080,hsa04935
HCAR1	hsa04024
HCAR2	hsa04024
HCAR3	hsa04024
FFAR2	hsa04024
SUCNR1	hsa04024
GHSR	hsa04024,hsa04080,hsa04935
HCN2	hsa04024,hsa04929
HCN4	hsa04024,hsa04742
CNGA2	hsa04024,hsa04740
CNGA3	hsa04024,hsa04740
CNGA4	hsa04024,hsa04740
CNGB3	hsa04024
PPP1R1B	hsa04024,hsa04728,hsa05030,hsa05031,hsa05034
CREBBP	hsa04024,hsa04066,hsa04068,hsa04110,hsa04310,hsa04330,hsa04350,hsa04520,hsa04630,hsa04720,hsa04916,hsa04919,hsa04922,hsa04935,hsa05016,hsa05152,hsa05161,hsa05164,hsa05165,hsa05166,hsa05167,hsa05200,hsa05203,hsa05206,hsa05211,hsa05215
EP300	hsa04024,hsa04066,hsa04068,hsa04110,hsa04310,hsa04330,hsa04350,hsa04520,hsa04630,hsa04720,hsa04916,hsa04919,hsa04922,hsa04935,hsa05016,hsa05152,hsa05161,hsa05164,hsa05165,hsa05166,hsa05167,hsa05200,hsa05203,hsa05206,hsa05211,hsa05215
GLI3	hsa04024,hsa04340,hsa05200,hsa05217
GLI1	hsa04024,hsa04340,hsa05200,hsa05217
PTCH1	hsa04024,hsa04340,hsa04360,hsa05200,hsa05205,hsa05217
HHIP	hsa04024,hsa04340,hsa05200,hsa05217
NFKBIA	hsa04024,hsa04062,hsa04064,hsa04210,hsa04380,hsa04620,hsa04621,hsa04622,hsa04623,hsa04625,hsa04657,hsa04658,hsa04659,hsa04660,hsa04662,hsa04668,hsa04722,hsa04920,hsa04926,hsa04931,hsa04936,hsa05120,hsa05130,hsa05131,hsa05132,hsa05134,hsa05135,hsa05140,hsa05142,hsa05145,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05166,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05203,hsa05208,hsa05215,hsa05220,hsa05222,hsa05235,hsa05417
SOX9	hsa04024
AMH	hsa04024,hsa04060,hsa04350,hsa04390
LIPE	hsa04024,hsa04152,hsa04371,hsa04714,hsa04910,hsa04923,hsa04925
TNNI3	hsa04024,hsa04260,hsa04261,hsa05410,hsa05414,hsa05415
GRIN3A	hsa04024,hsa04080,hsa04724,hsa05017,hsa05020,hsa05030,hsa05031,hsa05033,hsa05034
GRIN3B	hsa04024,hsa04080,hsa04724,hsa05017,hsa05020,hsa05030,hsa05031,hsa05033,hsa05034
GRIA1	hsa04024,hsa04080,hsa04713,hsa04720,hsa04723,hsa04724,hsa04728,hsa04730,hsa05014,hsa05016,hsa05017,hsa05022,hsa05031,hsa05033
GRIA2	hsa04024,hsa04080,hsa04713,hsa04720,hsa04723,hsa04724,hsa04728,hsa04730,hsa05014,hsa05016,hsa05017,hsa05022,hsa05030,hsa05031,hsa05033
GRIA3	hsa04024,hsa04080,hsa04713,hsa04723,hsa04724,hsa04728,hsa04730,hsa05016,hsa05017,hsa05022,hsa05031,hsa05033,hsa05202
GRIA4	hsa04024,hsa04080,hsa04713,hsa04723,hsa04724,hsa04728,hsa05016,hsa05022,hsa05031,hsa05033
FXYD1	hsa04024
SLC9A1	hsa04024,hsa04260,hsa04261,hsa04371,hsa04810,hsa04919,hsa04970,hsa04971,hsa04972,hsa04976,hsa05205
CCL1	hsa04060,hsa04061,hsa04062
CCL25	hsa04060,hsa04061,hsa04062,hsa04672
CCL19	hsa04060,hsa04061,hsa04062,hsa04064
CCL21	hsa04060,hsa04061,hsa04062,hsa04064
CCL3	hsa04060,hsa04061,hsa04062,hsa04620,hsa05142,hsa05163,hsa05323,hsa05417
CCL3L1	hsa04060,hsa04061,hsa04062,hsa04620,hsa05142,hsa05163,hsa05323,hsa05417
CCL3L3	hsa04060,hsa04061,hsa04062,hsa04620,hsa05142,hsa05163,hsa05323,hsa05417
CCL4	hsa04060,hsa04061,hsa04062,hsa04064,hsa04620,hsa04623,hsa05163
CCL4L2	hsa04060,hsa04061,hsa04062,hsa04064,hsa04620,hsa04623,hsa05163
CCL4L1	hsa04060,hsa04061,hsa04062,hsa04064,hsa04620,hsa04623,hsa05163
CCL17	hsa04060,hsa04061,hsa04062,hsa04625,hsa04657
CCL22	hsa04060,hsa04061,hsa04062,hsa04625
CCL5	hsa04060,hsa04061,hsa04062,hsa04620,hsa04621,hsa04623,hsa04668,hsa05020,hsa05120,hsa05131,hsa05142,hsa05163,hsa05164,hsa05168,hsa05323,hsa05417
CCL8	hsa04060,hsa04061,hsa04062
CCL14	hsa04060,hsa04061,hsa04062
CCL16	hsa04060,hsa04061,hsa04062
CCL15	hsa04060,hsa04061,hsa04062
CCL23	hsa04060,hsa04061,hsa04062
